repriskID,company_name,headquarters_country,headquarters_country_isocode,sectors,url,isins,primary_isin,no_reported_risk_exposure,cName
562844,Catur Putra Surya; PT,Indonesia,ID,Personal and Household Goods,,,,0,catur putra surya pt
562889,Agro Kati Lama; PT,Indonesia,ID,Food and Beverage,,,,0,agro kati lama pt
563012,"Sentosa Sukses Utama, PT",Indonesia,ID,Food and Beverage,,,,0,"sentosa sukses utama, pt"
563258,AHB Textiles Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,ahb textiles ltd
563285,Kereta Api Indonesia; PT (KAI),Indonesia,ID,Industrial Transportation | Travel and Leisure,https://kai.id,IDA0001265A0 | IDA0001265B8 | IDJ0000233A0 | IDJ0000233B8 | IDA0001038A1 | IDA0001038B9 | IDA0000865B6,IDA0000865B6,0,kereta api indonesia pt
56341,Methaq Real Estate Investment,Jordan,JO,Financial Services,http://www.methaqrealestate.com,JO3124011011,JO3124011011,1,methaq real estate investment
563708,Green Printers Ltd,Bangladesh,BD,Support Services (Industrial Goods and Services),,,,0,green printers ltd
5638,Tablasupa Nickel Mining Inc.,Indonesia,ID,Mining,,,,0,tablasupa nickel mining inc
56410,Darkom Investment PLC (formerly Darkom Finance and Investment Co PLC),Jordan,JO,Financial Services,,JO2103311012,JO2103311012,1,darkom investment plc (formerly darkom finance and investment co plc)
564210,Federal International Finance; PT (FIFGROUP),Indonesia,ID,Financial Services,http://fifgroup.co.id/,IDA0001373A2 | IDA0001373B0 | IDA0001225B2 | IDA0001284B9 | IDA0001305B2 | IDA0001339A3 | IDA0001339B1 | IDA0001186B6 | IDA0001153B6,IDA0001153B6,0,federal international finance pt
564354,Delta Merlin Dunia Textile; PT,Indonesia,ID,Personal and Household Goods,,US69374VAC81 | US69374VAD64,US69374VAC81,0,delta merlin dunia textile pt
56442,Comprehensive Multiple Projects Co,Jordan,JO,Automobiles and Parts,,JO4108611016,JO4108611016,1,comprehensive multiple projects co
564611,City Brokerage Ltd,Bangladesh,BD,Financial Services,http://www.citybrokerageltd.com/Default/,,,1,city brokerage ltd
56490,Saba'ek Investment Co PLC,Jordan,JO,Financial Services,,JO3127511017,JO3127511017,1,sabaek investment co plc
564992,Linge Mineral Resources; PT,Indonesia,ID,Mining,,,,0,linge mineral resources pt
565490,Reliance Finance Ltd,Bangladesh,BD,Banks | Financial Services,http://www.reflbd.com/,NPE224A00003,NPE224A00003,0,reliance finance ltd
565765,Latif Bawany Jute Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,latif bawany jute mills ltd
565768,Platinum Jute Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,platinum jute mills ltd
566528,Finansia Multi Finance; PT,Indonesia,ID,Financial Services,https://www.kreditplus.com/,,,1,finansia multi finance pt
566537,Karim Jute Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,karim jute mills ltd
566540,Bangladesh Jute Mills Corp,Bangladesh,BD,Personal and Household Goods,http://www.bjmc.gov.bd,,,0,bangladesh jute mills corp
566546,Daulatpur Jute Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,daulatpur jute mills ltd
566555,Khalishpur Jute Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,khalishpur jute mills ltd
566558,Crescent Jute Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,crescent jute mills ltd
566564,Star Jute Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,star jute mills ltd
566567,Aleem Jute Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,aleem jute mills ltd
566570,Eastern Jute Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,eastern jute mills ltd
566573,JJI Jashore Jute Industry,Bangladesh,BD,Personal and Household Goods,,,,0,jji jashore jute industry
566576,Carpeting Jute Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,carpeting jute mills ltd
566834,Rakeen Development Co Ltd,Bangladesh,BD,Financial Services,http://rakeenbd.com/,,,0,rakeen development
566837,Star Ceramics Ltd,Bangladesh,BD,Personal and Household Goods,http://starceramicsbd.com/,,,0,star ceramics ltd
567251,Dharma Hydro Nusantara; PT,Indonesia,ID,Utilities,,,,0,dharma hydro nusantara pt
56734,Arab Assurers Insurance Co (formerly Arab Assurers; The),Jordan,JO,Insurance,,JO2102611016,JO2102611016,1,arab assurers insurance co (formerly arab assurers the)
567416,Evercare Hospital Dhaka (formerly STS Holdings Ltd),Bangladesh,BD,Health Care Equipment and Services,https://www.evercarebd.com/,,,1,evercare hospital dhaka (formerly sts holdings ltd)
567419,Apollo Hospitals Dhaka,Bangladesh,BD,Health Care Equipment and Services,https://www.apollohospitals.com/,,,1,apollo hospitals dhaka
56820,Palaces Real Estate Development plc,Jordan,JO,Financial Services,,,JO3125711015,1,palaces real estate development plc
568409,Bali Maya Permai; PT,Indonesia,ID,Food and Beverage,,,,0,bali maya permai pt
56846,Rum Aladdin Industries Co,Jordan,JO,Industrial Engineering,,,JO4107711015,1,rum aladdin industries co
568622,PT Dian Anggara Persada (PT Dap),Indonesia,ID,Food and Beverage,,,,0,dian anggara persada pt
568655,Ruby Food Products Ltd,Bangladesh,BD,Food and Beverage,,,,1,ruby food products ltd
568715,Oeun Sovann Co,Cambodia,KH,Forestry,,,,0,oeun sovann co
568865,Akij Textile Mills Ltd,Bangladesh,BD,Personal and Household Goods,https://www.akijtextile.com/,,,1,akij textile mills ltd
568958,Edom Ariha Jaya; CV,Indonesia,ID,Forestry,,,,0,edom ariha jaya cv
56951,Premier Business And Projects Co Ltd,Jordan,JO,Personal and Household Goods,,JO4101011016,JO4101011016,1,premier business and projects
569537,Daya Radar Utama; PT,Indonesia,ID,Industrial Engineering | Industrial Transportation,https://www.dayaru.com,,,0,daya radar utama pt
569831,Kerinci Merangin Hidro; PT,Indonesia,ID,Utilities,,,,1,kerinci merangin hidro pt
56999,Intermediate Petrochemichals Industries PSC (IPI),Jordan,JO,Chemicals,www.ipi.com.jo,JO4121711017,JO4121711017,1,intermediate petrochemichals industries psc
57046,Tuhama For Financial Investments PLC,Jordan,JO,Financial Services,,JO3126811012,JO3126811012,1,tuhama for financial investments plc
570529,KIS Vietnam Securities Corp,Vietnam,VN,Financial Services,https://www.kisvn.vn/,,,0,kis vietnam securities corp
570532,Abanti Colour Tex Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,abanti colour tex ltd
570541,FGS Denim Wear Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,fgs denim wear ltd
570550,Saybolt Tex Ltd,Bangladesh,BD,Personal and Household Goods,,,,0,saybolt tex ltd
570553,Nur Group,Bangladesh,BD,Personal and Household Goods,http://www.nurgroupbd.com/,,,0,nur group
571471,First Finance PLC,Cambodia,KH,Financial Services,https://www.firstfinance.biz/,,,1,first finance plc
571474,Kredit Microfinance Institution PLC (KREDIT),Cambodia,KH,Financial Services,https://www.kredit.com.kh/en,,,0,kredit microfinance institution plc
571480,LOLC (Cambodia) PLC (Thaneakea Phum Cambodia Ltd; formerly Thaneakea Phum (Cambodia) Ltd),Cambodia,KH,Financial Services,https://www.lolc.com.kh/eng/index.aspx,,,0,lolc (cambodia) plc (thaneakea phum cambodia ltd formerly thaneakea phum (cambodia) ltd)
571498,Sathapana Bank PLC,Cambodia,KH,Banks,https://www.sathapana.com.kh/,,,0,sathapana bank plc
571501,Ly Hour Microfinance Institution PLC,Cambodia,KH,Financial Services,https://www.lyhourmfi.com.kh/,,,1,ly hour microfinance institution plc
571564,Steelco for Steel Trading,Jordan,JO,General Industrials | Industrial Transportation | Industrial Metals | Financial Services,http://www.steelcotrading.com/,,,1,steelco for steel trading
5718,Persada Karya Sejati; PT (PKS),Indonesia,ID,Forestry,,,,0,persada karya sejati pt
571915,Maritim Samudera; PT,Indonesia,ID,Support Services (Industrial Goods and Services),,,,0,maritim samudera pt
57217,Al-Janoub Filters Manufacturing Plc,Jordan,JO,Automobiles and Parts,,,JO4102411017,1,al-janoub filters manufacturing plc
572626,Shameem Composite Mills Ltd,Bangladesh,BD,Personal and Household Goods,,,,1,shameem composite mills ltd
573583,Anugerah Hijau Abadi; PT,Indonesia,ID,Unspecified,,,,0,anugerah hijau abadi pt
573586,Sinaraya Indo Makmur; PT,Indonesia,ID,Unspecified,,,,0,sinaraya indo makmur pt
573589,Rimba Persada Sejahtera; PT,Indonesia,ID,Retail | Paper,,,,0,rimba persada sejahtera pt
573592,Rimba Persada Hijau; PT,Indonesia,ID,Paper,,,,0,rimba persada hijau pt
573646,Cahaya Jambi Abadi; PT,Indonesia,ID,Unspecified,,,,0,cahaya jambi abadi pt
573649,Cahaya Indah Lestari; PT,Indonesia,ID,Unspecified,,,,0,cahaya indah lestari pt
573652,Hutani Abadi Lestari; PT,Indonesia,ID,Paper,,,,0,hutani abadi lestari pt
573658,Anugerah Bumi Permai; PT,Indonesia,ID,Mining,,,,0,anugerah bumi permai pt
573661,Aneka Adiraya Abadi; PT,Indonesia,ID,Paper,,,,0,aneka adiraya abadi pt
573664,Citra Cemerlang Persada; PT,Indonesia,ID,Paper,,,,0,citra cemerlang persada pt
573667,Rimba Hutan Lestari; PT,Indonesia,ID,Construction and Materials,,,,0,rimba hutan lestari pt
573670,Bakti Persada Alam; PT,Indonesia,ID,Unspecified,,,,0,bakti persada alam pt
573673,Cahaya Jambi Raya; PT,Indonesia,ID,Unspecified,,,,0,cahaya jambi raya pt
573676,Bhawana Manunggal Utama; PT,Indonesia,ID,Unspecified,,,,0,bhawana manunggal utama pt
573679,Borneo Manggala Utama; PT,Indonesia,ID,Forestry,,,,0,borneo manggala utama pt
573682,Hutani Pratama Makmur; PT,Indonesia,ID,Unspecified,,,,0,hutani pratama makmur pt
573685,Hutani Alam Sejahtera; PT,Indonesia,ID,Paper,,,,0,hutani alam sejahtera pt
573688,Dexter Timber Perkasa Indonesia; PT,Indonesia,ID,Forestry,,,,0,dexter timber perkasa indonesia pt
573691,Mapala Rabda; PT,Indonesia,ID,Forestry,,,,0,mapala rabda pt
573694,Bumi Hijau Lestari; PT,Indonesia,ID,Forestry,,,,0,bumi hijau lestari pt
573697,Anugerah Bukit Hijau; PT,Indonesia,ID,Paper,,,,0,anugerah bukit hijau pt
573703,Citra Prima Cemerlang; PT,Indonesia,ID,Unspecified,,,,0,citra prima cemerlang pt
573706,Acacia Andalan Utama; PT,Indonesia,ID,Forestry,,,,0,acacia andalan utama pt
573715,Surya Hutani Jaya; PT,Indonesia,ID,Forestry,,,,0,surya hutani jaya pt
573718,Bina Daya Bentala; PT,Indonesia,ID,Forestry,,,,0,bina daya bentala pt
573730,Parna Agromas; PT,Indonesia,ID,Food and Beverage,https://parna-agromas.com/,,,0,parna agromas pt
5738,Barisan Tropical Mining PT,Indonesia,ID,Mining,,,,0,barisan tropical mining pt
573931,Anugerah Bara Kaltim; PT,Indonesia,ID,Mining,https://abk.co.id/,,,1,anugerah bara kaltim pt
5740,GT Leste Biotech,Indonesia,ID,Forestry,,,,0,gt leste biotech
574489,Kelawit Hutani Lestari; PT,Indonesia,ID,Forestry,,,,0,kelawit hutani lestari pt
574492,Kelawit Wana Lestari; PT,Indonesia,ID,Construction and Materials,,,,0,kelawit wana lestari pt
574495,Perawang Sukses Perkasa Industri; PT,Indonesia,ID,Food and Beverage | Forestry,,,,0,perawang sukses perkasa industri pt
574594,Sinar Mas Cakrawala; PT,Indonesia,ID,Forestry,,,,0,sinar mas cakrawala pt
574597,Sinar Mas Tunggal; PT,Indonesia,ID,Financial Services,,,,0,sinar mas tunggal pt
574600,Purimakmur Sinar Globalindo; PT,Indonesia,ID,Paper,,,,0,purimakmur sinar globalindo pt
574603,Publisita Perdana; PT,Indonesia,ID,Media,,,,0,publisita perdana pt
574606,Finnantara Intiga; PT,Indonesia,ID,Forestry,,,,0,finnantara intiga pt
575212,Kayan Putra Utama Coal; PT,Indonesia,ID,Mining,,,,0,kayan putra utama coal pt
575215,Jembayan Muarabara; PT,Indonesia,ID,Mining,https://www.sakariresources.com,,,0,jembayan muarabara pt
575326,AMP POM â PT AMP,Indonesia,ID,Food and Beverage,,,,0,amp pom â pt amp
575389,Cipta Narada Lestari; PT,Indonesia,ID,Food and Beverage,,,,0,cipta narada lestari pt
5754,PHP Ship Breaking and Recycling Industries Ltd,Bangladesh,BD,Industrial Metals,http://www.phpgroupbd.com,,,0,php ship breaking and recycling industries ltd
575437,Cahaya Nusa Gemilang; PT,Indonesia,ID,Food and Beverage,,,,0,cahaya nusa gemilang pt
575440,Persada Graha Mandiri; PT (PT PGM),Indonesia,ID,Food and Beverage,,,,0,persada graha mandiri pt
575455,Prima Mitra Jaya Mandiri; PT (PT PMJM),Indonesia,ID,Food and Beverage,,,,0,prima mitra jaya mandiri pt
575458,Teguh Jayaprima Abadi; PT (PT TJA),Indonesia,ID,Food and Beverage,,,,0,teguh jayaprima abadi pt
575482,Agronusa Investama (ANI); PT,Indonesia,ID,Food and Beverage,,,,0,agronusa investama  pt
575485,Alam Sawit Permai; PT,Indonesia,ID,Food and Beverage,,,,0,alam sawit permai pt
575497,Bumi Sawit Kencana II; PT,Indonesia,ID,Food and Beverage,,,,0,bumi sawit kencana ii pt
5755,PHP Family (formerly PHP Group),Bangladesh,BD,Industrial Metals,https://phpfamily.co/,,,0,php family (formerly php group)
575500,Buluh Cawang Plantation; PT,Indonesia,ID,Food and Beverage,,,,0,buluh cawang plantation pt
575671,Bumi Pratama Khatulistiwa; PT,Indonesia,ID,Food and Beverage,,,,0,bumi pratama khatulistiwa pt
575683,Wilmar Sambas Plantation; PT,Indonesia,ID,Food and Beverage,,,,0,wilmar sambas plantation pt
576007,Try Pheap Engineering & Construction Co Ltd,Cambodia,KH,Construction and Materials,,,,0,try pheap engineering and construction
57602,Nopar for Trading and Investment Co PLC,Jordan,JO,Support Services (Industrial Goods and Services),,JO3123811015,JO3123811015,1,nopar for trading and investment co plc
577624,Hidrologica Paez (Hidropaez),Vietnam,VN,Support Services (Industrial Goods and Services),,,,0,hidrologica paez
577996,Hanjung Indonesia; PT,Indonesia,ID,Industrial Engineering,,,,0,hanjung indonesia pt
578011,Tansri Madjid Energi; PT (TME),Indonesia,ID,Mining,,,,0,tansri madjid energi pt
578092,Amber Rotor Mills Ltd,Bangladesh,BD,General Industrials | Personal and Household Goods,,,,1,amber rotor mills ltd
578572,Sumber Jaya Indahnusa Coy; PT,Indonesia,ID,Food and Beverage,http://sumberjayaindahnusa.com/,,,0,sumber jaya indahnusa coy pt
578764,Qi Ming Xin Factory Co Ltd,Cambodia,KH,Personal and Household Goods,,,,0,qi ming xin factory
579232,Summarecon Investment Property; PT,Indonesia,ID,Financial Services,http://www.summarecon.com/,,,1,summarecon investment property pt
579673,Tuan Hai Transport and Construction Ltd Co,Vietnam,VN,Construction and Materials,,,,0,tuan hai transport and construction
580369,Bangladesh-China Power Co Pvt Ltd (BCPCL),Bangladesh,BD,Utilities,,,,0,bangladesh-china power co pvt ltd
580462,Thuong Dinh Electrical Wires & Cables JSC (Cong Ty Co Phan Day Va Cap Dien Thuong Dinh),Vietnam,VN,Electronic and Electrical Equipment,http://cadisun.com.vn/,,,1,thuong dinh electrical wires and cables jsc
58064,Babelon Investments Co PLC,Jordan,JO,Financial Services,,JO3126011019,JO3126011019,1,babelon investments co plc
580732,Kiat Unggul; PT,Indonesia,ID,Personal and Household Goods,,,,0,kiat unggul pt
580765,Coppertech Industries Ltd (CIL),Bangladesh,BD,Industrial Metals,http://www.coppertechbd.com/,BD0247CTIL03,BD0247CTIL03,0,coppertech industries ltd
580921,Vietnam International Law Firm (VILAF),Vietnam,VN,Support Services (Industrial Goods and Services),https://www.vilaf.com.vn/,,,0,vietnam international law firm
580960,Bank Syariah Mandiri; PT,Indonesia,ID,Banks,https://www.syariahmandiri.co.id/,,,0,bank syariah mandiri pt
580966,Bank Muamalat Indonesia Tbk; PT (formerly PT Bank Syariah Muamalat Indonesia Tbk),Indonesia,ID,Banks,https://www.bankmuamalat.co.id/,,,0,bank muamalat indonesia tbk pt (formerly pt bank syariah muamalat indonesia tbk)
580975,PT Bank Mega Syariah (formerly Bank Umum Tugu PT),Indonesia,ID,Banks,http://www.megasyariah.co.id/,,,0,bank mega syariah (formerly bank umum tugu pt) pt
581101,Northwest Power Generating Co Ltd,Bangladesh,BD,Utilities,http://www.nwpgcl.org.bd/,,,0,northwest power generating
581428,Inti Benua Perkasatama; PT,Indonesia,ID,Food and Beverage,,,,0,inti benua perkasatama pt
581599,Bank ANZ Indonesia; PT,Indonesia,ID,Banks,,,,0,bank anz indonesia pt
581686,Khmer Times Virtus Media Pte Ltd (Khmer Times),Cambodia,KH,Media,https://www.khmertimeskh.com/,,,0,khmer times virtus media pte ltd
58186,Jordan International Trading C,Jordan,JO,Retail,,JO3102311011,JO3102311011,1,jordan international trading c
582061,Gtel Mobile JSC (GMobile),Vietnam,VN,Telecommunications | Retail,http://gmobile.vn/,,,1,gtel mobile jsc
582079,Angkasa Pura II; PT (AP),Indonesia,ID,Industrial Transportation,https://www.angkasapura2.co.id/,,,0,angkasa pura ii pt
582463,Meghna Cement Mills Ltd,Bangladesh,BD,Construction and Materials,http://www.meghnacement.com/,BD0622MGHCM4,BD0622MGHCM4,0,meghna cement mills ltd
582466,Bashundhara Cement Mills Ltd,Bangladesh,BD,Construction and Materials,,,,0,bashundhara cement mills ltd
582469,Mongla Cement Mills Ltd,Bangladesh,BD,Construction and Materials,,,,0,mongla cement mills ltd
582484,Dubai Bangladesh Cement Mills Ltd,Bangladesh,BD,Construction and Materials,https://ahossaingroup.com/dubai-bangladesh-cement-mills-ltd/,,,0,dubai bangladesh cement mills ltd
582487,Holcim Cement (Bangladesh) Ltd,Bangladesh,BD,Construction and Materials,https://www.lafargeholcim.com.bd/holcim,,,0,holcim cement ltd
58254,El-Zay Ready Wear Manufacturin,Jordan,JO,Personal and Household Goods,https://www.elzay-jo.com/,JO4106111019,JO4106111019,1,el-zay ready wear manufacturin
5826,Solusi Bangun Indonesia Tbk; PT (formerly PT Holcim Indonesia Tbk; PT Semen Cibinong Tbk),Indonesia,ID,Construction and Materials,https://solusibangunindonesia.com,ID1000072309,ID1000072309,0,solusi bangun indonesia tbk pt (formerly pt holcim indonesia tbk pt semen cibinong tbk)
5827,Indocement Tunggal Prakarsa Tbk; PT,Indonesia,ID,Construction and Materials,https://indocement.co.id/,ID1000061302,ID1000061302,0,indocement tunggal prakarsa tbk pt
582742,Niaga Garam Cemerlang; PT,Indonesia,ID,Food and Beverage,https://www.niagagaramcemerlang.co.id,,,0,niaga garam cemerlang pt
582760,Budiono Madura Bangun Persada; PT,Indonesia,ID,Food and Beverage,,,,0,budiono madura bangun persada pt
582763,Saltindo Perkasa; PT,Indonesia,ID,Food and Beverage,,,,0,saltindo perkasa pt
582799,Viet Capital Commercial Joint Stock Bank,Vietnam,VN,Banks,http://www.vietcapitalbank.com.vn,VN000000BVB6,VN000000BVB6,1,viet capital commercial joint stock bank
583325,MAP Aktif Adiperkasa; PT,Indonesia,ID,Retail,http://mapactive.id,ID1000144108,ID1000144108,1,map aktif adiperkasa pt
5835,HM Sampoerna Tbk; PT (Hanjaya Mandala Sampoerna),Indonesia,ID,Tobacco,http://www.sampoerna.com/,ID1000074008,ID1000074008,0,hm sampoerna tbk pt
583597,Salaki Summa Sejahtera; PT,Indonesia,ID,Forestry,,,,0,salaki summa sejahtera pt
583606,DBL Group,Bangladesh,BD,Personal and Household Goods,http://www.dbl-group.com/,,,0,dbl group
583615,Popular Pharmaceuticals Ltd,Bangladesh,BD,Pharmaceuticals and Biotechnology,http://www.popular-pharma.com/,,,1,popular pharmaceuticals ltd
583624,Renaissance Garments Ltd,Bangladesh,BD,Personal and Household Goods,https://www.renaissancegarmentsbd.com/,,,1,renaissance garments ltd
583663,Bengal Plastics Ltd,Bangladesh,BD,Personal and Household Goods,http://plastics.bengalgroup.com/,,,1,bengal plastics ltd
583666,Bengal Group of Industries,Bangladesh,BD,General Industrials,https://www.bengalgroup.com/,,,1,bengal group of industries
583672,Bangla Trac Communications Ltd,Bangladesh,BD,Telecommunications,https://www.btraccl.com/,,,1,bangla trac communications ltd
583690,American & Efird LLC,Bangladesh,BD,Personal and Household Goods,http://www.amefird.com/,,,1,american and efird llc
583693,Modern Poly Industries Ltd,Bangladesh,BD,Personal and Household Goods,http://www.modernpolybd.com/php_files/standard/user_home/user_home.php?home=yes&tm=main,,,1,modern poly industries ltd
583696,TK Group of Industries,Bangladesh,BD,Industrial Metals,https://www.tkgroupbd.net/,,,0,tk group of industries
584434,Putra Mahakarya Sentosa; PT,Indonesia,ID,Travel and Leisure,,,,0,putra mahakarya sentosa pt
584461,Charta Putra Indonesia; PT,Indonesia,ID,Utilities,,,,0,charta putra indonesia pt
584747,Nirvana Wastu Pratama; PT,Indonesia,ID,Software and Computer Services | Financial Services,https://www.nwpretail.com/,,,1,nirvana wastu pratama pt
584749,Suman Fashion Garments Ltd,Bangladesh,BD,Personal and Household Goods,http://www.sumanfashionbd.com/,,,0,suman fashion garments ltd
584836,Sentosa Group,Indonesia,ID,Travel and Leisure,http://sentosagroup.net,,,0,sentosa group
584914,CV Auliachem Perkasa (AP),Indonesia,ID,Personal and Household Goods | Retail,http://ap-indonesia.com,,,0,cv auliachem perkasa
585001,KTC Coal Mining & Energy; PT,Indonesia,ID,Mining,https://www.ktcgroup.com.sg,,,0,ktc coal mining and energy pt
585007,Hara Taruna Mandiri; PT,Indonesia,ID,Mining,,,,0,hara taruna mandiri pt
585058,Sino Viet Nam Hi Tech Material Co Ltd,Vietnam,VN,Industrial Metals,,,,1,sino viet nam hi tech material
585577,Tahiti Coal; CV,Indonesia,ID,Mining,,,,0,tahiti coal cv
5857,Transport and Chartering Corp,Vietnam,VN,Industrial Transportation,www.vietfracht.com.vn,VN000000VFR3,VN000000VFR3,0,transport and chartering corp
585727,Phnom Penh SEZ PLC,Cambodia,KH,Financial Services,http://www.ppsez.com/en/home,,KH1000050000,1,phnom penh sez plc
586066,Supra Bara Energi; PT,Indonesia,ID,Mining,,,,1,supra bara energi pt
5862,Unilever Indonesia Tbk; PT,Indonesia,ID,Food and Beverage | Personal and Household Goods,https://www.unilever.co.id/en,US69367Q1040 | ID1000095706,ID1000095706,0,unilever indonesia tbk pt
5871,Perkebunan Nusantara VIII; PT (PTPN-VIII),Indonesia,ID,Food and Beverage,https://www.ptpn8.co.id/,,,0,perkebunan nusantara viii pt
587623,Krakatau Wajatama; PT,Indonesia,ID,Industrial Metals,http://krakatauwajatama.co.id,,,0,krakatau wajatama pt
5877,Petrovietnam Power Corp (PVPower),Vietnam,VN,Utilities,https://pvpower.vn/en,VN000000POW7,VN000000POW7,0,petrovietnam power corp
588067,GunungÂ RinjuanÂ Sejahtera; PT,Indonesia,ID,Food and Beverage,,,,0,gunungâ rinjuanâ sejahtera pt
588073,Heng Huy Agriculture Group (Heng Huy Co),Cambodia,KH,Food and Beverage,,,,0,heng huy agriculture group
588096,Muria Sumba Manis; PT (MSM),Indonesia,ID,Food and Beverage,,,,0,muria sumba manis pt
588101,Saigon Agriculture Inc (formerly Tong Cong Ty Nong Nghiep Sai Gon; SAGRI),Vietnam,VN,Food and Beverage,,,,0,saigon agriculture inc (formerly tong cong ty nong nghiep sai gon sagri)
588105,Sawit Kaltim Lestari; PT,Indonesia,ID,Food and Beverage,,,,0,sawit kaltim lestari pt
588107,Sora; PT,Indonesia,ID,Food and Beverage,,,,0,sora pt
588134,Uber Vietnam Ltd,Vietnam,VN,Software and Computer Services | Travel and Leisure,,,,0,uber vietnam ltd
588258,Multi Distribusi Indonesia; PT (MDI),Indonesia,ID,Construction and Materials,http://www.pt-mdi.com,,,0,multi distribusi indonesia pt
588327,Sinohydro Corp Ltd; PT,Indonesia,ID,Construction and Materials,,,,0,sinohydro corp ltd pt
588420,Rajai K. W. Dajani and Associates,Jordan,JO,Support Services (Industrial Goods and Services),http://www.dajanilaw.com/,,,0,rajai k. w. dajani and associates
5886,Berdiche Glow; PT,Indonesia,ID,Forestry,,,,0,berdiche glow pt
588645,Sapta Karya Damai; PT (SKD),Indonesia,ID,Food and Beverage,,,,0,sapta karya damai pt
588656,Tirta Fresindo Jaya; PT,Indonesia,ID,Food and Beverage,,,,0,tirta fresindo jaya pt
588659,Thang Long Franchise LLC,Vietnam,VN,Retail,,,,0,thang long franchise llc
5887,Mandala Mandiri Perkasa; PT,Indonesia,ID,Retail | Forestry,,,,0,mandala mandiri perkasa pt
588708,Rekso International; PT,Indonesia,ID,Food and Beverage | Financial Services,http://www.reksointernational.com/,,,1,rekso international pt
588710,Sinar Sosro; PT,Indonesia,ID,Food and Beverage,http://sinarsosro.id/,,,0,sinar sosro pt
588714,Gunung Slamat; PT,Indonesia,ID,Food and Beverage,http://www.gunungslamat.com/web/,,,1,gunung slamat pt
588720,Bathiari Steel,Bangladesh,BD,Unspecified,,,,0,bathiari steel
588722,Wastec International; PT,Indonesia,ID,Support Services (Industrial Goods and Services),https://www.wastecinternational.co.id,,,0,wastec international pt
588724,H.M. Steel & Industry Ltd,Bangladesh,BD,Support Services (Industrial Goods and Services),,,,0,h.m. steel and industry ltd
588849,Master K Sun Co,Cambodia,KH,Forestry,,,,0,master k sun co
589376,Bintan Alumina Indonesia (BAI); PT,Indonesia,ID,Industrial Metals,,,,0,bintan alumina indonesia  pt
589471,Bowker Garment Factory (Cambodia) Co Ltd,Cambodia,KH,Personal and Household Goods | Retail,,,,1,bowker garment factory
589492,Persada Agro Sawit (PAS); PT,Indonesia,ID,Food and Beverage,,,,0,persada agro sawit  pt
589528,Vietnam Singapore Industrial Park Pte Ltd (VSIP),Vietnam,VN,Construction and Materials,https://www.vsip.com.vn/,,,1,vietnam singapore industrial park pte ltd
589529,Pacific Bangladesh Telecom Ltd,Bangladesh,BD,Telecommunications,,,,0,pacific bangladesh telecom ltd
589587,Krishna Alam Sejahtera; PT,Indonesia,ID,Personal and Household Goods,,,,0,krishna alam sejahtera pt
589617,Alam Mitra Indah Nugraha; PT,Indonesia,ID,Mining,,,,0,alam mitra indah nugraha pt
589619,Kurnia Mining Resources; PT,Indonesia,ID,Mining,,,,0,kurnia mining resources pt
589958,VinaCapital Group Ltd,Vietnam,VN,Financial Services,https://vinacapital.com/,,,1,vinacapital group ltd
590118,Citilink Indonesia; PT (Citilink),Indonesia,ID,Airlines,https://www.citilink.co.id/,,,0,citilink indonesia pt
590127,Indonesia Toray Synthetics; PT (ITS),Indonesia,ID,Personal and Household Goods,http://www.toray.co.id/,,,0,indonesia toray synthetics pt
590187,Al Imdad For Financial Intermediation,Jordan,JO,Financial Services,http://imdad.net/,,,1,al imdad for financial intermediation
590199,Teknologi Pengangkutan Indonesia; PT,Indonesia,ID,Travel and Leisure,,,,0,teknologi pengangkutan indonesia pt
590312,Kawasan Industri Medan; PT (Persero),Indonesia,ID,Support Services (Industrial Goods and Services) | Financial Services,http://www.kim.co.id/new/en/,,,0,kawasan industri medan pt
590474,SB Punno Group of Industries,Bangladesh,BD,General Industrials | Food and Beverage,http://sbgroupbd.com/,,,0,sb punno group of industries
59051,Al-Ekbal Printing & Packaging PLC,Jordan,JO,General Industrials | Paper,,,JO4110011015,1,al-ekbal printing and packaging plc
590517,Siak Pratama Engineering Consultant CV,Indonesia,ID,Industrial Engineering,,,,0,siak pratama engineering consultant cv
59080,Travertine Co Ltd,Jordan,JO,Mining,http://www.travco.com.jo,JO4120311017,JO4120311017,1,travertine
590847,Sekar Jagad; PT,Indonesia,ID,Personal and Household Goods,,,,0,sekar jagad pt
591165,Commerce Bank Securities and Investment Ltd (CBSIL),Bangladesh,BD,Financial Services,http://cbsil.info/,,,0,commerce bank securities and investment ltd
