,QuestID,FactoryBWID,FactoryName,Country,AssessmentDate,year,FNC,cName,CNRR,repriskID,RRCleaned,RRSector,doubt
19,30785,6,Eam Maliban Textiles Jordan (PVT) Ltd.,Jordan,21/11/2018,2018,,eam maliban textiles jordan ltd,,,,,0
20,37243,6,Eam Maliban Textiles Jordan (PVT) Ltd. (Inactive),Jordan,17/11/2019,2019,,eam maliban textiles jordan ltd,,,,,0
21,40925,6,Eam Maliban Textiles Jordan (PVT) Ltd. (Inactive),Jordan,20/12/2020,2020,,eam maliban textiles jordan ltd,,,,,0
22,12742,7,Indo Jordan Clothing Company (Unit 1),Jordan,29/09/2015,2015,,indo jordan clothing company,,,,,0
23,17245,7,Indo Jordan Clothing Company (Unit 1),Jordan,16/10/2016,2016,,indo jordan clothing company,,,,,0
24,23068,7,Indo Jordan Clothing Company (Unit 1),Jordan,09/10/2017,2017,,indo jordan clothing company,,,,,0
25,30170,7,Indo Jordan Clothing Company (Unit 1),Jordan,10/10/2018,2018,,indo jordan clothing company,,,,,0
26,36597,7,Indo Jordan Clothing Company (Unit 1),Jordan,09/10/2019,2019,,indo jordan clothing company,,,,,0
27,40058,7,Indo Jordan Clothing Company (Unit 1),Jordan,15/09/2020,2020,,indo jordan clothing company,,,,,0
28,10183,8,Fine Apparel Ltd..,Jordan,29/07/2015,2015,,fine apparel ltd,Fine,1126393.0,fine,Mining,1
29,16002,8,Fine Apparel Ltd..,Jordan,15/08/2016,2016,,fine apparel ltd,Fine,1126393.0,fine,Mining,1
30,21357,8,Fine Apparel Ltd..,Jordan,18/07/2017,2017,,fine apparel ltd,Fine,1126393.0,fine,Mining,1
31,28278,8,Fine Apparel Ltd..,Jordan,15/07/2018,2018,,fine apparel ltd,Fine,1126393.0,fine,Mining,1
32,35827,8,Fine Apparel Ltd..,Jordan,21/08/2019,2019,,fine apparel ltd,Fine,1126393.0,fine,Mining,1
33,40097,8,Fine Apparel Ltd..,Jordan,16/09/2020,2020,,fine apparel ltd,Fine,1126393.0,fine,Mining,1
34,8714,14,Vega Textile Ltd.,Jordan,20/04/2015,2015,,vega textile ltd,Vega Textile Ltd,2298489.0,vega textile ltd,Personal and Household Goods,0
35,14705,14,Vega Textile Ltd.,Jordan,09/05/2016,2016,,vega textile ltd,Vega Textile Ltd,2298489.0,vega textile ltd,Personal and Household Goods,0
36,19780,14,Vega Textile Ltd.,Jordan,24/04/2017,2017,,vega textile ltd,Vega Textile Ltd,2298489.0,vega textile ltd,Personal and Household Goods,0
37,26771,14,Vega Textile Ltd.,Jordan,15/04/2018,2018,,vega textile ltd,Vega Textile Ltd,2298489.0,vega textile ltd,Personal and Household Goods,0
38,33480,14,Vega Textile Ltd.,Jordan,22/04/2019,2019,,vega textile ltd,Vega Textile Ltd,2298489.0,vega textile ltd,Personal and Household Goods,0
39,39541,14,Vega Textile Ltd.,Jordan,28/06/2020,2020,,vega textile ltd,Vega Textile Ltd,2298489.0,vega textile ltd,Personal and Household Goods,0
40,42773,14,Vega Textile Ltd.,Jordan,15/06/2021,2021,,vega textile ltd,Vega Textile Ltd,2298489.0,vega textile ltd,Personal and Household Goods,0
41,8200,15,Protrade Garment JSC.,Vietnam,29/01/2015,2015,,protrade garment jsc,Protrade Garment JSC,2386308.0,protrade garment jsc,Personal and Household Goods,0
42,17779,15,Protrade Garment JSC.,Vietnam,30/11/2016,2016,,protrade garment jsc,Protrade Garment JSC,2386308.0,protrade garment jsc,Personal and Household Goods,0
43,26358,15,Protrade Garment JSC.,Vietnam,03/04/2018,2018,,protrade garment jsc,Protrade Garment JSC,2386308.0,protrade garment jsc,Personal and Household Goods,0
44,33186,15,Protrade Garment JSC.,Vietnam,02/04/2019,2019,,protrade garment jsc,Protrade Garment JSC,2386308.0,protrade garment jsc,Personal and Household Goods,0
45,39357,15,Protrade Garment JSC.,Vietnam,12/05/2020,2020,,protrade garment jsc,Protrade Garment JSC,2386308.0,protrade garment jsc,Personal and Household Goods,0
46,9733,16,United Sweethearts Garments (Vietnam) Co. Ltd.,Vietnam,30/06/2015,2015,,united sweethearts garments,United Sweethearts Garment (Vietnam) Co Ltd,2233758.0,united sweethearts garment,Personal and Household Goods,0
47,15556,16,United Sweethearts Garments (Vietnam) Co. Ltd.,Vietnam,12/07/2016,2016,,united sweethearts garments,United Sweethearts Garment (Vietnam) Co Ltd,2233758.0,united sweethearts garment,Personal and Household Goods,0
48,22768,16,United Sweethearts Garments (Vietnam) Co. Ltd.,Vietnam,10/10/2017,2017,,united sweethearts garments,United Sweethearts Garment (Vietnam) Co Ltd,2233758.0,united sweethearts garment,Personal and Household Goods,0
49,30141,16,United Sweethearts Garments (Vietnam) Co. Ltd.,Vietnam,04/10/2018,2018,,united sweethearts garments,United Sweethearts Garment (Vietnam) Co Ltd,2233758.0,united sweethearts garment,Personal and Household Goods,0
50,37022,16,United Sweethearts Garments (Vietnam) Co. Ltd.,Vietnam,30/10/2019,2019,,united sweethearts garments,United Sweethearts Garment (Vietnam) Co Ltd,2233758.0,united sweethearts garment,Personal and Household Goods,0
51,40556,16,United Sweethearts Garments (Vietnam) Co. Ltd.,Vietnam,28/10/2020,2020,,united sweethearts garments,United Sweethearts Garment (Vietnam) Co Ltd,2233758.0,united sweethearts garment,Personal and Household Goods,0
52,11637,18,"FOX RIVER CARIBE, INC.",Haiti,13/10/2015,2015,,"fox river caribe, inc",Fox River Caribe Inc,118363.0,fox river caribe inc,Personal and Household Goods,0
53,14410,18,"FOX RIVER CARIBE, INC.",Haiti,10/05/2016,2016,,"fox river caribe, inc",Fox River Caribe Inc,118363.0,fox river caribe inc,Personal and Household Goods,0
54,9622,24,Quality Sewing Manufacturing S.A.,Haiti,23/06/2015,2015,,quality sewing manufacturing sa,,,,,0
55,14606,24,Quality Sewing Manufacturing S.A.,Haiti,20/04/2016,2016,,quality sewing manufacturing sa,,,,,0
56,21537,24,Quality Sewing Manufacturing S.A.,Haiti,27/06/2017,2017,,quality sewing manufacturing sa,,,,,0
57,28943,24,Quality Sewing Manufacturing S.A.,Haiti,24/07/2018,2018,,quality sewing manufacturing sa,,,,,0
58,35107,24,Quality Sewing Manufacturing S.A.,Haiti,24/07/2019,2019,,quality sewing manufacturing sa,,,,,0
59,41713,24,Quality Sewing Manufacturing S.A.,Haiti,10/02/2021,2021,,quality sewing manufacturing sa,,,,,0
60,9992,28,MGA Haiti S.A.,Haiti,21/07/2015,2015,,mga haiti sa,,,,,0
61,15233,28,MGA Haiti S.A.,Haiti,21/06/2016,2016,,mga haiti sa,,,,,0
62,20026,28,MGA Haiti S.A.,Haiti,25/04/2017,2017,,mga haiti sa,,,,,0
63,27360,28,MGA Haiti S.A.,Haiti,15/05/2018,2018,,mga haiti sa,,,,,0
64,34961,28,MGA Haiti S.A.,Haiti,26/06/2019,2019,,mga haiti sa,,,,,0
65,41809,28,MGA Haiti S.A.,Haiti,23/02/2021,2021,,mga haiti sa,,,,,0
66,9868,29,DKDR HAITI S.A.,Haiti,16/06/2015,2015,,dkdr haiti sa,DKDR Haiti SA,118361.0,dkdr haiti sa,Personal and Household Goods,0
67,10030,31,PACIFIC SPORTS HAITI S.A.,Haiti,09/07/2015,2015,,pacific sports haiti sa,Pacific Sports Haiti SA,118375.0,pacific sports haiti sa,Personal and Household Goods,0
68,15576,31,PACIFIC SPORTS HAITI S.A.,Haiti,14/06/2016,2016,,pacific sports haiti sa,Pacific Sports Haiti SA,118375.0,pacific sports haiti sa,Personal and Household Goods,0
69,21199,31,PACIFIC SPORTS HAITI S.A.,Haiti,18/07/2017,2017,,pacific sports haiti sa,Pacific Sports Haiti SA,118375.0,pacific sports haiti sa,Personal and Household Goods,0
70,29065,31,PACIFIC SPORTS HAITI S.A.,Haiti,01/08/2018,2018,,pacific sports haiti sa,Pacific Sports Haiti SA,118375.0,pacific sports haiti sa,Personal and Household Goods,0
71,34890,31,PACIFIC SPORTS HAITI S.A.,Haiti,16/07/2019,2019,,pacific sports haiti sa,Pacific Sports Haiti SA,118375.0,pacific sports haiti sa,Personal and Household Goods,0
72,9530,33,Sewing International S.A.,Haiti,16/06/2015,2015,,sewing international sa,Sewing International SA (SISA),118377.0,sewing international sa,Personal and Household Goods,0
73,14358,33,Sewing International S.A.,Haiti,12/04/2016,2016,,sewing international sa,Sewing International SA (SISA),118377.0,sewing international sa,Personal and Household Goods,0
74,20301,33,Sewing International S.A.,Haiti,16/05/2017,2017,,sewing international sa,Sewing International SA (SISA),118377.0,sewing international sa,Personal and Household Goods,0
75,29004,33,Sewing International S.A.,Haiti,29/05/2018,2018,,sewing international sa,Sewing International SA (SISA),118377.0,sewing international sa,Personal and Household Goods,0
76,35668,33,Sewing International S.A.,Haiti,06/08/2019,2019,,sewing international sa,Sewing International SA (SISA),118377.0,sewing international sa,Personal and Household Goods,0
77,12894,35,Multiwear S.A.,Haiti,27/10/2015,2015,,multiwear sa,Multiwear SA,118374.0,multiwear sa,Personal and Household Goods,0
78,12665,36,CODEVI,Haiti,23/11/2015,2015,,codevi,CODEVI,118360.0,codevi,Personal and Household Goods,0
79,17654,36,CODEVI,Haiti,28/10/2016,2016,,codevi,CODEVI,118360.0,codevi,Personal and Household Goods,0
80,26954,36,CODEVI,Haiti,22/05/2018,2018,,codevi,CODEVI,118360.0,codevi,Personal and Household Goods,0
81,33353,36,CODEVI,Haiti,11/02/2019,2019,,codevi,CODEVI,118360.0,codevi,Personal and Household Goods,0
82,39334,36,CODEVI,Haiti,28/01/2020,2020,,codevi,CODEVI,118360.0,codevi,Personal and Household Goods,0
83,13317,39,Century Wear Co. (obsolete),Jordan,17/01/2016,2016,,century wear co,,,,,0
84,17500,39,Century Wear Co. (obsolete),Jordan,09/11/2016,2016,,century wear co,,,,,0
85,22762,39,Century Wear Co.,Jordan,17/10/2017,2017,,century wear co,,,,,0
86,9626,43,INTERAMERICAN WOVENS S.A.,Haiti,30/06/2015,2015,,interamerican wovens sa,InterAmerican Wovens SA,118368.0,interamerican wovens sa,Personal and Household Goods,0
87,17216,43,INTERAMERICAN WOVENS S.A.,Haiti,12/10/2016,2016,,interamerican wovens sa,InterAmerican Wovens SA,118368.0,interamerican wovens sa,Personal and Household Goods,0
88,24033,43,INTERAMERICAN WOVENS S.A.,Haiti,16/08/2017,2017,,interamerican wovens sa,InterAmerican Wovens SA,118368.0,interamerican wovens sa,Personal and Household Goods,0
89,30421,43,INTERAMERICAN WOVENS S.A.,Haiti,29/08/2018,2018,,interamerican wovens sa,InterAmerican Wovens SA,118368.0,interamerican wovens sa,Personal and Household Goods,0
90,35820,43,INTERAMERICAN WOVENS S.A.,Haiti,22/08/2019,2019,,interamerican wovens sa,InterAmerican Wovens SA,118368.0,interamerican wovens sa,Personal and Household Goods,0
91,12535,48,ivory garment factory llc,Jordan,09/12/2015,2015,,ivory garment factory llc,Ivory Garment Factory LLC,106983.0,ivory garment factory llc,Personal and Household Goods,0
92,18022,48,ivory garment factory llc,Jordan,14/12/2016,2016,,ivory garment factory llc,Ivory Garment Factory LLC,106983.0,ivory garment factory llc,Personal and Household Goods,0
93,23418,48,ivory garment factory llc,Jordan,13/11/2017,2017,,ivory garment factory llc,Ivory Garment Factory LLC,106983.0,ivory garment factory llc,Personal and Household Goods,0
94,30877,48,ivory garment factory llc,Jordan,13/11/2018,2018,,ivory garment factory llc,Ivory Garment Factory LLC,106983.0,ivory garment factory llc,Personal and Household Goods,0
95,37492,48,ivory garment factory llc,Jordan,20/11/2019,2019,,ivory garment factory llc,Ivory Garment Factory LLC,106983.0,ivory garment factory llc,Personal and Household Goods,0
96,43045,48,ivory garment factory llc,Jordan,14/07/2021,2021,,ivory garment factory llc,Ivory Garment Factory LLC,106983.0,ivory garment factory llc,Personal and Household Goods,0
97,10518,49,"Shinsung Vina Co., Ltd.",Vietnam,18/08/2015,2015,,shinsung vina,,,,,0
98,16667,49,"Shinsung Vina Co., Ltd.",Vietnam,20/09/2016,2016,,shinsung vina,,,,,0
99,25034,49,"Shinsung Vina Co., Ltd.",Vietnam,24/01/2018,2018,,shinsung vina,,,,,0
100,32722,49,"Shinsung Vina Co., Ltd.",Vietnam,12/03/2019,2019,,shinsung vina,,,,,0
101,39172,49,"Shinsung Vina Co., Ltd.",Vietnam,17/03/2020,2020,,shinsung vina,,,,,0
102,10903,50,"NB Blue Co., Ltd.",Vietnam,08/09/2015,2015,,nb blue,,,,,0
103,18144,50,"NB Blue Co., Ltd.",Vietnam,03/01/2017,2017,,nb blue,,,,,0
104,25013,50,"NB Blue Co., Ltd.",Vietnam,09/01/2018,2018,,nb blue,,,,,0
105,8585,51,"Trida Co., Ltd.",Vietnam,31/03/2015,2015,,trida,,,,,0
106,15134,51,"Trida Co., Ltd.",Vietnam,14/06/2016,2016,,trida,,,,,0
107,24475,51,"Trida Co., Ltd.",Vietnam,28/12/2017,2017,,trida,,,,,0
108,38214,51,"Trida Co., Ltd.",Vietnam,14/01/2020,2020,,trida,,,,,0
109,41665,51,"Trida Co., Ltd.",Vietnam,02/03/2021,2021,,trida,,,,,0
110,10970,53,"Hansae TN Co., Ltd.",Vietnam,29/09/2015,2015,,hansae tn,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
111,17752,53,"Hansae TN Co., Ltd.",Vietnam,30/11/2016,2016,,hansae tn,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
112,24114,53,Hansae TN Co. Ltd.,Vietnam,15/11/2017,2017,,hansae tn,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
113,37536,53,"Hansae TN Co., Ltd.",Vietnam,26/11/2019,2019,,hansae tn,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
114,40921,53,"Hansae TN Co., Ltd.",Vietnam,08/12/2020,2020,,hansae tn,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
115,11898,54,"Saitex International Dong Nai (VN) Co., Ltd.",Vietnam,03/11/2015,2015,,saitex international dong nai,Saitex International Dong Nai (VN) Co Ltd,1129958.0,saitex international dong nai,Personal and Household Goods,0
116,17775,54,"Saitex International Dong Nai (VN) Co., Ltd.",Vietnam,29/11/2016,2016,,saitex international dong nai,Saitex International Dong Nai (VN) Co Ltd,1129958.0,saitex international dong nai,Personal and Household Goods,0
117,24797,54,"Saitex International Dong Nai (VN) Co., Ltd.",Vietnam,27/12/2017,2017,,saitex international dong nai,Saitex International Dong Nai (VN) Co Ltd,1129958.0,saitex international dong nai,Personal and Household Goods,0
118,38314,54,"Saitex International Dong Nai (VN) Co., Ltd.",Vietnam,07/01/2020,2020,,saitex international dong nai,Saitex International Dong Nai (VN) Co Ltd,1129958.0,saitex international dong nai,Personal and Household Goods,0
119,41279,54,"Saitex International Dong Nai (VN) Co., Ltd.",Vietnam,12/01/2021,2021,,saitex international dong nai,Saitex International Dong Nai (VN) Co Ltd,1129958.0,saitex international dong nai,Personal and Household Goods,0
120,11053,55,Hansae Vietnam Co. Ltd.,Vietnam,29/09/2015,2015,,hansae vietnam,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
121,17173,55,Hansae Vietnam Co. Ltd.,Vietnam,11/10/2016,2016,,hansae vietnam,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
122,22756,55,Hansae Vietnam Co. Ltd.,Vietnam,03/10/2017,2017,,hansae vietnam,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
123,29933,55,Hansae Vietnam Co. Ltd.,Vietnam,25/09/2018,2018,,hansae vietnam,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
124,36550,55,Hansae Vietnam Co. Ltd.,Vietnam,08/10/2019,2019,,hansae vietnam,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
125,40357,55,Hansae Vietnam Co. Ltd.,Vietnam,20/10/2020,2020,,hansae vietnam,Hansae Vietnam Co Ltd,73809.0,hansae vietnam,Personal and Household Goods,0
126,10967,59,Mas Al Safi Apparel Mfg.,Jordan,25/08/2015,2015,,mas al safi apparel manufacturing,Mas Alsafi Apparel Manufacturing LLC (formerly Sterling Apparel Manufacturing LLC),2231243.0,mas alsafi apparel manufacturing llc (formerly sterling apparel manufacturing llc),Personal and Household Goods,0
127,15431,59,Mas Al Safi Apparel Mfg.,Jordan,26/06/2016,2016,,mas al safi apparel manufacturing,Mas Alsafi Apparel Manufacturing LLC (formerly Sterling Apparel Manufacturing LLC),2231243.0,mas alsafi apparel manufacturing llc (formerly sterling apparel manufacturing llc),Personal and Household Goods,0
128,21093,59,Mas Al Safi Apparel Mfg.,Jordan,10/07/2017,2017,,mas al safi apparel manufacturing,Mas Alsafi Apparel Manufacturing LLC (formerly Sterling Apparel Manufacturing LLC),2231243.0,mas alsafi apparel manufacturing llc (formerly sterling apparel manufacturing llc),Personal and Household Goods,0
129,26191,59,Mas Al Safi Apparel Mfg.,Jordan,25/03/2018,2018,,mas al safi apparel manufacturing,Mas Alsafi Apparel Manufacturing LLC (formerly Sterling Apparel Manufacturing LLC),2231243.0,mas alsafi apparel manufacturing llc (formerly sterling apparel manufacturing llc),Personal and Household Goods,0
130,33442,59,Mas Al Safi Apparel Mfg.,Jordan,31/03/2019,2019,,mas al safi apparel manufacturing,Mas Alsafi Apparel Manufacturing LLC (formerly Sterling Apparel Manufacturing LLC),2231243.0,mas alsafi apparel manufacturing llc (formerly sterling apparel manufacturing llc),Personal and Household Goods,0
131,39660,59,Mas Al Safi Apparel Mfg.,Jordan,12/07/2020,2020,,mas al safi apparel manufacturing,Mas Alsafi Apparel Manufacturing LLC (formerly Sterling Apparel Manufacturing LLC),2231243.0,mas alsafi apparel manufacturing llc (formerly sterling apparel manufacturing llc),Personal and Household Goods,0
132,42548,59,Mas Al Safi Apparel Mfg.,Jordan,26/05/2021,2021,,mas al safi apparel manufacturing,Mas Alsafi Apparel Manufacturing LLC (formerly Sterling Apparel Manufacturing LLC),2231243.0,mas alsafi apparel manufacturing llc (formerly sterling apparel manufacturing llc),Personal and Household Goods,0
133,8785,60,Standard Textile Jordan (Obsolete),Jordan,28/04/2015,2015,,standard textile jordan,,,,,0
134,14547,60,Standard Textile Jordan (Obsolete),Jordan,18/04/2016,2016,,standard textile jordan,,,,,0
135,21036,60,Standard Textile Jordan,Jordan,14/05/2017,2017,,standard textile jordan,,,,,0
136,27516,60,Standard Textile Jordan,Jordan,13/06/2018,2018,,standard textile jordan,,,,,0
137,34678,60,Standard Textile Jordan (Obsolete),Jordan,19/06/2019,2019,,standard textile jordan,,,,,0
138,8886,61,Al Hanan for Cloth Mfg. Est.,Jordan,18/05/2015,2015,,al hanan for cloth manufacturing est,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
139,15050,61,Al Hanan for Cloth Mfg. Est.,Jordan,28/05/2016,2016,,al hanan for cloth manufacturing est,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
140,19397,61,Al Hanan for Cloth Mfg. Est.,Jordan,29/03/2017,2017,,al hanan for cloth manufacturing est,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
141,26366,61,Al Hanan for Cloth Mfg. Est.,Jordan,27/03/2018,2018,,al hanan for cloth manufacturing est,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
142,33567,61,Al Hanan for Cloth Mfg. Est.,Jordan,14/04/2019,2019,,al hanan for cloth manufacturing est,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
143,41657,61,Al Hanan for Cloth Mfg. Est.,Jordan,23/02/2021,2021,,al hanan for cloth manufacturing est,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
144,10607,62,lee and suy vina,Vietnam,25/08/2015,2015,,lee and suy vina,,,,,0
145,16549,62,lee and suy vina,Vietnam,14/09/2016,2016,,lee and suy vina,,,,,0
146,22639,62,lee and suy vina,Vietnam,26/09/2017,2017,,lee and suy vina,,,,,0
147,30765,62,lee and suy vina,Vietnam,13/11/2018,2018,,lee and suy vina,,,,,0
148,38589,62,lee and suy vina,Vietnam,11/02/2020,2020,,lee and suy vina,,,,,0
149,41212,62,lee and suy vina,Vietnam,20/01/2021,2021,,lee and suy vina,,,,,0
150,11487,63,Lotus Textile & Garment Co. Ltd.,Vietnam,13/10/2015,2015,,lotus textile and garment,,,,,0
151,18093,63,Lotus Textile & Garment Co. Ltd.,Vietnam,22/12/2016,2016,,lotus textile and garment,,,,,0
152,24956,63,Lotus Textile & Garment Co. Ltd.,Vietnam,23/01/2018,2018,,lotus textile and garment,,,,,0
153,31632,63,Lotus Textile & Garment Co. Ltd.,Vietnam,02/01/2019,2019,,lotus textile and garment,,,,,0
154,39339,63,Lotus Textile & Garment Co. Ltd.,Vietnam,05/05/2020,2020,,lotus textile and garment,,,,,0
155,41916,63,Lotus Textile & Garment Co. Ltd.,Vietnam,30/03/2021,2021,,lotus textile and garment,,,,,0
156,11639,64,Premium Apparel,Haiti,06/10/2015,2015,,premium apparel,,,,,0
157,17190,64,Premium Apparel,Haiti,11/10/2016,2016,,premium apparel,,,,,0
158,22796,64,Premium Apparel,Haiti,09/08/2017,2017,,premium apparel,,,,,0
159,30391,64,Premium Apparel,Haiti,08/08/2018,2018,,premium apparel,,,,,0
160,35895,64,Premium Apparel,Haiti,27/08/2019,2019,,premium apparel,,,,,0
161,10380,72,AL Masera Textile,Jordan,17/08/2015,2015,,al masera textile,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
162,16169,72,AL Masera Textile,Jordan,21/08/2016,2016,,al masera textile,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
163,21386,72,AL Masera Textile,Jordan,26/07/2017,2017,,al masera textile,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
164,28461,72,AL Masera Textile,Jordan,22/07/2018,2018,,al masera textile,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
165,34843,72,AL Masera Textile,Jordan,10/07/2019,2019,,al masera textile,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
166,39725,72,AL Masera Textile,Jordan,11/08/2020,2020,,al masera textile,Al- Rakaez Investment Co PLC,49652.0,al,Financial Services,1
167,8359,74,King Star Garment Co. Ltd.,Vietnam,03/02/2015,2015,,king star garment,,,,,0
168,14908,74,King Star Garment Co. Ltd.,Vietnam,24/05/2016,2016,,king star garment,,,,,0
169,20447,74,King Star Garment Co. Ltd.,Vietnam,30/05/2017,2017,,king star garment,,,,,0
170,27356,74,King Star Garment Co. Ltd.,Vietnam,15/05/2018,2018,,king star garment,,,,,0
171,34466,74,King Star Garment Co. Ltd.,Vietnam,18/06/2019,2019,,king star garment,,,,,0
172,8689,75,Saigon 3 Garment JSC - Hiep Binh Phuoc and Minako Factory- Branches of Saigon 3,Vietnam,06/04/2015,2015,,saigon 3 garment jsc,Saigon - Song lam Beer JSC,2368468.0,saigon,Food and Beverage,0
173,18042,75,Saigon 3 Garment JSC - Hiep Binh Phuoc and Minako Factory- Branches of Saigon 3,Vietnam,20/12/2016,2016,,saigon 3 garment jsc,Saigon - Song lam Beer JSC,2368468.0,saigon,Food and Beverage,0
174,39243,75,Saigon 3 Garment JSC - Hiep Binh Phuoc and Minako Factory- Branches of Saigon 3,Vietnam,24/03/2020,2020,,saigon 3 garment jsc,Saigon - Song lam Beer JSC,2368468.0,saigon,Food and Beverage,0
