SI Month,Fty Country (COO),Factory Abbr,INTL/NA,Mkt Region,Market,GBU (PPM),Line Plan Business (PPM),Order#,PO Ln#,Style,Gender (PPM),Wid/Col (2),Quantity,Ship Mode,Release Date,Customer Target XFD (CTXFD),NB Requested XFD (NBRXFD),Orig Fact Cfm XFD (OCXFD),NB Curr Req XFD,Vendor Current Req XFD,Curr Fact Cfm XFD (CCXFD),SI Date,Act XFD,ETA,Line Status,Historical Reason Codes,Item,Model#,PO Identifier,Reason For Delay,Reason Remark,Copy From Orig.PO,Start Production Dt,Customer Request Date,Original Customer Target XFD (OCTXFD),Current Customer Target XFD (CCTXFD),Exp XFD,SI Comment,SI vs NBRXFD,SI vs NBRXFD Early/On-time/Late,SI vs NBRXFD On-time/Late Only,NB Req Late Category,SI vs OCXFD,SI vs OCXFD Early/On-time/Late,SI vs OCXFD On-time/Late Only,Orig Conf Late Category,SI vs CTXFD,SI vs CTXFD Early/On-time/Late,SI vs CXTFD On-time/Late Only,Customer Target Late Category,Air Freight Code,Confirmed FCA,Customer PO,Booking Request Send Date,Historical Reason Remarks,Production Complete Date,Intro Date (PPM),Intro Pd (PPM),SI vs CTXFD On-time/Late Only,Receipt Date,Customer Code,Local Style Description,Supplier Model No,Product Life,Local Segment,Made / Purchased,SMU?,Wid/Col,Feature Technology,World Trade Commodity,World Trade Country Code,Local Product Group Minor,Local Product Minor,Product Display Name,Closure Type
2021/09,CHINA,CJ,INTL,APAC,HONG KONG,Lifestyle,Lifestyle,7208307,7208307-1,M574DGEX,Mens,D,96,Sea,3/23/2021,10/2/2021,9/30/2021,9/30/2021,9/30/2021,9/30/2021,9/30/2021,9/22/2021,10/5/2021,9/30/2021,Received,"CDVC,NBPRC,NBLL",Futures Only,M574DGV2,S221 - 4,CDVC,,,9/19/2021,10/2/2021,10/2/2021,10/2/2021,10/5/2021,,-8,Early,On-time,On-time,-8,Early,On-time,On-time,-10,Early,On-time,On-time,,$31.13,H1DF143,8/19/2021,,9/18/2021,11/1/2021,2021-S2,On-time,10/16/2021,FE980610,,,,,,,D,"GORE-TEX , No Feature, No Technology",64039996,CN,021,Classic Shoes Mens,574 Rugged GTX,Lace
2021/09,CHINA,CJ,INTL,APAC,MALAYSIA,Lifestyle,Lifestyle,7208332,7208332-1,M5740GTP,Mens,D,210,Sea,3/23/2021,9/2/2021,9/23/2021,9/23/2021,9/23/2021,9/23/2021,9/23/2021,9/15/2021,9/24/2021,9/23/2021,Received,"CDBOK,NBPRC,SFAC",Select Account Futures,M_W5740GV1,S221 - 4,CDBOK,,,9/2/2021,9/2/2021,9/2/2021,9/2/2021,9/24/2021,NBLL,-8,Early,On-time,On-time,-8,Early,On-time,On-time,13,Late,Late,New Balance,,$36.63,MF120210C,8/13/2021,,9/14/2021,12/1/2020,2021-S2,Late,10/2/2021,FE980800,,,,,P,,D,"GORE-TEX , No Feature, No Technology",,,110,Lifestyle,57/40,Lace
2021/07,CHINA,CJ,INTL,APAC,INDONESIA,Lifestyle,Lifestyle,7208435,7208435-1,UXC72CB1,Mens,D,144,Sea,3/23/2021,8/2/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,7/22/2021,6/29/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,6/14/2021,8/2/2021,8/2/2021,8/2/2021,7/22/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-34,Early,On-time,On-time,,$18.20,J221F1002,7/13/2021,,6/29/2021,9/1/2021,2021-S2,On-time,7/31/2021,FE981530,復古運動鞋,XC72,0 - Normal,Lifestyle,P,,D,"No Feature, No Technology",,,413,General Lifestyle,XC-72,Lace
2021/07,CHINA,CJ,INTL,APAC,INDONESIA,Lifestyle,Lifestyle,7208436,7208436-1,UXC72OP1,Mens,D,144,Sea,3/23/2021,9/2/2021,7/27/2021,7/27/2021,7/27/2021,7/27/2021,7/27/2021,7/27/2021,8/17/2021,7/27/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,7/13/2021,9/2/2021,9/2/2021,9/2/2021,8/17/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-37,Early,On-time,On-time,,$18.26,J221F1027,7/23/2021,,7/26/2021,9/25/2021,2021-S2,On-time,8/28/2021,FE981530,,,,,P,,D,"No Feature, No Technology",,,081,Mens Athleisure,XC-72,Lace
2021/07,CHINA,CJ,INTL,APAC,INDONESIA,Lifestyle,Lifestyle,7208437,7208437-1,UXC72OU1,Mens,D,144,Sea,3/23/2021,9/2/2021,7/27/2021,7/27/2021,7/27/2021,7/27/2021,7/27/2021,7/27/2021,8/17/2021,7/27/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,7/13/2021,9/2/2021,9/2/2021,9/2/2021,8/17/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-37,Early,On-time,On-time,,$18.24,J221F1028,7/23/2021,,7/26/2021,9/25/2021,2021-S2,On-time,8/28/2021,FE981530,,,,,P,,D,"No Feature, No Technology",,,081,Mens Athleisure,XC-72,Lace
2021/10,CHINA,CJ,INTL,APAC,TAIWAN,Lifestyle,Lifestyle,7208467,7208467-1,M574DGEX,Mens,D,870,Sea,3/23/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/30/2021,10/25/2021,Received,"CDVC,CDBOK,NBPRC",Futures Only,M574DGV2,S221 - 4,CDVC,,,10/9/2021,10/25/2021,10/25/2021,10/25/2021,10/30/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$31.13,21D1203,9/19/2021,,10/23/2021,11/1/2021,2021-S2,On-time,11/6/2021,FE981300,,,,,,,D,"GORE-TEX , No Feature, No Technology",64039996,CN,021,Classic Shoes Mens,574 Rugged GTX,Lace
2021/10,CHINA,CJ,INTL,APAC,TAIWAN,Lifestyle,Lifestyle,7208468,7208468-1,M574DGRX,Mens,D,"2,040",Sea,3/23/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/30/2021,10/25/2021,Received,"CDVC,CDBOK,NBPRC",Futures Only,M574DGV2,S221 - 4,CDVC,,,10/9/2021,10/25/2021,10/25/2021,10/25/2021,10/30/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$30.91,21D1204,9/19/2021,,10/23/2021,8/1/2021,2021-S2,On-time,11/6/2021,FE981300,,,,,P,,D,"GORE-TEX , No Feature, No Technology",,,411,Mens Lifestyle,574 Rugged GTX,Lace
2021/10,CHINA,CJ,INTL,APAC,TAIWAN,Lifestyle,Lifestyle,7208469,7208469-1,M574DGTX,Mens,D,"3,168",Sea,3/23/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/25/2021,10/30/2021,10/25/2021,Received,"CDVC,CDBOK,NBPRC",Futures Only,M574DGV2,S221 - 4,CDVC,,,10/9/2021,10/25/2021,10/25/2021,10/25/2021,10/30/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$30.57,21D1205,9/19/2021,,10/23/2021,11/1/2021,2021-S2,On-time,11/6/2021,FE981300,,,,,,,D,"GORE-TEX , No Feature, No Technology",64039996,CN,021,Classic Shoes Mens,574 Rugged GTX,Lace
2021/08,CHINA,CJ,INTL,APAC,TAIWAN,Lifestyle,Lifestyle,7208479,7208479-1,M5740GTP,Mens,D,"3,816",Sea,3/23/2021,9/6/2021,8/16/2021,8/16/2021,8/16/2021,8/16/2021,8/16/2021,8/16/2021,8/23/2021,8/16/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Select Account Futures,M_W5740GV1,S221 - 4,CDVC,,,8/4/2021,9/6/2021,9/6/2021,9/6/2021,8/23/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-21,Early,On-time,On-time,,$36.63,21N1207,7/15/2021,,8/14/2021,12/1/2020,2021-S2,On-time,9/4/2021,FE981300,,,,,P,,D,"GORE-TEX , No Feature, No Technology",,,110,Lifestyle,57/40,Lace
2021/07,CHINA,CJ,INTL,APAC,TAIWAN,Lifestyle,Lifestyle,7208550,7208550-1,UXC72CA1,Mens,D,378,Sea,3/23/2021,7/16/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,7/6/2021,6/29/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,6/14/2021,7/16/2021,7/16/2021,7/16/2021,7/6/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-17,Early,On-time,On-time,,$18.11,2103076,5/20/2021,,6/29/2021,9/1/2021,2021-S2,On-time,7/10/2021,FE981300,復古運動鞋,XC72,0 - Normal,Lifestyle,P,,D,"No Feature, No Technology",,,413,General Lifestyle,XC-72,Lace
2021/07,CHINA,CJ,INTL,APAC,TAIWAN,Lifestyle,Lifestyle,7208551,7208551-1,UXC72CB1,Mens,D,378,Sea,3/23/2021,7/16/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,7/6/2021,6/29/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,6/14/2021,7/16/2021,7/16/2021,7/16/2021,7/6/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-17,Early,On-time,On-time,,$18.20,2103077,5/20/2021,,6/29/2021,9/1/2021,2021-S2,On-time,7/10/2021,FE981300,復古運動鞋,XC72,0 - Normal,Lifestyle,P,,D,"No Feature, No Technology",,,413,General Lifestyle,XC-72,Lace
2021/07,CHINA,CJ,INTL,APAC,TAIWAN,Lifestyle,Lifestyle,7208552,7208552-1,UXC72OP1,Mens,D,432,Sea,3/23/2021,8/16/2021,7/27/2021,8/2/2021,8/2/2021,8/2/2021,8/2/2021,7/27/2021,8/9/2021,8/2/2021,Received,"NBPRC,CDCR,NBLL",Select Account Futures,UXC72V1,S221 - 4,NBPRC,20210401 email push out,,7/19/2021,8/16/2021,8/16/2021,8/16/2021,8/9/2021,,0,On-time,On-time,On-time,-6,Early,On-time,On-time,-20,Early,On-time,On-time,,$18.26,2103079,,20210401 email push out,7/26/2021,9/25/2021,2021-S2,On-time,8/14/2021,FE981300,,,,,P,,D,"No Feature, No Technology",,,081,Mens Athleisure,XC-72,Lace
2021/07,CHINA,CJ,INTL,APAC,TAIWAN,Lifestyle,Lifestyle,7208553,7208553-1,UXC72OU1,Mens,D,432,Sea,3/23/2021,8/16/2021,7/27/2021,8/2/2021,8/2/2021,8/2/2021,8/2/2021,7/27/2021,8/9/2021,8/2/2021,Received,"CDBOK,NBPRC,CDCR,NBLL",Select Account Futures,UXC72V1,S221 - 4,CDBOK,20210401 email push out,,7/19/2021,8/16/2021,8/16/2021,8/16/2021,8/9/2021,,0,On-time,On-time,On-time,-6,Early,On-time,On-time,-20,Early,On-time,On-time,,$18.24,2103080,6/29/2021,20210401 email push out,7/26/2021,9/25/2021,2021-S2,On-time,8/14/2021,FE981300,,,,,P,,D,"No Feature, No Technology",,,081,Mens Athleisure,XC-72,Lace
2021/07,CHINA,CJ,INTL,APAC,TAIWAN,Lifestyle,Lifestyle,7208627,7208627-1,UXC72CBF,Mens,SW,60,Sea,3/22/2021,7/16/2021,7/13/2021,7/13/2021,7/13/2021,7/13/2021,7/13/2021,7/13/2021,7/13/2021,7/13/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Futures Only,UXC72V1,S221 - 4,CDVC,,,6/26/2021,7/16/2021,7/16/2021,7/16/2021,7/13/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-3,Early,On-time,On-time,,$24.82,2103078,6/4/2021,,7/13/2021,12/11/2021,2021-S2,On-time,7/24/2021,FE981300,,,,Running Inspired,P,,D,"No Feature, No Technology",,,C81,Mens Sport Lifestyle,Casablanca XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208646,7208646-2,UXC72DA1,Mens,D,24,Sea,3/24/2021,8/9/2021,8/9/2021,8/9/2021,8/9/2021,,8/9/2021,8/9/2021,9/3/2021,8/9/2021,Received,NBPRC,Select Account Futures,UXC72V1,S221 - 4,NBPRC,,,7/19/2021,8/9/2021,8/9/2021,8/9/2021,9/3/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$17.92,BRA16488,,,8/7/2021,12/11/2021,2021-S2,On-time,9/11/2021,FE980665,,,,,,,D,"No Feature, No Technology",64039993,CN,021,Classic Shoes Mens,XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208646,7208646-1,UXC72DA1,Mens,D,30,Sea,3/24/2021,8/9/2021,8/9/2021,8/9/2021,8/9/2021,,8/9/2021,8/9/2021,9/3/2021,8/9/2021,Received,NBPRC,Select Account Futures,UXC72V1,S221 - 4,NBPRC,,,7/19/2021,8/9/2021,8/9/2021,8/9/2021,9/3/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$17.92,BRA16488,,,8/7/2021,12/11/2021,2021-S2,On-time,9/11/2021,FE980665,,,,,,,D,"No Feature, No Technology",64039993,CN,021,Classic Shoes Mens,XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208646,7208646-3,UXC72DA1,Mens,D,48,Sea,3/24/2021,8/9/2021,8/9/2021,8/9/2021,8/9/2021,,8/9/2021,8/9/2021,9/3/2021,8/9/2021,Received,NBPRC,Select Account Futures,UXC72V1,S221 - 4,NBPRC,,,7/19/2021,8/9/2021,8/9/2021,8/9/2021,9/3/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$17.92,BRA16488,,,8/7/2021,12/11/2021,2021-S2,On-time,9/11/2021,FE980665,,,,,,,D,"No Feature, No Technology",64039993,CN,021,Classic Shoes Mens,XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208646,7208646-5,UXC72DA1,Mens,D,12,Sea,3/24/2021,8/9/2021,8/9/2021,8/9/2021,8/9/2021,,8/9/2021,8/9/2021,9/3/2021,8/9/2021,Received,NBPRC,Select Account Futures,UXC72V1,S221 - 4,NBPRC,,,7/19/2021,8/9/2021,8/9/2021,8/9/2021,9/3/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$17.92,BRA16488,,,8/7/2021,12/11/2021,2021-S2,On-time,9/11/2021,FE980665,,,,,,,D,"No Feature, No Technology",64039993,CN,021,Classic Shoes Mens,XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208646,7208646-4,UXC72DA1,Mens,D,30,Sea,3/24/2021,8/9/2021,8/9/2021,8/9/2021,8/9/2021,,8/9/2021,8/9/2021,9/3/2021,8/9/2021,Received,NBPRC,Select Account Futures,UXC72V1,S221 - 4,NBPRC,,,7/19/2021,8/9/2021,8/9/2021,8/9/2021,9/3/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$17.92,BRA16488,,,8/7/2021,12/11/2021,2021-S2,On-time,9/11/2021,FE980665,,,,,,,D,"No Feature, No Technology",64039993,CN,021,Classic Shoes Mens,XC-72,Lace
2021/07,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208660,7208660-1,UXC72CBF,Mens,SW,96,Sea,3/22/2021,6/27/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,7/14/2021,6/29/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Futures Only,UXC72V1,S221 - 4,CDVC,,,6/14/2021,6/27/2021,6/27/2021,6/27/2021,7/14/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,2,On-time,On-time,On-time,,$24.82,BRA16509,6/30/2021,,6/29/2021,12/11/2021,2021-S2,On-time,7/24/2021,FE980665,,,,Running Inspired,P,,D,"No Feature, No Technology",,,C81,Mens Sport Lifestyle,Casablanca XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208663,7208663-4,UXC72DB1,Mens,D,18,Sea,3/24/2021,8/9/2021,8/9/2021,8/9/2021,8/9/2021,,8/9/2021,8/9/2021,9/3/2021,8/9/2021,Received,NBPRC,Select Account Futures,UXC72V1,S221 - 4,NBPRC,,,7/19/2021,8/9/2021,8/9/2021,8/9/2021,9/3/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$18.03,BRA16489,,,8/7/2021,12/11/2021,2021-S2,On-time,9/11/2021,FE980665,,,,,,,D,"No Feature, No Technology",64039993,CN,021,Classic Shoes Mens,XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208663,7208663-2,UXC72DB1,Mens,D,36,Sea,3/24/2021,8/9/2021,8/9/2021,8/9/2021,8/9/2021,,8/9/2021,8/9/2021,9/3/2021,8/9/2021,Received,NBPRC,Select Account Futures,UXC72V1,S221 - 4,NBPRC,,,7/19/2021,8/9/2021,8/9/2021,8/9/2021,9/3/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$18.03,BRA16489,,,8/7/2021,12/11/2021,2021-S2,On-time,9/11/2021,FE980665,,,,,,,D,"No Feature, No Technology",64039993,CN,021,Classic Shoes Mens,XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208663,7208663-1,UXC72DB1,Mens,D,30,Sea,3/24/2021,8/9/2021,8/9/2021,8/9/2021,8/9/2021,,8/9/2021,8/9/2021,9/3/2021,8/9/2021,Received,NBPRC,Select Account Futures,UXC72V1,S221 - 4,NBPRC,,,7/19/2021,8/9/2021,8/9/2021,8/9/2021,9/3/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$18.03,BRA16489,,,8/7/2021,12/11/2021,2021-S2,On-time,9/11/2021,FE980665,,,,,,,D,"No Feature, No Technology",64039993,CN,021,Classic Shoes Mens,XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208663,7208663-3,UXC72DB1,Mens,D,48,Sea,3/24/2021,8/9/2021,8/9/2021,8/9/2021,8/9/2021,,8/9/2021,8/9/2021,9/3/2021,8/9/2021,Received,NBPRC,Select Account Futures,UXC72V1,S221 - 4,NBPRC,,,7/19/2021,8/9/2021,8/9/2021,8/9/2021,9/3/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$18.03,BRA16489,,,8/7/2021,12/11/2021,2021-S2,On-time,9/11/2021,FE980665,,,,,,,D,"No Feature, No Technology",64039993,CN,021,Classic Shoes Mens,XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,BRAZIL,Lifestyle,Lifestyle,7208663,7208663-5,UXC72DB1,Mens,D,12,Sea,3/24/2021,8/9/2021,8/9/2021,8/9/2021,8/9/2021,,8/9/2021,8/9/2021,9/3/2021,8/9/2021,Received,NBPRC,Select Account Futures,UXC72V1,S221 - 4,NBPRC,,,7/19/2021,8/9/2021,8/9/2021,8/9/2021,9/3/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$18.03,BRA16489,,,8/7/2021,12/11/2021,2021-S2,On-time,9/11/2021,FE980665,,,,,,,D,"No Feature, No Technology",64039993,CN,021,Classic Shoes Mens,XC-72,Lace
2021/07,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7208703,7208703-1,UXC72CBF,Mens,SW,720,Sea,3/22/2021,7/31/2021,7/27/2021,7/27/2021,7/27/2021,7/27/2021,7/27/2021,7/27/2021,8/6/2021,7/27/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Futures Only,UXC72V1,S221 - 4,CDVC,,,7/13/2021,7/31/2021,7/31/2021,7/31/2021,8/6/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-4,Early,On-time,On-time,,$24.82,F2109036,6/12/2021,,7/26/2021,12/11/2021,2021-S2,On-time,8/14/2021,FE981351,,,,Running Inspired,P,,D,"No Feature, No Technology",,,C81,Mens Sport Lifestyle,Casablanca XC-72,Lace
2021/07,CHINA,CJ,INTL,APAC,INDONESIA,Lifestyle,Lifestyle,7208708,7208708-1,UXC72CA1,Mens,D,144,Sea,3/23/2021,8/2/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,6/29/2021,7/22/2021,6/29/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,6/14/2021,8/2/2021,8/2/2021,8/2/2021,7/22/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-34,Early,On-time,On-time,,$18.11,J221F1001,7/13/2021,,6/29/2021,9/1/2021,2021-S2,On-time,7/31/2021,FE981530,復古運動鞋,XC72,0 - Normal,Lifestyle,P,,D,"No Feature, No Technology",,,413,General Lifestyle,XC-72,Lace
2021/06,CHINA,CJ,INTL,LA,URUGUAY,Lifestyle,Lifestyle,7208723,7208723-1,UXC72CA1,Mens,D,114,Sea,3/23/2021,7/1/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,10/16/2021,6/22/2021,Received,"CDVC,CHOLD,NBPRC,NBLL",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,6/5/2021,7/1/2021,7/1/2021,7/1/2021,10/16/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-9,Early,On-time,On-time,,$18.11,S221B4-17,,,6/22/2021,9/1/2021,2021-S2,On-time,10/23/2021,FE980965,復古運動鞋,XC72,0 - Normal,Lifestyle,P,,D,"No Feature, No Technology",,,413,General Lifestyle,XC-72,Lace
2021/06,CHINA,CJ,INTL,LA,URUGUAY,Lifestyle,Lifestyle,7208750,7208750-1,UXC72CB1,Mens,D,126,Sea,3/23/2021,7/1/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,10/16/2021,6/22/2021,Received,"CDVC,CHOLD,NBPRC,NBLL",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,6/5/2021,7/1/2021,7/1/2021,7/1/2021,10/16/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,-9,Early,On-time,On-time,,$18.20,S221B4-18,,,6/22/2021,9/1/2021,2021-S2,On-time,10/23/2021,FE980965,復古運動鞋,XC72,0 - Normal,Lifestyle,P,,D,"No Feature, No Technology",,,413,General Lifestyle,XC-72,Lace
2021/08,CHINA,CJ,INTL,LA,CHILE,Lifestyle,Lifestyle,7208957,7208957-1,WS237WA1,Womens,B,426,Sea,3/24/2021,8/16/2021,8/16/2021,8/16/2021,8/16/2021,8/16/2021,8/16/2021,8/11/2021,8/26/2021,8/16/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Futures Only,MS_WS237V1,S221 - 4,CDVC,,,7/30/2021,8/16/2021,8/16/2021,8/16/2021,8/26/2021,,-5,Early,On-time,On-time,-5,Early,On-time,On-time,-5,Early,On-time,On-time,,$14.51,FO421297,7/15/2021,,8/10/2021,11/1/2021,2021-S2,On-time,9/4/2021,FE980954,復古運動鞋,237,0 - Normal,Lifestyle,P,,B,"No Feature, No Technology",,,413,General Lifestyle,237,Lace
2021/08,CHINA,CJ,INTL,LA,CHILE,Lifestyle,Lifestyle,7208993,7208993-1,WS237WT1,Womens,B,450,Sea,3/24/2021,8/16/2021,8/16/2021,8/16/2021,8/16/2021,8/16/2021,8/16/2021,8/13/2021,8/26/2021,8/16/2021,Received,"CDVC,CDBOK,NBPRC,NBLL",Futures Only,MS_WS237V1,S221 - 4,CDVC,,,7/30/2021,8/16/2021,8/16/2021,8/16/2021,8/26/2021,,-3,Early,On-time,On-time,-3,Early,On-time,On-time,-3,Early,On-time,On-time,,$14.51,FO421334,7/15/2021,,8/12/2021,11/1/2021,2021-S2,On-time,9/4/2021,FE980954,復古運動鞋,237,0 - Normal,Lifestyle,P,,B,"No Feature, No Technology",,,413,General Lifestyle,237,Lace
2021/06,CHINA,CJ,INTL,APAC,UNITED ARAB EMIRATES,Lifestyle,Lifestyle,7209380,7209380-1,UXC72CA1,Mens,D,282,Sea,3/23/2021,6/7/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,7/13/2021,6/22/2021,Received,"CDVC,CDBOK,NBPRC,SPA",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,6/5/2021,6/7/2021,6/7/2021,6/7/2021,7/13/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,15,Late,Late,New Balance,,$18.11,2211676,6/10/2021,,6/22/2021,9/1/2021,2021-S2,Late,7/17/2021,FE981389,復古運動鞋,XC72,0 - Normal,Lifestyle,P,,D,"No Feature, No Technology",,,413,General Lifestyle,XC-72,Lace
2021/06,CHINA,CJ,INTL,APAC,UNITED ARAB EMIRATES,Lifestyle,Lifestyle,7209381,7209381-1,UXC72CB1,Mens,D,282,Sea,3/23/2021,6/7/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,6/22/2021,7/13/2021,6/22/2021,Received,"CDVC,CDBOK,NBPRC,SPA",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,6/5/2021,6/7/2021,6/7/2021,6/7/2021,7/13/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,15,Late,Late,New Balance,,$18.20,2211677,6/10/2021,,6/22/2021,9/1/2021,2021-S2,Late,7/17/2021,FE981389,復古運動鞋,XC72,0 - Normal,Lifestyle,P,,D,"No Feature, No Technology",,,413,General Lifestyle,XC-72,Lace
2021/07,CHINA,CJ,INTL,APAC,UNITED ARAB EMIRATES,Lifestyle,Lifestyle,7209410,7209410-1,UXC72OP1,Mens,D,360,Sea,3/23/2021,7/12/2021,7/20/2021,7/20/2021,7/20/2021,7/20/2021,7/20/2021,7/20/2021,8/2/2021,7/20/2021,Received,"CDVC,CDBOK,NBPRC,SPA",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,7/13/2021,7/12/2021,7/12/2021,7/12/2021,8/2/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,8,Late,Late,New Balance,,$18.26,2211830,7/21/2021,,7/19/2021,9/25/2021,2021-S2,Late,8/7/2021,FE981389,,,,,P,,D,"No Feature, No Technology",,,081,Mens Athleisure,XC-72,Lace
2021/07,CHINA,CJ,INTL,APAC,UNITED ARAB EMIRATES,Lifestyle,Lifestyle,7209411,7209411-1,UXC72OU1,Mens,D,396,Sea,3/23/2021,7/12/2021,7/20/2021,7/20/2021,7/20/2021,7/20/2021,7/20/2021,7/20/2021,8/2/2021,7/20/2021,Received,"CDVC,CDBOK,NBPRC,SPA",Select Account Futures,UXC72V1,S221 - 4,CDVC,,,7/13/2021,7/12/2021,7/12/2021,7/12/2021,8/2/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,8,Late,Late,New Balance,,$18.24,2211831,7/21/2021,,7/19/2021,9/25/2021,2021-S2,Late,8/7/2021,FE981389,,,,,P,,D,"No Feature, No Technology",,,081,Mens Athleisure,XC-72,Lace
