SI Month,Fty Country (COO),Factory Abbr,INTL/NA,Mkt Region,Market,GBU (PPM),Line Plan Business (PPM),Order#,PO Ln#,Style,Gender (PPM),Wid/Col (2),Quantity,Ship Mode,Release Date,Customer Target XFD (CTXFD),NB Requested XFD (NBRXFD),Orig Fact Cfm XFD (OCXFD),NB Curr Req XFD,Vendor Current Req XFD,Curr Fact Cfm XFD (CCXFD),SI Date,Act XFD,ETA,Line Status,Historical Reason Codes,Item,Model#,PO Identifier,Reason For Delay,Reason Remark,Copy From Orig.PO,Start Production Dt,Customer Request Date,Original Customer Target XFD (OCTXFD),Current Customer Target XFD (CCTXFD),Exp XFD,SI Comment,SI vs NBRXFD,SI vs NBRXFD Early/On-time/Late,SI vs NBRXFD On-time/Late Only,NB Req Late Category,SI vs OCXFD,SI vs OCXFD Early/On-time/Late,SI vs OCXFD On-time/Late Only,Orig Conf Late Category,SI vs CTXFD,SI vs CTXFD Early/On-time/Late,SI vs CXTFD On-time/Late Only,Customer Target Late Category,Air Freight Code,Confirmed FCA,Customer PO,Booking Request Send Date,Historical Reason Remarks,Production Complete Date,Intro Date (PPM),Intro Pd (PPM),SI vs CTXFD On-time/Late Only,Receipt Date,Customer Code,Local Style Description,Supplier Model No,Product Life,Local Segment,Made / Purchased,SMU?,Wid/Col,Feature Technology,World Trade Commodity,World Trade Country Code,Local Product Group Minor,Local Product Minor,Product Display Name,Closure Type
2021/02,CHINA,CJ,INTL,APAC,SINGAPORE,Lifestyle,Lifestyle,7131085,7131085-1,MS237SA,Mens,SW,234,Sea,9/24/2020,1/2/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/6/2021,2/27/2021,2/26/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,SFAC",Select Account Futures,MS_WS237V1,S121 - 4,CDVC,,,2/3/2021,1/2/2021,1/2/2021,1/2/2021,2/27/2021,NBLL,-20,Early,On-time,On-time,-20,Early,On-time,On-time,35,Late,Late,New Balance,,$14.08,F110794SS,1/21/2021,,2/5/2021,5/8/2020,2021-S1,Late,3/6/2021,FE980660,,,,,P,,D,"No Feature, No Technology",,,110,Lifestyle,237,Lace
2021/02,CHINA,CJ,INTL,APAC,SINGAPORE,Lifestyle,Lifestyle,7131092,7131092-1,WS237CC,Womens,B,282,Sea,9/24/2020,1/2/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/27/2021,2/26/2021,Received,"CDVC,CDDOC,NBPRC,SFAC",Select Account Futures,MS_WS237V1,S121 - 4,CDVC,,,2/17/2021,1/2/2021,1/2/2021,1/2/2021,2/27/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,55,Late,Late,New Balance,,$13.60,F110800SS,1/21/2021,,2/25/2021,2/25/2021,2021-S1,Late,3/6/2021,FE980660,,,,,P,,B,"No Feature, No Technology",,,082,Womens Athleisure,237,Lace
2021/02,CHINA,CJ,INTL,APAC,SINGAPORE,Lifestyle,Lifestyle,7131146,7131146-1,WS237CC,Womens,B,180,Sea,9/24/2020,1/2/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/27/2021,2/26/2021,Received,"CDVC,CDDOC,NBPRC,SFAC",Select Account Futures,MS_WS237V1,S121 - 4,CDVC,,,2/17/2021,1/2/2021,1/2/2021,1/2/2021,2/27/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,55,Late,Late,New Balance,,$13.60,F110854MT,1/21/2021,,2/25/2021,2/25/2021,2021-S1,Late,3/6/2021,FE980660,,,,,P,,B,"No Feature, No Technology",,,082,Womens Athleisure,237,Lace
2021/01,CHINA,CJ,INTL,APAC,UNITED ARAB EMIRATES,Lifestyle,Lifestyle,7131726,7131726-1,MS327FE,Mens,D,642,Sea,9/24/2020,12/7/2020,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/28/2021,1/18/2021,Received,"CDVC,CDDOC,NBPRC,SFAC",Futures Only,MS_WS327V1,S121 - 4,CDVC,,,1/7/2021,12/7/2020,12/7/2020,12/7/2020,1/28/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,42,Late,Late,New Balance,,$15.30,1211739,1/5/2021,,1/16/2021,12/1/2020,2021-S1,Late,2/6/2021,FE981389,,,,Lifestyle,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,327,Lace
2021/03,CHINA,CJ,INTL,EMEA,UKRAINE,Lifestyle,Lifestyle,7131874,7131874-1,ML574NA2,Mens,D,"1,236",Sea,9/25/2020,12/7/2020,3/15/2021,3/15/2021,3/15/2021,3/15/2021,3/15/2021,3/8/2021,3/17/2021,3/15/2021,Received,"CDVC,CDDOC,NBPRC,SFAC",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,2/18/2021,12/7/2020,12/7/2020,12/7/2020,3/17/2021,NBLL,-7,Early,On-time,On-time,-7,Early,On-time,On-time,91,Late,Late,New Balance,,$15.79,UA14485,2/9/2021,,3/6/2021,3/1/2021,2021-S1,Late,3/27/2021,FE981380,,,,,P,,D,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole",64041990,CN,021,Classic Shoes Mens,574,Lace
2021/01,CHINA,CJ,INTL,EMEA,UKRAINE,Lifestyle,Lifestyle,7131890,7131890-1,MS327FE,Mens,D,234,Sea,9/24/2020,1/11/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/21/2021,1/18/2021,Received,"CDVC,CDDOC,NBPRC,NBLL",Futures Only,MS_WS327V1,S121 - 4,CDVC,,,1/15/2021,1/11/2021,1/11/2021,1/11/2021,1/21/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,7,On-time,On-time,On-time,,$15.30,UA14501,12/22/2020,,1/16/2021,12/1/2020,2021-S1,On-time,1/30/2021,FE981380,,,,Lifestyle,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,327,Lace
2021/01,CHINA,CJ,INTL,EMEA,UKRAINE,Lifestyle,Lifestyle,7131891,7131891-1,MS327FF,Mens,D,816,Sea,9/24/2020,1/11/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/18/2021,1/21/2021,1/18/2021,Received,"CDVC,CDDOC,NBPRC,NBLL",Futures Only,MS_WS327V1,S121 - 4,CDVC,,,1/7/2021,1/11/2021,1/11/2021,1/11/2021,1/21/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,7,On-time,On-time,On-time,,$15.30,UA14502,12/22/2020,,1/16/2021,2/25/2020,2021-S1,On-time,1/30/2021,FE981380,,,,,P,,D,"No Feature, No Technology",,,411,Mens Lifestyle,327,Lace
2021/01,CHINA,CJ,INTL,EMEA,UKRAINE,Lifestyle,Lifestyle,7131911,7131911-1,WL574NA2,Womens,B,"1,146",Sea,9/25/2020,12/7/2020,3/15/2021,3/15/2021,3/15/2021,3/15/2021,3/15/2021,1/26/2021,3/17/2021,3/15/2021,Received,"CDVC,CDBOK,NBPRC,SFAC",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,1/9/2021,12/7/2020,12/7/2020,12/7/2020,3/17/2021,NBLL,-48,Early,On-time,On-time,-48,Early,On-time,On-time,50,Late,Late,New Balance,,$15.18,UA14523,2/9/2021,,1/25/2021,3/1/2021,2021-S1,Late,3/27/2021,FE981380,,,,,,,B,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole, Width Sizing",64041990,CN,022,Classic Shoes Womens,574,Lace
2021/01,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7133452,7133452-1,MID412G1,Mens,D,"1,218",Sea,9/24/2020,1/25/2021,1/25/2021,1/25/2021,1/25/2021,1/25/2021,1/25/2021,1/25/2021,2/6/2021,3/17/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC",Inline Replenishment,MID_WID412V1,,CDVC,,,1/7/2021,3/1/2021,1/25/2021,1/25/2021,2/6/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,0,On-time,On-time,On-time,,$23.21,NBMAR21,12/15/2020,,1/23/2021,1/1/2019,2019-Q1,On-time,3/26/2021,0101005,,,,Work,P,,"4E,D","EVA Insert, No Technology, Rip Stop Nylon, Slip Resistant Rubber Outsole, Toe Protect",,,D41,Mens Work/Occupational/Safety,412v1 Alloy Toe,Lace
2021/02,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7133469,7133469-1,MID412B1,Mens,2E,"1,782",Sea,9/24/2020,1/25/2021,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/1/2021,2/6/2021,3/17/2021,Received,"CDVC,CDDOC,NBLL",Inline Replenishment,MID_WID412V1,,CDVC,,,1/18/2021,3/1/2021,1/25/2021,1/25/2021,2/6/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,7,On-time,On-time,On-time,,$23.06,NBMAR21,12/22/2020,,1/30/2021,1/1/2019,2019-Q1,On-time,3/26/2021,0101005,,,,Work,P,,"4E,D","EVA Insert, No Technology, Slip Resistant Rubber Outsole, Synthetic Upper, Toe Protect",,,D41,Mens Work/Occupational/Safety,412v1 Alloy Toe,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135506,7135506-1,ML574NR2,Mens,D,696,Sea,10/29/2020,1/26/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/12/2021,4/14/2021,4/13/2021,Received,"CDVC,CDBOK,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/10/2021,1/26/2021,1/26/2021,1/26/2021,4/14/2021,NBLL,-1,Early,On-time,On-time,-1,Early,On-time,On-time,76,Late,Late,New Balance,,$15.69,F2103027H,3/18/2021,,4/3/2021,3/1/2021,2021-S1,Late,4/24/2021,FE981351,,,,,P,,D,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole",64041990,CN,021,Classic Shoes Mens,574,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135509,7135509-1,ML574NA2,Mens,D,"1,050",Sea,10/29/2020,1/26/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/14/2021,4/13/2021,Received,"CDVC,CDBOK,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/25/2021,1/26/2021,1/26/2021,1/26/2021,4/14/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,77,Late,Late,New Balance,,$15.69,F2103035G,3/18/2021,,4/12/2021,3/1/2021,2021-S1,Late,4/24/2021,FE981351,,,,,P,,D,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole",64041990,CN,021,Classic Shoes Mens,574,Lace
2021/03,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135510,7135510-1,ML574NR2,Mens,D,"1,068",Sea,10/29/2020,1/26/2021,4/20/2021,4/20/2021,4/20/2021,4/13/2021,4/13/2021,3/26/2021,4/14/2021,4/13/2021,Received,"CDVC,CDBOK,IMPROVE,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,20201214 email,,3/9/2021,1/26/2021,1/26/2021,1/26/2021,4/14/2021,NBLL,-25,Early,On-time,On-time,-25,Early,On-time,On-time,59,Late,Late,New Balance,,$15.69,F2103036G,1/27/2021,20201214 email,3/24/2021,3/1/2021,2021-S1,Late,4/24/2021,FE981351,,,,,P,,D,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole",64041990,CN,021,Classic Shoes Mens,574,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135515,7135515-1,WL574NA2,Womens,B,540,Sea,10/29/2020,1/26/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/6/2021,4/14/2021,4/13/2021,Received,"CDVC,CDBOK,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/26/2021,1/26/2021,1/26/2021,1/26/2021,4/14/2021,NBLL,-7,Early,On-time,On-time,-7,Early,On-time,On-time,70,Late,Late,New Balance,,$15.13,F2103047G,3/18/2021,,4/3/2021,3/1/2021,2021-S1,Late,4/24/2021,FE981351,,,,,,,B,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole, Width Sizing",64041990,CN,022,Classic Shoes Womens,574,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135520,7135520-1,ML574NR2,Mens,D,"1,248",Sea,10/29/2020,1/26/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/7/2021,4/21/2021,4/20/2021,Received,"CDVC,CDBOK,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/19/2021,1/26/2021,1/26/2021,1/26/2021,4/21/2021,NBLL,-13,Early,On-time,On-time,-13,Early,On-time,On-time,71,Late,Late,New Balance,,$15.69,F2103059Z,3/18/2021,,3/27/2021,3/1/2021,2021-S1,Late,5/1/2021,FE981351,,,,,P,,D,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole",64041990,CN,021,Classic Shoes Mens,574,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135525,7135525-1,WL574NA2,Womens,B,510,Sea,10/29/2020,1/26/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/6/2021,4/14/2021,4/13/2021,Received,"CDVC,CDBOK,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/26/2021,1/26/2021,1/26/2021,1/26/2021,4/14/2021,NBLL,-7,Early,On-time,On-time,-7,Early,On-time,On-time,70,Late,Late,New Balance,,$15.13,F2103069Z,3/18/2021,,4/3/2021,3/1/2021,2021-S1,Late,4/24/2021,FE981351,,,,,,,B,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole, Width Sizing",64041990,CN,022,Classic Shoes Womens,574,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135530,7135530-1,ML574NT2,Mens,D,"3,006",Sea,10/29/2020,1/26/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/19/2021,4/21/2021,4/20/2021,Received,"CDVC,CDBOK,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/26/2021,1/26/2021,1/26/2021,1/26/2021,4/21/2021,NBLL,-1,Early,On-time,On-time,-1,Early,On-time,On-time,83,Late,Late,New Balance,,$15.69,F2103081E,2/20/2021,,4/19/2021,3/1/2021,2021-S1,Late,5/1/2021,FE981351,,,,,P,,D,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole",64041990,CN,021,Classic Shoes Mens,574,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135539,7135539-1,WL574NR2,Womens,B,"2,616",Sea,10/29/2020,1/26/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/19/2021,4/21/2021,4/20/2021,Received,"CDVC,CDBOK,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/20/2021,1/26/2021,1/26/2021,1/26/2021,4/21/2021,NBLL,-1,Early,On-time,On-time,-1,Early,On-time,On-time,83,Late,Late,New Balance,,$15.13,F2103109E,2/20/2021,,4/5/2021,3/1/2021,2021-S1,Late,5/1/2021,FE981351,,,,,P,,B,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole, Width Sizing",64041990,CN,022,Classic Shoes Womens,574,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135541,7135541-1,WL574NR2,Womens,B,"2,016",Sea,10/29/2020,1/26/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/19/2021,4/25/2021,4/20/2021,Received,"CDVC,CDBOK,NBPRC,SPA",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/19/2021,1/26/2021,1/26/2021,1/26/2021,4/25/2021,NBLL,-1,Early,On-time,On-time,-1,Early,On-time,On-time,83,Late,Late,New Balance,,$15.13,F2103156T,2/20/2021,,4/5/2021,3/1/2021,2021-S1,Late,5/1/2021,FE981351,,,,,P,,B,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole, Width Sizing",64041990,CN,022,Classic Shoes Womens,574,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135546,7135546-1,ML574NA2,Mens,D,"3,132",Sea,10/29/2020,1/26/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4/14/2021,4/21/2021,4/20/2021,Received,"CDVC,CDBOK,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/16/2021,1/26/2021,1/26/2021,1/26/2021,4/21/2021,NBLL,-6,Early,On-time,On-time,-6,Early,On-time,On-time,78,Late,Late,New Balance,,$15.69,F2103202,3/18/2021,,4/7/2021,3/1/2021,2021-S1,Late,5/1/2021,FE981351,,,,,P,,D,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole",64041990,CN,021,Classic Shoes Mens,574,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135547,7135547-1,ML574NE2,Mens,D,"3,594",Sea,10/29/2020,1/26/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/12/2021,4/14/2021,4/13/2021,Received,"CDVC,CDBOK,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/18/2021,1/26/2021,1/26/2021,1/26/2021,4/14/2021,NBLL,-1,Early,On-time,On-time,-1,Early,On-time,On-time,76,Late,Late,New Balance,,$15.69,F2103203,3/18/2021,,4/10/2021,3/1/2021,2021-S1,Late,4/24/2021,FE981351,,,,,P,,D,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole",64041990,CN,021,Classic Shoes Mens,574,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135549,7135549-1,ML574NT2,Mens,D,"2,472",Sea,10/29/2020,1/26/2021,4/20/2021,4/20/2021,4/20/2021,4/6/2021,4/6/2021,4/6/2021,4/7/2021,4/6/2021,Received,"CDVC,CDBOK,IMPROVE,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,20201214 email,,3/13/2021,1/26/2021,1/26/2021,1/26/2021,4/7/2021,NBLL,-14,Early,On-time,On-time,-14,Early,On-time,On-time,70,Late,Late,New Balance,,$15.69,F2103205,2/20/2021,20201214 email,4/6/2021,3/1/2021,2021-S1,Late,4/17/2021,FE981351,,,,,P,,D,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole",64041990,CN,021,Classic Shoes Mens,574,Lace
2021/03,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135558,7135558-1,MS327TA,Mens,SW,"4,794",Sea,10/29/2020,1/26/2021,4/6/2021,4/6/2021,4/6/2021,4/6/2021,4/6/2021,3/26/2021,4/7/2021,4/6/2021,Received,"CDVC,CDBOK,NBPRC,SFAC",Futures Only,MS_WS327V1,S121 - 4,CDVC,,,3/17/2021,1/26/2021,1/26/2021,1/26/2021,4/7/2021,NBLL,-11,Early,On-time,On-time,-11,Early,On-time,On-time,59,Late,Late,New Balance,,$15.66,F2103227,2/20/2021,,3/26/2021,5/8/2020,2021-S1,Late,4/17/2021,FE981351,,,,,P,,D,"No Feature, No Technology",,,110,Lifestyle,327,Lace
2021/04,CHINA,CJ,INTL,CHINA,CHINA,Lifestyle,Lifestyle,7135567,7135567-1,WL574NE2,Womens,B,"1,092",Sea,10/29/2020,1/26/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/13/2021,4/14/2021,4/13/2021,Received,"CDVC,CDBOK,NBPRC,SEH",Futures Only,ML_WL574V2,S121 - 4,CDVC,,,3/13/2021,1/26/2021,1/26/2021,1/26/2021,4/14/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,77,Late,Late,New Balance,,$15.13,F2103278,2/20/2021,,4/7/2021,3/1/2021,2021-S1,Late,4/24/2021,FE981351,,,,,P,,B,"ENCAP, EVA Midsole/Heel, No Technology, Rubber Outsole, Width Sizing",64041990,CN,022,Classic Shoes Womens,574,Lace
2021/03,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Core Athletic,Core Athletic,7136863,7136863-1,MD1100BL,Mens,D,804,Sea,10/5/2020,3/14/2021,3/26/2021,3/26/2021,3/26/2021,3/26/2021,3/26/2021,3/19/2021,3/27/2021,6/14/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,S",Limited Replenishment,MD1100V1,,CDVC,,,3/16/2021,,3/14/2021,3/14/2021,3/27/2021,,-7,Early,On-time,On-time,-7,Early,On-time,On-time,5,On-time,On-time,On-time,,$30.85,,2/20/2021,,3/18/2021,9/1/2020,2018-Q3,On-time,6/15/2021,,,,,Lifestyle,P,,"D,4E","Full Grain Leather, No Technology, PU insert, Rubber Outsole",,,411,Mens Lifestyle,1100,Lace
2021/03,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Core Athletic,Core Athletic,7136872,7136872-1,MD1100BR,Mens,SW,"1,032",Sea,10/5/2020,3/14/2021,3/19/2021,3/19/2021,3/19/2021,3/19/2021,3/19/2021,3/19/2021,3/27/2021,6/14/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,NBLL",Limited Replenishment,MD1100V1,,CDVC,,,3/16/2021,,3/14/2021,3/14/2021,3/27/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,5,On-time,On-time,On-time,,$30.85,,2/16/2021,,3/18/2021,7/1/2018,2018-Q3,On-time,6/15/2021,,,,,Fitness Walking,P,,"D,4E","Full Grain Leather, No Technology, PU insert, Rubber Outsole",,,151,Mens Walking,1100,Lace
2021/02,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Core Athletic,Core Athletic,7136873,7136873-1,MD1100DB,Mens,4E,534,Sea,10/5/2020,3/14/2021,3/19/2021,3/19/2021,3/19/2021,3/19/2021,3/19/2021,2/19/2021,3/27/2021,6/14/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,NBLL",Limited Replenishment,MD1100V1,,CDVC,,,2/16/2021,,3/14/2021,3/14/2021,3/27/2021,,-28,Early,On-time,On-time,-28,Early,On-time,On-time,-23,Early,On-time,On-time,,$27.16,,2/16/2021,,2/18/2021,1/1/2017,2017-Q4,On-time,6/15/2021,,,,,Fitness Walking,P,,"D,4E","Leather/Suede Upper, No Technology, PU insert, Rubber Outsole",,,151,Mens Walking,1100,Lace
2021/03,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Core Athletic,Core Athletic,7136874,7136874-1,MD1700BK,Mens,D,510,Sea,10/5/2020,3/14/2021,4/2/2021,4/2/2021,4/2/2021,4/2/2021,4/2/2021,3/26/2021,4/7/2021,7/9/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,S",Limited Replenishment,MD1700V1,,CDVC,,,3/23/2021,,3/14/2021,3/14/2021,4/7/2021,NBLL,-7,Early,On-time,On-time,-7,Early,On-time,On-time,12,Late,Late,New Balance,,$30.34,,2/20/2021,,3/25/2021,7/1/2018,2018-Q3,Late,7/2/2021,,,,,Fitness Walking,P,,"4E,D","ABZORB, Internal Shank, Leather Upper, Molded Footbed, No Technology, Non-Marking Outsole, ROLLBAR",,,151,Mens Walking,1700,Lace
2021/03,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Core Athletic,Core Athletic,7136879,7136879-1,MD1700BR,Mens,D,"1,854",Sea,10/5/2020,3/14/2021,3/26/2021,3/26/2021,3/26/2021,3/26/2021,3/26/2021,3/19/2021,3/27/2021,6/11/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,S",Limited Replenishment,MD1700V1,,CDVC,,,2/16/2021,,3/14/2021,3/14/2021,3/27/2021,,-7,Early,On-time,On-time,-7,Early,On-time,On-time,5,On-time,On-time,On-time,,$29.14,,2/20/2021,,3/18/2021,7/1/2018,2018-Q3,On-time,6/15/2021,,,,,Fitness Walking,P,,"D,4E,2E","ABZORB, Internal Shank, Leather Upper, Molded Footbed, No Technology, Non-Marking Outsole, ROLLBAR",,,151,Mens Walking,1700,Lace
2021/03,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7136881,7136881-1,WID627R2,Womens,SW,516,Sea,10/5/2020,3/23/2021,3/26/2021,3/26/2021,3/26/2021,3/26/2021,3/26/2021,3/26/2021,4/15/2021,5/17/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,NBLL",Inline Replenishment,MID_WID627V2,,CDVC,,,3/23/2021,,3/23/2021,3/23/2021,4/15/2021,,0,On-time,On-time,On-time,0,On-time,On-time,On-time,3,On-time,On-time,On-time,,$25.35,,2/20/2021,,3/26/2021,1/1/2018,2018-Q1,On-time,5/12/2021,,,,,Work,P,,"D,B,2E","ABZORB, Leather/Mesh Upper, Slip Resistant Rubber Outsole, Static Dissipative, Steel Toe Cap, Toe Protect",,,D42,Womens Work/Occupational/Safet,627v2,Lace
2021/03,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7137196,7137196-1,MID412SN,Mens,D,"1,170",Sea,10/29/2020,12/23/2020,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/24/2021,4/27/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,SLT",Limited Replenishment,MID_WID412V1,,CDVC,,,3/9/2021,,12/23/2020,12/23/2020,3/24/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,89,Late,Late,New Balance,,$24.07,,2/20/2021,,3/20/2021,1/1/2020,2020-Q1,Late,4/29/2021,,,,,Work,P,,"D,4E,2E","Alloy Toe, Electrostatic Dissipative, Engineered Mesh, No Sew Overlays, Slip Resistant Rubber Outsole, Slip-Resistant Outsole",,,D41,Mens Work/Occupational/Safety,412 ESD,Lace
2021/03,CHINA,CJ,NA,NORTH AMERICA,UNITED STATES,Industrial,Industrial,7137197,7137197-1,MID412SS,Mens,SW,612,Sea,10/29/2020,12/23/2020,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/24/2021,4/27/2021,Received,"CDVC,CDBOK,CDDOC,NBPRC,SLT",Inline Replenishment,MID_WID412V1,,CDVC,,,3/9/2021,,12/23/2020,12/23/2020,3/24/2021,NBLL,0,On-time,On-time,On-time,0,On-time,On-time,On-time,89,Late,Late,New Balance,,$24.23,,2/20/2021,,3/20/2021,1/1/2021,2021-S1,Late,4/29/2021,,,,,Work,P,,"D,4E,2E","Alloy Toe, Electrostatic Dissipative, Engineered Mesh, No Sew Overlays, Slip Resistant Rubber Outsole, Slip-Resistant Outsole, Width Sizing",,,D41,Mens Work/Occupational/Safety,412 ESD,Lace
