QuestID,Country,year,FactoryAssessedID,buyer1name,buyer2name,buyer3name,buyer1BW,buyer2BW,buyer3BW,buyer1FTindex,buyer2FTindex,buyer3FTindex
27343,Vietnam,2018,1619,agabang,sports authority,skechers,,,,-1.0,-1.0,-1.0
34082,Vietnam,2019,1619,agabang,sports authority,skechers,,,,-1.0,-1.0,-1.0
39529,Vietnam,2020,1619,agabang,sports authority,skechers,,,,-1.0,-1.0,-1.0
8617,Indonesia,2015,1620,ann taylor,gap,talbots,0.0,1.0,1.0,-1.0,54.0,-1.0
14657,Indonesia,2016,1620,ann taylor,gap,talbots,0.0,1.0,1.0,-1.0,54.0,-1.0
20344,Indonesia,2017,1620,ann taylor,gap,talbots,0.0,1.0,1.0,-1.0,54.0,-1.0
27345,Indonesia,2018,1620,ann taylor,gap,talbots,0.0,1.0,1.0,-1.0,54.0,-1.0
34088,Indonesia,2019,1620,ann taylor,gap,talbots,0.0,1.0,1.0,-1.0,54.0,-1.0
9271,Vietnam,2015,1621,mango,the children's place,decathlon,,,,18.0,-1.0,17.0
16068,Vietnam,2016,1621,mango,the children's place,decathlon,,,,18.0,-1.0,17.0
22424,Vietnam,2017,1621,mango,the children's place,decathlon,,,,18.0,-1.0,17.0
30639,Vietnam,2018,1621,mango,the children's place,decathlon,,,,18.0,-1.0,17.0
37428,Vietnam,2019,1621,mango,the children's place,decathlon,,,,18.0,-1.0,17.0
40851,Vietnam,2020,1621,mango,the children's place,decathlon,,,,18.0,-1.0,17.0
9628,Indonesia,2015,1623,h&m,cab,marubeni,1.0,0.0,0.0,55.0,-1.0,-1.0
15341,Indonesia,2016,1623,h&m,cab,marubeni,1.0,0.0,0.0,55.0,-1.0,-1.0
20541,Indonesia,2017,1623,h&m,cab,marubeni,1.0,0.0,0.0,55.0,-1.0,-1.0
27101,Indonesia,2018,1623,h&m,cab,marubeni,1.0,0.0,0.0,55.0,-1.0,-1.0
33543,Indonesia,2019,1623,h&m,cab,marubeni,1.0,0.0,0.0,55.0,-1.0,-1.0
9548,Vietnam,2015,1624,,,,,,,-1.0,-1.0,-1.0
15573,Vietnam,2016,1624,,,,,,,-1.0,-1.0,-1.0
10583,Cambodia,2015,1626,,,,,,,-1.0,-1.0,-1.0
11344,Bangladesh,2015,1628,gap,h&m,levis,1.0,1.0,1.0,54.0,55.0,47.0
16412,Bangladesh,2016,1628,gap,h&m,levis,1.0,1.0,1.0,54.0,55.0,47.0
22894,Bangladesh,2017,1628,gap,h&m,levis,1.0,1.0,1.0,54.0,55.0,47.0
31231,Bangladesh,2018,1628,gap,h&m,levis,1.0,1.0,1.0,54.0,55.0,47.0
11709,Indonesia,2015,1630,h&m,"jbs, erika, kmart",itoyokado,1.0,0.0,0.0,55.0,-1.0,-1.0
17469,Indonesia,2016,1630,h&m,"jbs, erika, kmart",itoyokado,1.0,0.0,0.0,55.0,-1.0,-1.0
24371,Indonesia,2017,1630,h&m,"jbs, erika, kmart",itoyokado,1.0,0.0,0.0,55.0,-1.0,-1.0
30840,Indonesia,2018,1630,h&m,"jbs, erika, kmart",itoyokado,1.0,0.0,0.0,55.0,-1.0,-1.0
37896,Indonesia,2019,1630,h&m,"jbs, erika, kmart",itoyokado,1.0,0.0,0.0,55.0,-1.0,-1.0
8790,Vietnam,2015,1631,pvh,abercrombie & fitch,ea7,,,,-1.0,14.0,-1.0
14644,Vietnam,2016,1631,pvh,abercrombie & fitch,ea7,,,,-1.0,14.0,-1.0
20686,Vietnam,2017,1631,pvh,abercrombie & fitch,ea7,,,,-1.0,14.0,-1.0
27545,Vietnam,2018,1631,pvh,abercrombie & fitch,ea7,,,,-1.0,14.0,-1.0
34178,Vietnam,2019,1631,pvh,abercrombie & fitch,ea7,,,,-1.0,14.0,-1.0
39557,Vietnam,2020,1631,pvh,abercrombie & fitch,ea7,,,,-1.0,14.0,-1.0
8917,Vietnam,2015,1632,abercrombie & fitch,american eagle,armani,,,,14.0,15.0,8.0
14883,Vietnam,2016,1632,abercrombie & fitch,american eagle,armani,,,,14.0,15.0,8.0
20287,Vietnam,2017,1632,abercrombie & fitch,american eagle,armani,,,,14.0,15.0,8.0
26518,Vietnam,2018,1632,abercrombie & fitch,american eagle,armani,,,,14.0,15.0,8.0
33938,Vietnam,2019,1632,abercrombie & fitch,american eagle,armani,,,,14.0,15.0,8.0
39464,Vietnam,2020,1632,abercrombie & fitch,american eagle,armani,,,,14.0,15.0,8.0
42332,Vietnam,2021,1632,abercrombie & fitch,american eagle,armani,,,,14.0,15.0,8.0
12554,Cambodia,2015,1633,giorgio armani,,,0.0,,,-1.0,-1.0,-1.0
20869,Cambodia,2017,1633,giorgio armani,,,0.0,,,-1.0,-1.0,-1.0
30857,Cambodia,2018,1633,,,,,,,-1.0,-1.0,-1.0
42218,Cambodia,2021,1633,giorgio armani,,,0.0,,,-1.0,-1.0,-1.0
9383,Vietnam,2015,1634,gap,walmart,abercrombie & fitch,,,,54.0,25.0,14.0
15608,Vietnam,2016,1634,gap,walmart,abercrombie & fitch,,,,54.0,25.0,14.0
21013,Vietnam,2017,1634,gap,walmart,abercrombie & fitch,,,,54.0,25.0,14.0
28084,Vietnam,2018,1634,gap,walmart,abercrombie & fitch,,,,54.0,25.0,14.0
34689,Vietnam,2019,1634,gap,walmart,abercrombie & fitch,,,,54.0,25.0,14.0
39677,Vietnam,2020,1634,gap,walmart,abercrombie & fitch,,,,54.0,25.0,14.0
42940,Vietnam,2021,1634,gap,walmart,abercrombie & fitch,,,,54.0,25.0,14.0
9297,Vietnam,2015,1635,eplin,kids,new balance,,,,-1.0,-1.0,29.0
15715,Vietnam,2016,1635,eplin,kids,new balance,,,,-1.0,-1.0,29.0
22270,Vietnam,2017,1635,eplin,kids,new balance,,,,-1.0,-1.0,29.0
9429,Vietnam,2015,1639,chico's,zara,carter's,,,,11.0,42.0,-1.0
16732,Vietnam,2016,1639,chico's,zara,carter's,,,,11.0,42.0,-1.0
24823,Vietnam,2018,1639,chico's,zara,carter's,,,,11.0,42.0,-1.0
37532,Vietnam,2019,1639,chico's,zara,carter's,,,,11.0,42.0,-1.0
41127,Vietnam,2020,1639,chico's,zara,carter's,,,,11.0,42.0,-1.0
9638,Vietnam,2015,1640,jc penney,kohl's,target,,,,16.0,8.0,35.0
16185,Vietnam,2016,1640,jc penney,kohl's,target,,,,16.0,8.0,35.0
21802,Vietnam,2017,1640,jc penney,kohl's,target,,,,16.0,8.0,35.0
28762,Vietnam,2018,1640,jc penney,kohl's,target,,,,16.0,8.0,35.0
36079,Vietnam,2019,1640,jc penney,kohl's,target,,,,16.0,8.0,35.0
8918,Indonesia,2015,1641,adidas,gap,h&m,0.0,1.0,1.0,58.0,54.0,55.0
15361,Indonesia,2016,1641,adidas,gap,h&m,0.0,1.0,1.0,58.0,54.0,55.0
20722,Indonesia,2017,1641,adidas,gap,h&m,0.0,1.0,1.0,58.0,54.0,55.0
27962,Indonesia,2018,1641,adidas,gap,h&m,0.0,1.0,1.0,58.0,54.0,55.0
34982,Indonesia,2019,1641,adidas,gap,h&m,0.0,1.0,1.0,58.0,54.0,55.0
8311,Indonesia,2015,1642,polo ralph lauren,sanmar,,0.0,0.0,,-1.0,-1.0,-1.0
13728,Indonesia,2016,1642,polo ralph lauren,sanmar,,0.0,0.0,,-1.0,-1.0,-1.0
19581,Indonesia,2017,1642,polo ralph lauren,sanmar,,0.0,0.0,,-1.0,-1.0,-1.0
8841,Vietnam,2015,1643,target,jc penney,sears,,,,35.0,16.0,-1.0
14542,Vietnam,2016,1643,target,jc penney,sears,,,,35.0,16.0,-1.0
20535,Vietnam,2017,1643,target,jc penney,sears,,,,35.0,16.0,-1.0
27105,Vietnam,2018,1643,target,jc penney,sears,,,,35.0,16.0,-1.0
34278,Vietnam,2019,1643,target,jc penney,sears,,,,35.0,16.0,-1.0
39418,Vietnam,2020,1643,target,jc penney,sears,,,,35.0,16.0,-1.0
42488,Vietnam,2021,1643,target,jc penney,sears,,,,35.0,16.0,-1.0
9348,Vietnam,2015,1645,costco,gunze,silver elle,,,,15.0,-1.0,-1.0
16332,Vietnam,2016,1645,costco,gunze,silver elle,,,,15.0,-1.0,-1.0
21821,Vietnam,2017,1645,costco,gunze,silver elle,,,,15.0,-1.0,-1.0
29390,Vietnam,2018,1645,costco,gunze,silver elle,,,,15.0,-1.0,-1.0
36156,Vietnam,2019,1645,costco,gunze,silver elle,,,,15.0,-1.0,-1.0
40302,Vietnam,2020,1645,costco,gunze,silver elle,,,,15.0,-1.0,-1.0
9678,Vietnam,2015,1647,,,,,,,-1.0,-1.0,-1.0
18131,Vietnam,2016,1647,,,,,,,-1.0,-1.0,-1.0
13810,Cambodia,2016,1648,ambiance,,,0.0,,,-1.0,-1.0,-1.0
20542,Cambodia,2017,1648,ambiance,,,0.0,,,-1.0,-1.0,-1.0
27960,Cambodia,2018,1648,,,,,,,-1.0,-1.0,-1.0
8499,Indonesia,2015,1650,macys,bon-ton,chico's,0.0,0.0,0.0,18.0,-1.0,11.0
14345,Indonesia,2016,1650,macys,bon-ton,chico's,0.0,0.0,0.0,18.0,-1.0,11.0
19701,Indonesia,2017,1650,macys,bon-ton,chico's,0.0,0.0,0.0,18.0,-1.0,11.0
26385,Indonesia,2018,1650,macys,bon-ton,chico's,0.0,0.0,0.0,18.0,-1.0,11.0
32891,Indonesia,2019,1650,macys,bon-ton,chico's,0.0,0.0,0.0,18.0,-1.0,11.0
9401,Cambodia,2015,1651,c&a,target,,0.0,1.0,,53.0,35.0,-1.0
15487,Cambodia,2016,1651,c&a,target,,0.0,1.0,,53.0,35.0,-1.0
22920,Cambodia,2017,1651,c&a,target,,0.0,1.0,,53.0,35.0,-1.0
29954,Cambodia,2018,1651,c&a,target,,0.0,1.0,,53.0,35.0,-1.0
36551,Cambodia,2019,1651,c&a,target,,0.0,1.0,,53.0,35.0,-1.0
42381,Cambodia,2021,1651,c&a,target,,0.0,1.0,,53.0,35.0,-1.0
12380,Indonesia,2015,1653,h&m,,,1.0,,,55.0,-1.0,-1.0
17656,Indonesia,2016,1653,h&m,,,1.0,,,55.0,-1.0,-1.0
24444,Indonesia,2017,1653,h&m,,,1.0,,,55.0,-1.0,-1.0
35401,Indonesia,2019,1653,h&m,,,1.0,,,55.0,-1.0,-1.0
10958,Indonesia,2015,1658,h&m,marks & spencer,wacoal,1.0,1.0,0.0,55.0,51.0,-1.0
17266,Indonesia,2016,1658,h&m,marks & spencer,wacoal,1.0,1.0,0.0,55.0,51.0,-1.0
23752,Indonesia,2017,1658,h&m,marks & spencer,wacoal,1.0,1.0,0.0,55.0,51.0,-1.0
30923,Indonesia,2018,1658,h&m,marks & spencer,wacoal,1.0,1.0,0.0,55.0,51.0,-1.0
37932,Indonesia,2019,1658,h&m,marks & spencer,wacoal,1.0,1.0,0.0,55.0,51.0,-1.0
13610,Cambodia,2016,1661,,,,,,,-1.0,-1.0,-1.0
20888,Cambodia,2017,1661,,,,,,,-1.0,-1.0,-1.0
27656,Cambodia,2018,1661,,,,,,,-1.0,-1.0,-1.0
34210,Cambodia,2019,1661,,,,,,,-1.0,-1.0,-1.0
10813,Indonesia,2015,1662,hanesbrands,jc penney,simon de winter,0.0,0.0,0.0,-1.0,16.0,-1.0
17791,Indonesia,2016,1662,hanesbrands,jc penney,simon de winter,0.0,0.0,0.0,-1.0,16.0,-1.0
24259,Indonesia,2017,1662,hanesbrands,jc penney,simon de winter,0.0,0.0,0.0,-1.0,16.0,-1.0
37438,Indonesia,2019,1662,hanesbrands,jc penney,simon de winter,0.0,0.0,0.0,-1.0,16.0,-1.0
9852,Indonesia,2015,1663,,,,,,,-1.0,-1.0,-1.0
12446,Bangladesh,2015,1664,,,,,,,-1.0,-1.0,-1.0
16099,Bangladesh,2016,1664,,,,,,,-1.0,-1.0,-1.0
12592,Bangladesh,2015,1665,walmart,american eagle,inditex,0.0,1.0,1.0,25.0,15.0,-1.0
21040,Bangladesh,2017,1665,walmart,american eagle,inditex,0.0,1.0,1.0,25.0,15.0,-1.0
13127,Bangladesh,2015,1666,h&m,kmart,lindex,1.0,1.0,0.0,55.0,-1.0,37.0
16774,Bangladesh,2016,1666,h&m,kmart,lindex,1.0,1.0,0.0,55.0,-1.0,37.0
22774,Bangladesh,2017,1666,h&m,kmart,lindex,1.0,1.0,0.0,55.0,-1.0,37.0
30556,Bangladesh,2018,1666,h&m,kmart,lindex,1.0,1.0,0.0,55.0,-1.0,37.0
37478,Bangladesh,2019,1666,h&m,kmart,lindex,1.0,1.0,0.0,55.0,-1.0,37.0
11410,Bangladesh,2015,1670,,,,,,,-1.0,-1.0,-1.0
11071,Bangladesh,2015,1671,,,,,,,-1.0,-1.0,-1.0
13639,Bangladesh,2015,1672,,,,,,,-1.0,-1.0,-1.0
13050,Bangladesh,2015,1673,,,,,,,-1.0,-1.0,-1.0
8443,Nicaragua,2015,1676,,,,,,,-1.0,-1.0,-1.0
13388,Bangladesh,2015,1677,,,,,,,-1.0,-1.0,-1.0
13189,Bangladesh,2015,1678,,,,,,,-1.0,-1.0,-1.0
13409,Bangladesh,2015,1679,target australia,kmart,gap,1.0,1.0,1.0,-1.0,-1.0,54.0
16962,Bangladesh,2016,1679,target australia,kmart,gap,1.0,1.0,1.0,-1.0,-1.0,54.0
23038,Bangladesh,2017,1679,target australia,kmart,gap,1.0,1.0,1.0,-1.0,-1.0,54.0
30511,Bangladesh,2018,1679,target australia,kmart,gap,1.0,1.0,1.0,-1.0,-1.0,54.0
37291,Bangladesh,2019,1679,target australia,kmart,gap,1.0,1.0,1.0,-1.0,-1.0,54.0
9144,Indonesia,2015,1681,duluth,express,tchibo,0.0,0.0,0.0,-1.0,7.0,42.0
14947,Indonesia,2016,1681,duluth,express,tchibo,0.0,0.0,0.0,-1.0,7.0,42.0
28606,Indonesia,2018,1681,duluth,express,tchibo,0.0,0.0,0.0,-1.0,7.0,42.0
34648,Indonesia,2019,1681,duluth,express,tchibo,0.0,0.0,0.0,-1.0,7.0,42.0
13315,Bangladesh,2015,1682,gap,jc penny,,1.0,0.0,,54.0,16.0,-1.0
16517,Bangladesh,2016,1682,gap,jc penny,,1.0,0.0,,54.0,16.0,-1.0
23822,Bangladesh,2017,1682,gap,jc penny,,1.0,0.0,,54.0,16.0,-1.0
32535,Bangladesh,2019,1682,gap,jc penny,,1.0,0.0,,54.0,16.0,-1.0
13538,Bangladesh,2015,1683,gap,,uniqlo,1.0,,0.0,54.0,-1.0,29.0
16790,Bangladesh,2016,1683,gap,,uniqlo,1.0,,0.0,54.0,-1.0,29.0
23885,Bangladesh,2017,1683,gap,,uniqlo,1.0,,0.0,54.0,-1.0,29.0
32070,Bangladesh,2019,1683,gap,,uniqlo,1.0,,0.0,54.0,-1.0,29.0
39221,Bangladesh,2020,1683,gap,,uniqlo,1.0,,0.0,54.0,-1.0,29.0
9699,Vietnam,2015,1684,,,,,,,-1.0,-1.0,-1.0
16508,Vietnam,2016,1684,,,,,,,-1.0,-1.0,-1.0
11330,Indonesia,2015,1687,express,ann taylor,macy's,0.0,0.0,0.0,7.0,-1.0,18.0
17169,Indonesia,2016,1687,express,ann taylor,macy's,0.0,0.0,0.0,7.0,-1.0,18.0
23080,Indonesia,2017,1687,express,ann taylor,macy's,0.0,0.0,0.0,7.0,-1.0,18.0
30241,Indonesia,2018,1687,express,ann taylor,macy's,0.0,0.0,0.0,7.0,-1.0,18.0
39250,Indonesia,2019,1687,express,ann taylor,macy's,0.0,0.0,0.0,7.0,-1.0,18.0
9822,Vietnam,2015,1688,speedo,gap,adidas,,,,-1.0,54.0,58.0
17149,Vietnam,2016,1688,speedo,gap,adidas,,,,-1.0,54.0,58.0
22884,Vietnam,2017,1688,speedo,gap,adidas,,,,-1.0,54.0,58.0
29693,Vietnam,2018,1688,speedo,gap,adidas,,,,-1.0,54.0,58.0
35989,Vietnam,2019,1688,speedo,gap,adidas,,,,-1.0,54.0,58.0
40161,Vietnam,2020,1688,speedo,gap,adidas,,,,-1.0,54.0,58.0
9568,Indonesia,2015,1689,jc penney,calvin klein,jessica howard,0.0,0.0,0.0,16.0,38.0,-1.0
16142,Indonesia,2016,1689,jc penney,calvin klein,jessica howard,0.0,0.0,0.0,16.0,38.0,-1.0
24023,Indonesia,2017,1689,jc penney,calvin klein,jessica howard,0.0,0.0,0.0,16.0,38.0,-1.0
37511,Indonesia,2019,1689,jc penney,calvin klein,jessica howard,0.0,0.0,0.0,16.0,38.0,-1.0
11656,Indonesia,2015,1690,,,,,,,-1.0,-1.0,-1.0
10157,Vietnam,2015,1691,,,,,,,-1.0,-1.0,-1.0
39838,Vietnam,2020,1692,,,,,,,-1.0,-1.0,-1.0
43722,Vietnam,2021,1692,,,,,,,-1.0,-1.0,-1.0
12200,Vietnam,2015,1694,ascena,american eagle,target,,,,-1.0,15.0,35.0
17584,Vietnam,2016,1694,ascena,american eagle,target,,,,-1.0,15.0,35.0
24861,Vietnam,2018,1694,ascena,american eagle,target,,,,-1.0,15.0,35.0
32920,Vietnam,2019,1694,ascena,american eagle,target,,,,-1.0,15.0,35.0
39527,Vietnam,2020,1694,ascena,american eagle,target,,,,-1.0,15.0,35.0
13598,Cambodia,2015,1695,,,,,,,-1.0,-1.0,-1.0
20679,Cambodia,2017,1695,,,,,,,-1.0,-1.0,-1.0
28298,Cambodia,2018,1695,,,,,,,-1.0,-1.0,-1.0
38543,Cambodia,2020,1695,,,,,,,-1.0,-1.0,-1.0
42674,Cambodia,2021,1695,,,,,,,-1.0,-1.0,-1.0
9855,Vietnam,2015,1696,,,,,,,-1.0,-1.0,-1.0
9582,Indonesia,2015,1697,tommy hilfiger,next,gaastra,0.0,0.0,0.0,38.0,33.0,-1.0
15736,Indonesia,2016,1697,tommy hilfiger,next,gaastra,0.0,0.0,0.0,38.0,33.0,-1.0
21866,Indonesia,2017,1697,tommy hilfiger,next,gaastra,0.0,0.0,0.0,38.0,33.0,-1.0
28956,Indonesia,2018,1697,tommy hilfiger,next,gaastra,0.0,0.0,0.0,38.0,33.0,-1.0
35862,Indonesia,2019,1697,tommy hilfiger,next,gaastra,0.0,0.0,0.0,38.0,33.0,-1.0
9998,Vietnam,2015,1698,columbia,levi's,puma,,,,22.0,47.0,56.0
15714,Vietnam,2016,1698,columbia,levi's,puma,,,,22.0,47.0,56.0
22344,Vietnam,2017,1698,columbia,levi's,puma,,,,22.0,47.0,56.0
29694,Vietnam,2018,1698,columbia,levi's,puma,,,,22.0,47.0,56.0
36083,Vietnam,2019,1698,columbia,levi's,puma,,,,22.0,47.0,56.0
40239,Vietnam,2020,1698,columbia,levi's,puma,,,,22.0,47.0,56.0
10570,Vietnam,2015,1700,pvh,j.crew,american eagle,,,,-1.0,13.0,15.0
17056,Vietnam,2016,1700,pvh,j.crew,american eagle,,,,-1.0,13.0,15.0
24389,Vietnam,2017,1700,pvh,j.crew,american eagle,,,,-1.0,13.0,15.0
37844,Vietnam,2019,1700,pvh,j.crew,american eagle,,,,-1.0,13.0,15.0
40942,Vietnam,2021,1700,pvh,j.crew,american eagle,,,,-1.0,13.0,15.0
11430,Cambodia,2015,1701,,,,,,,-1.0,-1.0,-1.0
18293,Cambodia,2016,1701,,,,,,,-1.0,-1.0,-1.0
9588,Indonesia,2015,1702,cs focus,,,0.0,,,-1.0,-1.0,-1.0
15718,Indonesia,2016,1702,cs focus,,,0.0,,,-1.0,-1.0,-1.0
21501,Indonesia,2017,1702,cs focus,,,0.0,,,-1.0,-1.0,-1.0
28951,Indonesia,2018,1702,cs focus,,,0.0,,,-1.0,-1.0,-1.0
35139,Indonesia,2019,1702,cs focus,,,0.0,,,-1.0,-1.0,-1.0
9862,Vietnam,2015,1703,nike,pvh,puma,,,,36.0,-1.0,56.0
17141,Vietnam,2016,1703,nike,pvh,puma,,,,36.0,-1.0,56.0
23545,Vietnam,2017,1703,nike,pvh,puma,,,,36.0,-1.0,56.0
37507,Vietnam,2019,1703,nike,pvh,puma,,,,36.0,-1.0,56.0
40901,Vietnam,2020,1703,nike,pvh,puma,,,,36.0,-1.0,56.0
13747,Bangladesh,2015,1704,h&m,lidl,takko,1.0,0.0,0.0,55.0,15.0,9.0
17946,Bangladesh,2016,1704,h&m,lidl,takko,1.0,0.0,0.0,55.0,15.0,9.0
24015,Bangladesh,2017,1704,h&m,lidl,takko,1.0,0.0,0.0,55.0,15.0,9.0
13118,Bangladesh,2015,1705,h&m,gap,mothercare,1.0,1.0,0.0,55.0,54.0,-1.0
17005,Bangladesh,2016,1705,h&m,gap,mothercare,1.0,1.0,0.0,55.0,54.0,-1.0
23974,Bangladesh,2017,1705,h&m,gap,mothercare,1.0,1.0,0.0,55.0,54.0,-1.0
32480,Bangladesh,2019,1705,h&m,gap,mothercare,1.0,1.0,0.0,55.0,54.0,-1.0
38727,Bangladesh,2020,1705,h&m,gap,mothercare,1.0,1.0,0.0,55.0,54.0,-1.0
13125,Bangladesh,2015,1706,,,,,,,-1.0,-1.0,-1.0
16983,Bangladesh,2016,1706,,,,,,,-1.0,-1.0,-1.0
9251,Vietnam,2015,1708,,,,,,,-1.0,-1.0,-1.0
8805,Vietnam,2015,1709,macys,sears,quick silver,,,,18.0,-1.0,-1.0
15111,Vietnam,2016,1709,macys,sears,quick silver,,,,18.0,-1.0,-1.0
20163,Vietnam,2017,1709,macys,sears,quick silver,,,,18.0,-1.0,-1.0
27569,Vietnam,2018,1709,macys,sears,quick silver,,,,18.0,-1.0,-1.0
34214,Vietnam,2019,1709,macys,sears,quick silver,,,,18.0,-1.0,-1.0
39472,Vietnam,2020,1709,macys,sears,quick silver,,,,18.0,-1.0,-1.0
9074,Vietnam,2015,1710,adidas,g-iii,fanatics,,,,58.0,-1.0,-1.0
16048,Vietnam,2016,1710,adidas,g-iii,fanatics,,,,58.0,-1.0,-1.0
22247,Vietnam,2017,1710,adidas,g-iii,fanatics,,,,58.0,-1.0,-1.0
28894,Vietnam,2018,1710,adidas,g-iii,fanatics,,,,58.0,-1.0,-1.0
35957,Vietnam,2019,1710,adidas,g-iii,fanatics,,,,58.0,-1.0,-1.0
40049,Vietnam,2020,1710,adidas,g-iii,fanatics,,,,58.0,-1.0,-1.0
9698,Vietnam,2015,1711,gap,target,walmart,,,,54.0,35.0,25.0
15986,Vietnam,2016,1711,gap,target,walmart,,,,54.0,35.0,25.0
21258,Vietnam,2017,1711,gap,target,walmart,,,,54.0,35.0,25.0
27910,Vietnam,2018,1711,gap,target,walmart,,,,54.0,35.0,25.0
34765,Vietnam,2019,1711,gap,target,walmart,,,,54.0,35.0,25.0
39715,Vietnam,2020,1711,gap,target,walmart,,,,54.0,35.0,25.0
42929,Vietnam,2021,1711,gap,target,walmart,,,,54.0,35.0,25.0
9919,Cambodia,2015,1712,hushush,rio,aeon,0.0,0.0,0.0,-1.0,-1.0,-1.0
15835,Cambodia,2016,1712,hushush,rio,aeon,0.0,0.0,0.0,-1.0,-1.0,-1.0
23496,Cambodia,2017,1712,hushush,rio,aeon,0.0,0.0,0.0,-1.0,-1.0,-1.0
30107,Cambodia,2018,1712,hushush,rio,aeon,0.0,0.0,0.0,-1.0,-1.0,-1.0
38536,Cambodia,2020,1712,hushush,rio,aeon,0.0,0.0,0.0,-1.0,-1.0,-1.0
42553,Cambodia,2021,1712,hushush,rio,aeon,0.0,0.0,0.0,-1.0,-1.0,-1.0
11693,Cambodia,2015,1713,,,,,,,-1.0,-1.0,-1.0
13816,Cambodia,2016,1714,,,,,,,-1.0,-1.0,-1.0
18747,Cambodia,2017,1714,,,,,,,-1.0,-1.0,-1.0
26078,Cambodia,2018,1714,,,,,,,-1.0,-1.0,-1.0
34181,Cambodia,2019,1714,,,,,,,-1.0,-1.0,-1.0
14851,Cambodia,2016,1715,bsci,primark,,0.0,1.0,,-1.0,36.0,-1.0
20692,Cambodia,2017,1715,bsci,primark,,0.0,1.0,,-1.0,36.0,-1.0
28598,Cambodia,2018,1715,bsci,primark,,0.0,1.0,,-1.0,36.0,-1.0
35118,Cambodia,2019,1715,bsci,primark,,0.0,1.0,,-1.0,36.0,-1.0
40621,Cambodia,2020,1715,bsci,primark,,0.0,1.0,,-1.0,36.0,-1.0
9796,Vietnam,2015,1717,pvh,puma,macy's,,,,-1.0,56.0,18.0
16557,Vietnam,2016,1717,pvh,puma,macy's,,,,-1.0,56.0,18.0
22101,Vietnam,2017,1717,pvh,puma,macy's,,,,-1.0,56.0,18.0
30067,Vietnam,2018,1717,pvh,puma,macy's,,,,-1.0,56.0,18.0
10186,Vietnam,2015,1718,,,,,,,-1.0,-1.0,-1.0
9720,Vietnam,2015,1719,pvh,abercrombie & fitch,j.crew,,,,-1.0,14.0,13.0
15445,Vietnam,2016,1719,pvh,abercrombie & fitch,j.crew,,,,-1.0,14.0,13.0
20734,Vietnam,2017,1719,pvh,abercrombie & fitch,j.crew,,,,-1.0,14.0,13.0
28594,Vietnam,2018,1719,pvh,abercrombie & fitch,j.crew,,,,-1.0,14.0,13.0
35593,Vietnam,2019,1719,pvh,abercrombie & fitch,j.crew,,,,-1.0,14.0,13.0
40102,Vietnam,2020,1719,pvh,abercrombie & fitch,j.crew,,,,-1.0,14.0,13.0
9362,Cambodia,2015,1720,,,,,,,-1.0,-1.0,-1.0
15890,Cambodia,2016,1720,,,,,,,-1.0,-1.0,-1.0
21295,Cambodia,2017,1720,,,,,,,-1.0,-1.0,-1.0
28730,Cambodia,2018,1720,,,,,,,-1.0,-1.0,-1.0
35358,Cambodia,2019,1720,,,,,,,-1.0,-1.0,-1.0
40714,Cambodia,2020,1720,,,,,,,-1.0,-1.0,-1.0
43578,Cambodia,2021,1720,,,,,,,-1.0,-1.0,-1.0
12606,Cambodia,2015,1721,walmart,,,0.0,,,25.0,-1.0,-1.0
20615,Cambodia,2017,1721,walmart,,,0.0,,,25.0,-1.0,-1.0
24608,Cambodia,2018,1721,walmart,,,0.0,,,25.0,-1.0,-1.0
38210,Cambodia,2020,1721,,,,,,,-1.0,-1.0,-1.0
42435,Cambodia,2021,1721,walmart,,,0.0,,,25.0,-1.0,-1.0
11340,Vietnam,2015,1722,kasper,tahari,gbg,,,,-1.0,-1.0,-1.0
17514,Vietnam,2016,1722,kasper,tahari,gbg,,,,-1.0,-1.0,-1.0
24110,Vietnam,2017,1722,kasper,tahari,gbg,,,,-1.0,-1.0,-1.0
31849,Vietnam,2019,1722,kasper,tahari,gbg,,,,-1.0,-1.0,-1.0
39346,Vietnam,2020,1722,kasper,tahari,gbg,,,,-1.0,-1.0,-1.0
43027,Vietnam,2021,1722,kasper,tahari,gbg,,,,-1.0,-1.0,-1.0
16705,Vietnam,2016,1723,amscan inc.,benten,fev,,,,-1.0,-1.0,-1.0
21701,Vietnam,2017,1723,amscan inc.,benten,fev,,,,-1.0,-1.0,-1.0
29355,Vietnam,2018,1723,amscan inc.,benten,fev,,,,-1.0,-1.0,-1.0
11984,Cambodia,2015,1725,,,,,,,-1.0,-1.0,-1.0
20164,Cambodia,2017,1725,,,,,,,-1.0,-1.0,-1.0
11650,Indonesia,2015,1726,reebok,converse,new balance,0.0,0.0,1.0,58.0,36.0,29.0
17192,Indonesia,2016,1726,reebok,converse,new balance,0.0,0.0,1.0,58.0,36.0,29.0
23774,Indonesia,2017,1726,reebok,converse,new balance,0.0,0.0,1.0,58.0,36.0,29.0
30224,Indonesia,2018,1726,reebok,converse,new balance,0.0,0.0,1.0,58.0,36.0,29.0
39038,Indonesia,2019,1726,reebok,converse,new balance,0.0,0.0,1.0,58.0,36.0,29.0
9384,Vietnam,2015,1727,reitmans,talbots,mop,,,,-1.0,-1.0,-1.0
15674,Vietnam,2016,1727,reitmans,talbots,mop,,,,-1.0,-1.0,-1.0
21708,Vietnam,2017,1727,reitmans,talbots,mop,,,,-1.0,-1.0,-1.0
