QuestID,FactoryAssessedID,buyer1name,buyer2name,buyer3name,buyer1pol,buyer1gov,buyer1trace,buyer2trace,buyer3trace,buyertracemx,buyer1know,buyer2know,buyer3know,buyerknowmx
12810,112,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
17838,112,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
23829,112,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
30620,112,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
37413,112,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
42375,112,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
8212,112,,,,,,,,,-1.0,,,,-1.0
14617,117,,,,,,,,,-1.0,,,,-1.0
20614,117,,,,,,,,,-1.0,,,,-1.0
28324,117,,,,,,,,,-1.0,,,,-1.0
34090,117,,,,,,,,,-1.0,,,,-1.0
8616,118,levis,abercrombie & fitch,uniqlo,,,,6.0,13.0,-1.0,,22.0,27.0,-1.0
14511,118,levis,abercrombie & fitch,uniqlo,,,,6.0,13.0,-1.0,,22.0,27.0,-1.0
20288,118,levis,abercrombie & fitch,uniqlo,,,,6.0,13.0,-1.0,,22.0,27.0,-1.0
29147,118,levis,abercrombie & fitch,uniqlo,,,,6.0,13.0,-1.0,,22.0,27.0,-1.0
35759,118,levis,abercrombie & fitch,uniqlo,,,,6.0,13.0,-1.0,,22.0,27.0,-1.0
40244,118,levis,abercrombie & fitch,uniqlo,,,,6.0,13.0,-1.0,,22.0,27.0,-1.0
13145,119,,,,,,,,,-1.0,,,,-1.0
9208,120,,,,,,,,,-1.0,,,,-1.0
8514,121,nike,columbia,imperial headwear,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
14332,121,nike,columbia,imperial headwear,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
20204,121,nike,columbia,imperial headwear,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
27605,121,nike,columbia,imperial headwear,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
34355,121,nike,columbia,imperial headwear,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
39554,121,nike,columbia,imperial headwear,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
10373,124,target,carter's,kohl's,72.0,46.0,19.0,,0.0,-1.0,36.0,,14.0,-1.0
16925,124,target,carter's,kohl's,72.0,46.0,19.0,,0.0,-1.0,36.0,,14.0,-1.0
22991,124,target,carter's,kohl's,72.0,46.0,19.0,,0.0,-1.0,36.0,,14.0,-1.0
19031,125,macys,gap,,,,,48.0,,-1.0,,54.0,,-1.0
25948,125,macys,gap,,,,,48.0,,-1.0,,54.0,,-1.0
33012,125,macys,gap,,,,,48.0,,-1.0,,54.0,,-1.0
39310,125,macys,gap,,,,,48.0,,-1.0,,54.0,,-1.0
42009,125,macys,gap,,,,,48.0,,-1.0,,54.0,,-1.0
12185,126,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
17070,126,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
22432,126,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
30097,126,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
36658,126,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
41776,126,under armour,american eagle,spider,36.0,15.0,22.0,0.0,,-1.0,20.0,18.0,,-1.0
18797,129,bcbg maxazria inc,charming shoppes inc.,american eagle,,,,,0.0,-1.0,,,18.0,-1.0
8700,130,reebok,walmart,sears,97.0,85.0,46.0,0.0,,-1.0,45.0,24.0,,-1.0
13942,130,reebok,walmart,sears,97.0,85.0,46.0,0.0,,-1.0,45.0,24.0,,-1.0
19412,130,reebok,walmart,sears,97.0,85.0,46.0,0.0,,-1.0,45.0,24.0,,-1.0
9528,131,fishman & tobin,,,,,,,,-1.0,,,,-1.0
14355,131,fishman & tobin,,,,,,,,-1.0,,,,-1.0
20283,131,fishman & tobin,,,,,,,,-1.0,,,,-1.0
26812,131,fishman & tobin,,,,,,,,-1.0,,,,-1.0
34959,131,fishman & tobin,,,,,,,,-1.0,,,,-1.0
12195,139,,,,,,,,,-1.0,,,,-1.0
8214,139,,,,,,,,,-1.0,,,,-1.0
12614,141,jones apparel,,,,,,,,-1.0,,,,-1.0
17509,141,jones apparel,,,,,,,,-1.0,,,,-1.0
23415,141,jones apparel,,,,,,,,-1.0,,,,-1.0
30206,141,jones apparel,,,,,,,,-1.0,,,,-1.0
36776,141,jones apparel,,,,,,,,-1.0,,,,-1.0
42560,141,jones apparel,,,,,,,,-1.0,,,,-1.0
10050,142,hanesbrands,old navy,,,,,48.0,,-1.0,,54.0,,-1.0
15415,142,hanesbrands,old navy,,,,,48.0,,-1.0,,54.0,,-1.0
20584,142,hanesbrands,old navy,,,,,48.0,,-1.0,,54.0,,-1.0
27782,142,hanesbrands,old navy,,,,,48.0,,-1.0,,54.0,,-1.0
34810,142,hanesbrands,old navy,,,,,48.0,,-1.0,,54.0,,-1.0
10013,143,under armour,old navy,hanesbrands,36.0,15.0,22.0,48.0,,-1.0,20.0,54.0,,-1.0
15274,143,under armour,old navy,hanesbrands,36.0,15.0,22.0,48.0,,-1.0,20.0,54.0,,-1.0
20298,143,under armour,old navy,hanesbrands,36.0,15.0,22.0,48.0,,-1.0,20.0,54.0,,-1.0
27874,143,under armour,old navy,hanesbrands,36.0,15.0,22.0,48.0,,-1.0,20.0,54.0,,-1.0
35462,143,under armour,old navy,hanesbrands,36.0,15.0,22.0,48.0,,-1.0,20.0,54.0,,-1.0
12715,147,,,,,,,,,-1.0,,,,-1.0
10955,148,nike,pvh,sumitomo,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
16554,148,nike,pvh,sumitomo,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
23098,148,nike,pvh,sumitomo,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
13573,154,tommy hilfiger,nike,ralph lauren,91.0,62.0,11.0,32.0,1.0,-1.0,38.0,16.0,15.0,-1.0
18631,154,tommy hilfiger,nike,ralph lauren,91.0,62.0,11.0,32.0,1.0,-1.0,38.0,16.0,15.0,-1.0
25542,154,tommy hilfiger,nike,ralph lauren,91.0,62.0,11.0,32.0,1.0,-1.0,38.0,16.0,15.0,-1.0
39609,154,tommy hilfiger,nike,ralph lauren,91.0,62.0,11.0,32.0,1.0,-1.0,38.0,16.0,15.0,-1.0
9229,155,nike,carter's,columbia,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
15706,155,nike,carter's,columbia,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
22425,155,nike,carter's,columbia,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
30084,155,nike,carter's,columbia,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
37206,155,nike,carter's,columbia,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
41045,155,nike,carter's,columbia,83.0,46.0,32.0,,,-1.0,16.0,,,-1.0
14271,158,h&m,target,perry ellis,92.0,77.0,47.0,19.0,,-1.0,38.0,36.0,,-1.0
19763,158,h&m,target,perry ellis,92.0,77.0,47.0,19.0,,-1.0,38.0,36.0,,-1.0
26790,158,h&m,target,perry ellis,92.0,77.0,47.0,19.0,,-1.0,38.0,36.0,,-1.0
34164,158,h&m,target,perry ellis,92.0,77.0,47.0,19.0,,-1.0,38.0,36.0,,-1.0
39446,158,h&m,target,perry ellis,92.0,77.0,47.0,19.0,,-1.0,38.0,36.0,,-1.0
8732,163,llbean,nike,north face,,,,32.0,,-1.0,,16.0,,-1.0
14719,163,llbean,nike,north face,,,,32.0,,-1.0,,16.0,,-1.0
23755,163,llbean,nike,north face,,,,32.0,,-1.0,,16.0,,-1.0
8297,164,kohl's,walmart,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,24.0,36.0,-1.0
14021,164,kohl's,walmart,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,24.0,36.0,-1.0
19589,164,kohl's,walmart,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,24.0,36.0,-1.0
26096,164,kohl's,walmart,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,24.0,36.0,-1.0
33546,164,kohl's,walmart,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,24.0,36.0,-1.0
39332,164,kohl's,walmart,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,24.0,36.0,-1.0
42161,164,kohl's,walmart,target,16.0,15.0,0.0,0.0,19.0,-1.0,14.0,24.0,36.0,-1.0
8286,165,dillards,tmw,jc penney,16.0,54.0,0.0,,,-1.0,18.0,,,-1.0
13857,165,dillards,tmw,jc penney,16.0,54.0,0.0,,,-1.0,18.0,,,-1.0
19835,165,dillards,tmw,jc penney,16.0,54.0,0.0,,,-1.0,18.0,,,-1.0
26409,165,dillards,tmw,jc penney,16.0,54.0,0.0,,,-1.0,18.0,,,-1.0
9748,166,victoria secret,walmart,gap,,,,0.0,48.0,-1.0,,24.0,54.0,-1.0
17467,166,victoria secret,walmart,gap,,,,0.0,48.0,-1.0,,24.0,54.0,-1.0
23932,166,victoria secret,walmart,gap,,,,0.0,48.0,-1.0,,24.0,54.0,-1.0
38252,166,victoria secret,walmart,gap,,,,0.0,48.0,-1.0,,24.0,54.0,-1.0
41026,166,victoria secret,walmart,gap,,,,0.0,48.0,-1.0,,24.0,54.0,-1.0
11700,167,kohl's,h&m,target,16.0,15.0,0.0,47.0,19.0,-1.0,14.0,38.0,36.0,-1.0
17316,167,kohl's,h&m,target,16.0,15.0,0.0,47.0,19.0,-1.0,14.0,38.0,36.0,-1.0
23291,167,kohl's,h&m,target,16.0,15.0,0.0,47.0,19.0,-1.0,14.0,38.0,36.0,-1.0
30374,167,kohl's,h&m,target,16.0,15.0,0.0,47.0,19.0,-1.0,14.0,38.0,36.0,-1.0
37201,167,kohl's,h&m,target,16.0,15.0,0.0,47.0,19.0,-1.0,14.0,38.0,36.0,-1.0
40873,167,kohl's,h&m,target,16.0,15.0,0.0,47.0,19.0,-1.0,14.0,38.0,36.0,-1.0
8608,168,dynamic design,greg norman,jones apparel group,,,,,,-1.0,,,,-1.0
13698,168,dynamic design,greg norman,jones apparel group,,,,,,-1.0,,,,-1.0
18876,168,dynamic design,greg norman,jones apparel group,,,,,,-1.0,,,,-1.0
25979,168,dynamic design,greg norman,jones apparel group,,,,,,-1.0,,,,-1.0
32782,168,dynamic design,greg norman,jones apparel group,,,,,,-1.0,,,,-1.0
39086,168,dynamic design,greg norman,jones apparel group,,,,,,-1.0,,,,-1.0
11228,169,pvh,sanmar,walmart,,,,,0.0,-1.0,,,24.0,-1.0
16984,169,pvh,sanmar,walmart,,,,,0.0,-1.0,,,24.0,-1.0
23319,169,pvh,sanmar,walmart,,,,,0.0,-1.0,,,24.0,-1.0
30470,169,pvh,sanmar,walmart,,,,,0.0,-1.0,,,24.0,-1.0
36836,169,pvh,sanmar,walmart,,,,,0.0,-1.0,,,24.0,-1.0
40572,169,pvh,sanmar,walmart,,,,,0.0,-1.0,,,24.0,-1.0
9529,171,champro sport,mip,american textiles,,,,,,-1.0,,,,-1.0
15413,171,champro sport,mip,american textiles,,,,,,-1.0,,,,-1.0
22280,171,champro sport,mip,american textiles,,,,,,-1.0,,,,-1.0
30559,171,champro sport,mip,american textiles,,,,,,-1.0,,,,-1.0
36006,171,champro sport,mip,american textiles,,,,,,-1.0,,,,-1.0
41740,171,champro sport,mip,american textiles,,,,,,-1.0,,,,-1.0
10369,173,walmart,mast,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
16378,173,walmart,mast,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
23049,173,walmart,mast,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
8446,174,jordache,fashion options,walmart,,,,,0.0,-1.0,,,24.0,-1.0
13763,174,jordache,fashion options,walmart,,,,,0.0,-1.0,,,24.0,-1.0
18525,174,jordache,fashion options,walmart,,,,,0.0,-1.0,,,24.0,-1.0
24718,174,jordache,fashion options,walmart,,,,,0.0,-1.0,,,24.0,-1.0
31895,174,jordache,fashion options,walmart,,,,,0.0,-1.0,,,24.0,-1.0
38638,174,jordache,fashion options,walmart,,,,,0.0,-1.0,,,24.0,-1.0
42610,174,jordache,fashion options,walmart,,,,,0.0,-1.0,,,24.0,-1.0
10187,175,gildan,,,,,,,,-1.0,,,,-1.0
16009,175,gildan,,,,,,,,-1.0,,,,-1.0
21249,175,gildan,,,,,,,,-1.0,,,,-1.0
29461,175,gildan,,,,,,,,-1.0,,,,-1.0
37275,175,gildan,,,,,,,,-1.0,,,,-1.0
8191,175,,,,,,,,,-1.0,,,,-1.0
11060,177,academy,rocky,dick's,,,,,,-1.0,,,,-1.0
16678,177,academy,rocky,dick's,,,,,,-1.0,,,,-1.0
21695,177,academy,rocky,dick's,,,,,,-1.0,,,,-1.0
29455,177,academy,rocky,dick's,,,,,,-1.0,,,,-1.0
35754,177,academy,rocky,dick's,,,,,,-1.0,,,,-1.0
40926,177,academy,rocky,dick's,,,,,,-1.0,,,,-1.0
9859,178,jc penney,pvh,lauren,,,,,,-1.0,,,,-1.0
15973,178,jc penney,pvh,lauren,,,,,,-1.0,,,,-1.0
21091,178,jc penney,pvh,lauren,,,,,,-1.0,,,,-1.0
27456,178,jc penney,pvh,lauren,,,,,,-1.0,,,,-1.0
35215,178,jc penney,pvh,lauren,,,,,,-1.0,,,,-1.0
39818,178,jc penney,pvh,lauren,,,,,,-1.0,,,,-1.0
43590,178,jc penney,pvh,lauren,,,,,,-1.0,,,,-1.0
27524,180,disney,gap,,,,,48.0,,-1.0,,54.0,,-1.0
36849,180,disney,gap,,,,,48.0,,-1.0,,54.0,,-1.0
40558,180,disney,gap,,,,,48.0,,-1.0,,54.0,,-1.0
8934,181,columbia,adidas,puma,,,,46.0,46.0,-1.0,,45.0,50.0,-1.0
15528,181,columbia,adidas,puma,,,,46.0,46.0,-1.0,,45.0,50.0,-1.0
21145,181,columbia,adidas,puma,,,,46.0,46.0,-1.0,,45.0,50.0,-1.0
28704,181,columbia,adidas,puma,,,,46.0,46.0,-1.0,,45.0,50.0,-1.0
34928,181,columbia,adidas,puma,,,,46.0,46.0,-1.0,,45.0,50.0,-1.0
39861,181,columbia,adidas,puma,,,,46.0,46.0,-1.0,,45.0,50.0,-1.0
20263,182,lane bryan,chico's,tilly's,,,,0.0,,-1.0,,16.0,,-1.0
30544,182,lane bryan,chico's,tilly's,,,,0.0,,-1.0,,16.0,,-1.0
37661,182,lane bryan,chico's,tilly's,,,,0.0,,-1.0,,16.0,,-1.0
41051,182,lane bryan,chico's,tilly's,,,,0.0,,-1.0,,16.0,,-1.0
12771,183,llbean,rei,,,,,,,-1.0,,,,-1.0
21067,183,llbean,rei,,,,,,,-1.0,,,,-1.0
29411,183,llbean,rei,,,,,,,-1.0,,,,-1.0
36841,183,llbean,rei,,,,,,,-1.0,,,,-1.0
40480,183,llbean,rei,,,,,,,-1.0,,,,-1.0
18166,185,justice,fanatics apparel,,,,,,,-1.0,,,,-1.0
25353,185,justice,fanatics apparel,,,,,,,-1.0,,,,-1.0
33558,185,justice,fanatics apparel,,,,,,,-1.0,,,,-1.0
39465,185,justice,fanatics apparel,,,,,,,-1.0,,,,-1.0
42280,185,justice,fanatics apparel,,,,,,,-1.0,,,,-1.0
9557,186,athleta,talbots,club monaco,,,,,,-1.0,,,,-1.0
15842,186,athleta,talbots,club monaco,,,,,,-1.0,,,,-1.0
21517,186,athleta,talbots,club monaco,,,,,,-1.0,,,,-1.0
29267,186,athleta,talbots,club monaco,,,,,,-1.0,,,,-1.0
36094,186,athleta,talbots,club monaco,,,,,,-1.0,,,,-1.0
40356,186,athleta,talbots,club monaco,,,,,,-1.0,,,,-1.0
10622,190,mondetta,inditex,costco,,,,,,-1.0,,,,-1.0
16184,190,mondetta,inditex,costco,,,,,,-1.0,,,,-1.0
22503,190,mondetta,inditex,costco,,,,,,-1.0,,,,-1.0
29758,190,mondetta,inditex,costco,,,,,,-1.0,,,,-1.0
37998,190,mondetta,inditex,costco,,,,,,-1.0,,,,-1.0
40948,190,mondetta,inditex,costco,,,,,,-1.0,,,,-1.0
10087,198,tommy hilfiger,nike,spring field,91.0,62.0,11.0,32.0,,-1.0,38.0,16.0,,-1.0
16074,198,tommy hilfiger,nike,spring field,91.0,62.0,11.0,32.0,,-1.0,38.0,16.0,,-1.0
22494,198,tommy hilfiger,nike,spring field,91.0,62.0,11.0,32.0,,-1.0,38.0,16.0,,-1.0
30505,198,tommy hilfiger,nike,spring field,91.0,62.0,11.0,32.0,,-1.0,38.0,16.0,,-1.0
37349,198,tommy hilfiger,nike,spring field,91.0,62.0,11.0,32.0,,-1.0,38.0,16.0,,-1.0
42181,198,tommy hilfiger,nike,spring field,91.0,62.0,11.0,32.0,,-1.0,38.0,16.0,,-1.0
9038,199,kohl's,walmart,new balance,16.0,15.0,0.0,0.0,35.0,-1.0,14.0,24.0,11.0,-1.0
15309,199,kohl's,walmart,new balance,16.0,15.0,0.0,0.0,35.0,-1.0,14.0,24.0,11.0,-1.0
25244,199,kohl's,walmart,new balance,16.0,15.0,0.0,0.0,35.0,-1.0,14.0,24.0,11.0,-1.0
11530,201,,,,,,,,,-1.0,,,,-1.0
16787,201,,,,,,,,,-1.0,,,,-1.0
9690,204,h&m,express,,92.0,77.0,47.0,0.0,,-1.0,38.0,11.0,,-1.0
16078,204,h&m,express,,92.0,77.0,47.0,0.0,,-1.0,38.0,11.0,,-1.0
24050,204,h&m,express,,92.0,77.0,47.0,0.0,,-1.0,38.0,11.0,,-1.0
30692,204,h&m,express,,92.0,77.0,47.0,0.0,,-1.0,38.0,11.0,,-1.0
39212,204,h&m,express,,92.0,77.0,47.0,0.0,,-1.0,38.0,11.0,,-1.0
11868,205,h&m,gap,ascena,92.0,77.0,47.0,48.0,,-1.0,38.0,54.0,,-1.0
18948,205,h&m,gap,ascena,92.0,77.0,47.0,48.0,,-1.0,38.0,54.0,,-1.0
26085,205,h&m,gap,ascena,92.0,77.0,47.0,48.0,,-1.0,38.0,54.0,,-1.0
32043,205,h&m,gap,ascena,92.0,77.0,47.0,48.0,,-1.0,38.0,54.0,,-1.0
38961,205,h&m,gap,ascena,92.0,77.0,47.0,48.0,,-1.0,38.0,54.0,,-1.0
8810,212,h&m,sot,macy's,92.0,77.0,47.0,,0.0,-1.0,38.0,,18.0,-1.0
15146,212,h&m,sot,macy's,92.0,77.0,47.0,,0.0,-1.0,38.0,,18.0,-1.0
21325,212,h&m,sot,macy's,92.0,77.0,47.0,,0.0,-1.0,38.0,,18.0,-1.0
28669,212,h&m,sot,macy's,92.0,77.0,47.0,,0.0,-1.0,38.0,,18.0,-1.0
35557,212,h&m,sot,macy's,92.0,77.0,47.0,,0.0,-1.0,38.0,,18.0,-1.0
11634,219,hansae,hansoll,sae-a trading,,,,,,-1.0,,,,-1.0
17620,219,hansae,hansoll,sae-a trading,,,,,,-1.0,,,,-1.0
24311,219,hansae,hansoll,sae-a trading,,,,,,-1.0,,,,-1.0
30810,219,hansae,hansoll,sae-a trading,,,,,,-1.0,,,,-1.0
37948,219,hansae,hansoll,sae-a trading,,,,,,-1.0,,,,-1.0
11879,220,hansae,hansoll,shinsung vina,,,,,,-1.0,,,,-1.0
17666,220,hansae,hansoll,shinsung vina,,,,,,-1.0,,,,-1.0
24452,220,hansae,hansoll,shinsung vina,,,,,,-1.0,,,,-1.0
10715,222,target,gap,ascena,72.0,46.0,19.0,48.0,,-1.0,36.0,54.0,,-1.0
16585,222,target,gap,ascena,72.0,46.0,19.0,48.0,,-1.0,36.0,54.0,,-1.0
22731,222,target,gap,ascena,72.0,46.0,19.0,48.0,,-1.0,36.0,54.0,,-1.0
29581,222,target,gap,ascena,72.0,46.0,19.0,48.0,,-1.0,36.0,54.0,,-1.0
36789,222,target,gap,ascena,72.0,46.0,19.0,48.0,,-1.0,36.0,54.0,,-1.0
40397,222,target,gap,ascena,72.0,46.0,19.0,48.0,,-1.0,36.0,54.0,,-1.0
13451,226,walmart,the children's place,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
19923,226,walmart,the children's place,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
11235,228,chico's,lucky brand,kohl's,27.0,23.0,0.0,,0.0,-1.0,16.0,,14.0,-1.0
17603,228,chico's,lucky brand,kohl's,27.0,23.0,0.0,,0.0,-1.0,16.0,,14.0,-1.0
22862,228,chico's,lucky brand,kohl's,27.0,23.0,0.0,,0.0,-1.0,16.0,,14.0,-1.0
30671,228,chico's,lucky brand,kohl's,27.0,23.0,0.0,,0.0,-1.0,16.0,,14.0,-1.0
37871,228,chico's,lucky brand,kohl's,27.0,23.0,0.0,,0.0,-1.0,16.0,,14.0,-1.0
41750,228,chico's,lucky brand,kohl's,27.0,23.0,0.0,,0.0,-1.0,16.0,,14.0,-1.0
10434,230,abercrombie & fitch,vf,llbean,29.0,0.0,6.0,,,-1.0,22.0,,,-1.0
15912,230,abercrombie & fitch,vf,llbean,29.0,0.0,6.0,,,-1.0,22.0,,,-1.0
21516,230,abercrombie & fitch,vf,llbean,29.0,0.0,6.0,,,-1.0,22.0,,,-1.0
29103,230,abercrombie & fitch,vf,llbean,29.0,0.0,6.0,,,-1.0,22.0,,,-1.0
35688,230,abercrombie & fitch,vf,llbean,29.0,0.0,6.0,,,-1.0,22.0,,,-1.0
39963,230,abercrombie & fitch,vf,llbean,29.0,0.0,6.0,,,-1.0,22.0,,,-1.0
19309,232,shopko,newyorker,lidl,,,,,,-1.0,,,,-1.0
12629,236,under armour,mec,llbean,36.0,15.0,22.0,,,-1.0,20.0,,,-1.0
20690,236,under armour,mec,llbean,36.0,15.0,22.0,,,-1.0,20.0,,,-1.0
38757,236,under armour,mec,llbean,36.0,15.0,22.0,,,-1.0,20.0,,,-1.0
9093,237,coach,samsonite,kate spade,46.0,62.0,1.0,,0.0,-1.0,28.0,,20.0,-1.0
15602,237,coach,samsonite,kate spade,46.0,62.0,1.0,,0.0,-1.0,28.0,,20.0,-1.0
23065,237,coach,samsonite,kate spade,46.0,62.0,1.0,,0.0,-1.0,28.0,,20.0,-1.0
9681,238,walmart,carter's,gap,68.0,62.0,0.0,,48.0,-1.0,24.0,,54.0,-1.0
14835,238,walmart,carter's,gap,68.0,62.0,0.0,,48.0,-1.0,24.0,,54.0,-1.0
19954,238,walmart,carter's,gap,68.0,62.0,0.0,,48.0,-1.0,24.0,,54.0,-1.0
26714,238,walmart,carter's,gap,68.0,62.0,0.0,,48.0,-1.0,24.0,,54.0,-1.0
34213,238,walmart,carter's,gap,68.0,62.0,0.0,,48.0,-1.0,24.0,,54.0,-1.0
39665,238,walmart,carter's,gap,68.0,62.0,0.0,,48.0,-1.0,24.0,,54.0,-1.0
12827,239,,,,,,,,,-1.0,,,,-1.0
9081,242,gap,talbots,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
15407,242,gap,talbots,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
19611,242,gap,talbots,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
26543,242,gap,talbots,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
33666,242,gap,talbots,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
41516,242,gap,talbots,,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
12545,243,gap,adidas,levi's,86.0,46.0,48.0,46.0,,-1.0,54.0,45.0,,-1.0
18208,243,gap,adidas,levi's,86.0,46.0,48.0,46.0,,-1.0,54.0,45.0,,-1.0
25278,243,gap,adidas,levi's,86.0,46.0,48.0,46.0,,-1.0,54.0,45.0,,-1.0
31714,243,gap,adidas,levi's,86.0,46.0,48.0,46.0,,-1.0,54.0,45.0,,-1.0
38062,243,gap,adidas,levi's,86.0,46.0,48.0,46.0,,-1.0,54.0,45.0,,-1.0
41789,243,gap,adidas,levi's,86.0,46.0,48.0,46.0,,-1.0,54.0,45.0,,-1.0
9955,244,gap,justice,my dyer,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
15370,244,gap,justice,my dyer,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
20808,244,gap,justice,my dyer,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
28023,244,gap,justice,my dyer,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
34359,244,gap,justice,my dyer,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
39707,244,gap,justice,my dyer,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
12542,245,gap,li & fung,pei,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
17909,245,gap,li & fung,pei,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
24057,245,gap,li & fung,pei,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
38029,245,gap,li & fung,pei,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
40937,245,gap,li & fung,pei,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
11508,246,target,levi's,walmart,72.0,46.0,19.0,,0.0,-1.0,36.0,,24.0,-1.0
17205,246,target,levi's,walmart,72.0,46.0,19.0,,0.0,-1.0,36.0,,24.0,-1.0
21818,246,target,levi's,walmart,72.0,46.0,19.0,,0.0,-1.0,36.0,,24.0,-1.0
29021,246,target,levi's,walmart,72.0,46.0,19.0,,0.0,-1.0,36.0,,24.0,-1.0
35837,246,target,levi's,walmart,72.0,46.0,19.0,,0.0,-1.0,36.0,,24.0,-1.0
40035,246,target,levi's,walmart,72.0,46.0,19.0,,0.0,-1.0,36.0,,24.0,-1.0
10143,250,perry ellis,copper fit,,,,,,,-1.0,,,,-1.0
16175,250,perry ellis,copper fit,,,,,,,-1.0,,,,-1.0
21090,250,perry ellis,copper fit,,,,,,,-1.0,,,,-1.0
27582,250,perry ellis,copper fit,,,,,,,-1.0,,,,-1.0
34326,250,perry ellis,copper fit,,,,,,,-1.0,,,,-1.0
39821,250,perry ellis,copper fit,,,,,,,-1.0,,,,-1.0
43692,250,perry ellis,copper fit,,,,,,,-1.0,,,,-1.0
13557,269,target,macy's,tempted apparel,72.0,46.0,19.0,0.0,,-1.0,36.0,18.0,,-1.0
19091,269,target,macy's,tempted apparel,72.0,46.0,19.0,0.0,,-1.0,36.0,18.0,,-1.0
11688,270,gap,talbots,manduka,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
17389,270,gap,talbots,manduka,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
24080,270,gap,talbots,manduka,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
30843,270,gap,talbots,manduka,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
37841,270,gap,talbots,manduka,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
41676,270,gap,talbots,manduka,86.0,46.0,48.0,,,-1.0,54.0,,,-1.0
8062,272,hanesbrands,fruit of the loom,,,,,,,-1.0,,,,-1.0
12847,272,hanesbrands,fruit of the loom,,,,,,,-1.0,,,,-1.0
18349,272,hanesbrands,fruit of the loom,,,,,,,-1.0,,,,-1.0
25156,272,hanesbrands,fruit of the loom,,,,,,,-1.0,,,,-1.0
33004,272,hanesbrands,fruit of the loom,,,,,,,-1.0,,,,-1.0
39682,272,hanesbrands,fruit of the loom,,,,,,,-1.0,,,,-1.0
43115,272,hanesbrands,fruit of the loom,,,,,,,-1.0,,,,-1.0
