QuestID,FactoryAssessedID,buyer1name,buyer2name,buyer3name,buyer1pol,buyer1gov,buyer1trace,buyer2trace,buyer3trace,buyertracemx,buyer1know,buyer2know,buyer3know,buyerknowmx
16432,1393,decathlon,mango,yungarment,54.0,31.0,0.0,0.0,,-1.0,14.0,15.0,,-1.0
22440,1393,decathlon,mango,yungarment,54.0,31.0,0.0,0.0,,-1.0,14.0,15.0,,-1.0
30526,1393,decathlon,mango,yungarment,54.0,31.0,0.0,0.0,,-1.0,14.0,15.0,,-1.0
10936,1394,levis,eland,tbi,,,,,,-1.0,,,,-1.0
17965,1394,levis,eland,tbi,,,,,,-1.0,,,,-1.0
24506,1394,levis,eland,tbi,,,,,,-1.0,,,,-1.0
31840,1394,levis,eland,tbi,,,,,,-1.0,,,,-1.0
12729,1396,,,,,,,,,-1.0,,,,-1.0
10953,1403,itochu prominent usa,men's wearhouse,eisenberg international,,,,,,-1.0,,,,-1.0
16797,1403,itochu prominent usa,men's wearhouse,eisenberg international,,,,,,-1.0,,,,-1.0
23378,1403,itochu prominent usa,men's wearhouse,eisenberg international,,,,,,-1.0,,,,-1.0
30183,1403,itochu prominent usa,men's wearhouse,eisenberg international,,,,,,-1.0,,,,-1.0
36880,1403,itochu prominent usa,men's wearhouse,eisenberg international,,,,,,-1.0,,,,-1.0
12866,1404,adidas,,,97.0,85.0,46.0,,,-1.0,45.0,,,-1.0
18730,1404,adidas,,,97.0,85.0,46.0,,,-1.0,45.0,,,-1.0
25410,1404,adidas,,,97.0,85.0,46.0,,,-1.0,45.0,,,-1.0
32901,1404,,,,,,,,,-1.0,,,,-1.0
42953,1404,adidas,,,97.0,85.0,46.0,,,-1.0,45.0,,,-1.0
10993,1405,levis,seidensticker,the textyle,,,,,,-1.0,,,,-1.0
16799,1405,levis,seidensticker,the textyle,,,,,,-1.0,,,,-1.0
22147,1405,levis,seidensticker,the textyle,,,,,,-1.0,,,,-1.0
29727,1405,levis,seidensticker,the textyle,,,,,,-1.0,,,,-1.0
36588,1405,levis,seidensticker,the textyle,,,,,,-1.0,,,,-1.0
39831,1405,levis,seidensticker,the textyle,,,,,,-1.0,,,,-1.0
17153,1406,,,,,,,,,-1.0,,,,-1.0
23908,1406,,,,,,,,,-1.0,,,,-1.0
31594,1406,,,,,,,,,-1.0,,,,-1.0
38367,1406,,,,,,,,,-1.0,,,,-1.0
42538,1406,,,,,,,,,-1.0,,,,-1.0
12288,1408,levis,,,,,,,,-1.0,,,,-1.0
16970,1408,levis,,,,,,,,-1.0,,,,-1.0
23603,1408,levis,,,,,,,,-1.0,,,,-1.0
30382,1408,levis,,,,,,,,-1.0,,,,-1.0
37330,1408,levis,,,,,,,,-1.0,,,,-1.0
41015,1408,levis,,,,,,,,-1.0,,,,-1.0
11587,1409,,,,,,,,,-1.0,,,,-1.0
17715,1411,,,,,,,,,-1.0,,,,-1.0
26646,1411,,,,,,,,,-1.0,,,,-1.0
34682,1411,,,,,,,,,-1.0,,,,-1.0
42867,1411,,,,,,,,,-1.0,,,,-1.0
10533,1414,the children's place,,,,,,,,-1.0,,,,-1.0
24462,1414,the children's place,,,,,,,,-1.0,,,,-1.0
12710,1416,columbia,target,land's end,,,,19.0,,-1.0,,36.0,,-1.0
18163,1416,columbia,target,land's end,,,,19.0,,-1.0,,36.0,,-1.0
25379,1416,columbia,target,land's end,,,,19.0,,-1.0,,36.0,,-1.0
32895,1416,columbia,target,land's end,,,,19.0,,-1.0,,36.0,,-1.0
39284,1416,columbia,target,land's end,,,,19.0,,-1.0,,36.0,,-1.0
43242,1416,columbia,target,land's end,,,,19.0,,-1.0,,36.0,,-1.0
23375,1417,columbia,capital,asmara,,,,,,-1.0,,,,-1.0
30915,1417,columbia,capital,asmara,,,,,,-1.0,,,,-1.0
37535,1417,columbia,capital,asmara,,,,,,-1.0,,,,-1.0
40930,1417,columbia,capital,asmara,,,,,,-1.0,,,,-1.0
11136,1418,motives,peerless,cintas,,,,,,-1.0,,,,-1.0
16737,1418,motives,peerless,cintas,,,,,,-1.0,,,,-1.0
22650,1418,motives,peerless,cintas,,,,,,-1.0,,,,-1.0
29813,1418,motives,peerless,cintas,,,,,,-1.0,,,,-1.0
36628,1418,motives,peerless,cintas,,,,,,-1.0,,,,-1.0
41309,1418,motives,peerless,cintas,,,,,,-1.0,,,,-1.0
11051,1419,pvh,li & fung,haggar clothing co.,,,,,,-1.0,,,,-1.0
16656,1419,pvh,li & fung,haggar clothing co.,,,,,,-1.0,,,,-1.0
23201,1419,pvh,li & fung,haggar clothing co.,,,,,,-1.0,,,,-1.0
29737,1419,pvh,li & fung,haggar clothing co.,,,,,,-1.0,,,,-1.0
36942,1419,pvh,li & fung,haggar clothing co.,,,,,,-1.0,,,,-1.0
40827,1419,pvh,li & fung,haggar clothing co.,,,,,,-1.0,,,,-1.0
11870,1420,sport field,rei,asics,,,,,,-1.0,,,,-1.0
19807,1420,sport field,rei,asics,,,,,,-1.0,,,,-1.0
26323,1420,sport field,rei,asics,,,,,,-1.0,,,,-1.0
33877,1420,sport field,rei,asics,,,,,,-1.0,,,,-1.0
39343,1420,sport field,rei,asics,,,,,,-1.0,,,,-1.0
42126,1420,sport field,rei,asics,,,,,,-1.0,,,,-1.0
12322,1421,promient,itochu,itochu corp.,,,,,,-1.0,,,,-1.0
18065,1421,promient,itochu,itochu corp.,,,,,,-1.0,,,,-1.0
25478,1421,promient,itochu,itochu corp.,,,,,,-1.0,,,,-1.0
32412,1421,promient,itochu,itochu corp.,,,,,,-1.0,,,,-1.0
38944,1421,promient,itochu,itochu corp.,,,,,,-1.0,,,,-1.0
42094,1421,promient,itochu,itochu corp.,,,,,,-1.0,,,,-1.0
11809,1422,pt cipta dwi busana,s & f,shinwa,,,,,,-1.0,,,,-1.0
17550,1422,pt cipta dwi busana,s & f,shinwa,,,,,,-1.0,,,,-1.0
24540,1422,pt cipta dwi busana,s & f,shinwa,,,,,,-1.0,,,,-1.0
32405,1422,pt cipta dwi busana,s & f,shinwa,,,,,,-1.0,,,,-1.0
38786,1422,pt cipta dwi busana,s & f,shinwa,,,,,,-1.0,,,,-1.0
13621,1423,csa,walmart,bonton,,,,0.0,,-1.0,,24.0,,-1.0
19537,1423,csa,walmart,bonton,,,,0.0,,-1.0,,24.0,,-1.0
26113,1423,csa,walmart,bonton,,,,0.0,,-1.0,,24.0,,-1.0
33586,1423,csa,walmart,bonton,,,,0.0,,-1.0,,24.0,,-1.0
39760,1423,csa,walmart,bonton,,,,0.0,,-1.0,,24.0,,-1.0
43482,1423,csa,walmart,bonton,,,,0.0,,-1.0,,24.0,,-1.0
16356,1425,,,,,,,,,-1.0,,,,-1.0
24260,1425,,,,,,,,,-1.0,,,,-1.0
34457,1425,,,,,,,,,-1.0,,,,-1.0
42662,1425,,,,,,,,,-1.0,,,,-1.0
16933,1426,,,,,,,,,-1.0,,,,-1.0
25507,1426,,,,,,,,,-1.0,,,,-1.0
33524,1426,,,,,,,,,-1.0,,,,-1.0
14202,1428,columbia,amer sport,berghaus,,,,,,-1.0,,,,-1.0
19672,1428,columbia,amer sport,berghaus,,,,,,-1.0,,,,-1.0
26578,1428,columbia,amer sport,berghaus,,,,,,-1.0,,,,-1.0
33983,1428,columbia,amer sport,berghaus,,,,,,-1.0,,,,-1.0
39429,1428,columbia,amer sport,berghaus,,,,,,-1.0,,,,-1.0
42357,1428,columbia,amer sport,berghaus,,,,,,-1.0,,,,-1.0
11729,1429,new york,h&m,c&b,,,,47.0,,-1.0,,38.0,,-1.0
17544,1429,new york,h&m,c&b,,,,47.0,,-1.0,,38.0,,-1.0
24405,1429,new york,h&m,c&b,,,,47.0,,-1.0,,38.0,,-1.0
35923,1429,new york,h&m,c&b,,,,47.0,,-1.0,,38.0,,-1.0
9877,1430,,,,,,,,,-1.0,,,,-1.0
39845,1430,,,,,,,,,-1.0,,,,-1.0
43788,1430,,,,,,,,,-1.0,,,,-1.0
15391,1431,matalan,kayser roth,haband,14.0,31.0,0.0,,,-1.0,1.0,,,-1.0
21081,1431,matalan,kayser roth,haband,14.0,31.0,0.0,,,-1.0,1.0,,,-1.0
29399,1431,matalan,kayser roth,haband,14.0,31.0,0.0,,,-1.0,1.0,,,-1.0
38172,1431,matalan,kayser roth,haband,14.0,31.0,0.0,,,-1.0,1.0,,,-1.0
10009,1432,c&a,,,83.0,100.0,48.0,,,-1.0,41.0,,,-1.0
18356,1432,c&a,,,83.0,100.0,48.0,,,-1.0,41.0,,,-1.0
26190,1432,c&a,,,83.0,100.0,48.0,,,-1.0,41.0,,,-1.0
34723,1432,c&a,,,83.0,100.0,48.0,,,-1.0,41.0,,,-1.0
10080,1438,,,,,,,,,-1.0,,,,-1.0
9400,1439,access equip motos france,,,,,,,,-1.0,,,,-1.0
20289,1439,access equip motos france,,,,,,,,-1.0,,,,-1.0
27985,1439,access equip motos france,,,,,,,,-1.0,,,,-1.0
10739,1440,levis,kik,armani,,,,0.0,0.0,-1.0,,12.0,4.0,-1.0
16287,1440,levis,kik,armani,,,,0.0,0.0,-1.0,,12.0,4.0,-1.0
22531,1440,levis,kik,armani,,,,0.0,0.0,-1.0,,12.0,4.0,-1.0
9819,1441,debenhams,,,30.0,23.0,24.0,,,-1.0,19.0,,,-1.0
17524,1441,debenhams,,,30.0,23.0,24.0,,,-1.0,19.0,,,-1.0
23727,1441,debenhams,,,30.0,23.0,24.0,,,-1.0,19.0,,,-1.0
32278,1441,debenhams,,,30.0,23.0,24.0,,,-1.0,19.0,,,-1.0
42809,1441,debenhams,,,30.0,23.0,24.0,,,-1.0,19.0,,,-1.0
12181,1442,,,,,,,,,-1.0,,,,-1.0
18343,1442,,,,,,,,,-1.0,,,,-1.0
24839,1442,,,,,,,,,-1.0,,,,-1.0
32252,1442,,,,,,,,,-1.0,,,,-1.0
38856,1442,,,,,,,,,-1.0,,,,-1.0
42985,1442,,,,,,,,,-1.0,,,,-1.0
11278,1444,inditex,zara,,,,,13.0,,-1.0,,38.0,,-1.0
16781,1444,inditex,zara,,,,,13.0,,-1.0,,38.0,,-1.0
26876,1444,inditex,zara,,,,,13.0,,-1.0,,38.0,,-1.0
32806,1444,inditex,zara,,,,,13.0,,-1.0,,38.0,,-1.0
10836,1445,,,,,,,,,-1.0,,,,-1.0
11308,1446,tom tailor,s oliver,jack wolfskin,,,,,,-1.0,,,,-1.0
17140,1446,tom tailor,s oliver,jack wolfskin,,,,,,-1.0,,,,-1.0
24426,1446,tom tailor,s oliver,jack wolfskin,,,,,,-1.0,,,,-1.0
35812,1446,tom tailor,s oliver,jack wolfskin,,,,,,-1.0,,,,-1.0
14260,1447,new balance,,,60.0,23.0,35.0,,,-1.0,11.0,,,-1.0
19368,1447,new balance,,,60.0,23.0,35.0,,,-1.0,11.0,,,-1.0
26355,1447,new balance,,,60.0,23.0,35.0,,,-1.0,11.0,,,-1.0
34068,1447,new balance,,,60.0,23.0,35.0,,,-1.0,11.0,,,-1.0
39666,1447,new balance,,,60.0,23.0,35.0,,,-1.0,11.0,,,-1.0
14236,1448,adidas,nike,aic,97.0,85.0,46.0,32.0,,-1.0,45.0,16.0,,-1.0
19791,1448,adidas,nike,aic,97.0,85.0,46.0,32.0,,-1.0,45.0,16.0,,-1.0
27515,1448,adidas,nike,aic,97.0,85.0,46.0,32.0,,-1.0,45.0,16.0,,-1.0
34464,1448,adidas,nike,aic,97.0,85.0,46.0,32.0,,-1.0,45.0,16.0,,-1.0
40325,1448,adidas,nike,aic,97.0,85.0,46.0,32.0,,-1.0,45.0,16.0,,-1.0
43312,1448,adidas,nike,aic,97.0,85.0,46.0,32.0,,-1.0,45.0,16.0,,-1.0
10515,1450,giorgio armani,,,,,,,,-1.0,,,,-1.0
19143,1450,giorgio armani,,,,,,,,-1.0,,,,-1.0
27473,1450,giorgio armani,,,,,,,,-1.0,,,,-1.0
38939,1450,,,,,,,,,-1.0,,,,-1.0
42568,1450,giorgio armani,,,,,,,,-1.0,,,,-1.0
14325,1451,,,,,,,,,-1.0,,,,-1.0
13622,1452,oktava,itochu,viet anh,,,,,,-1.0,,,,-1.0
20346,1452,oktava,itochu,viet anh,,,,,,-1.0,,,,-1.0
28397,1452,oktava,itochu,viet anh,,,,,,-1.0,,,,-1.0
10529,1454,esprit,,,90.0,100.0,48.0,,,-1.0,43.0,,,-1.0
22356,1454,esprit,,,90.0,100.0,48.0,,,-1.0,43.0,,,-1.0
12025,1455,levis,kohl's,gap,,,,0.0,48.0,-1.0,,14.0,54.0,-1.0
17490,1455,levis,kohl's,gap,,,,0.0,48.0,-1.0,,14.0,54.0,-1.0
24870,1455,levis,kohl's,gap,,,,0.0,48.0,-1.0,,14.0,54.0,-1.0
37680,1455,levis,kohl's,gap,,,,0.0,48.0,-1.0,,14.0,54.0,-1.0
41084,1455,levis,kohl's,gap,,,,0.0,48.0,-1.0,,14.0,54.0,-1.0
10664,1457,,,,,,,,,-1.0,,,,-1.0
18297,1457,,,,,,,,,-1.0,,,,-1.0
27451,1457,,,,,,,,,-1.0,,,,-1.0
35835,1457,,,,,,,,,-1.0,,,,-1.0
42872,1457,,,,,,,,,-1.0,,,,-1.0
9436,1458,mayoral,reitmans,indipunt,,,,,,-1.0,,,,-1.0
15705,1458,mayoral,reitmans,indipunt,,,,,,-1.0,,,,-1.0
21061,1458,mayoral,reitmans,indipunt,,,,,,-1.0,,,,-1.0
28536,1458,mayoral,reitmans,indipunt,,,,,,-1.0,,,,-1.0
35121,1458,mayoral,reitmans,indipunt,,,,,,-1.0,,,,-1.0
41324,1458,mayoral,reitmans,indipunt,,,,,,-1.0,,,,-1.0
12603,1459,lcw,marks & spencer,h&m,,,,27.0,47.0,-1.0,,41.0,38.0,-1.0
22208,1459,lcw,marks & spencer,h&m,,,,27.0,47.0,-1.0,,41.0,38.0,-1.0
12480,1461,jc penney,macy's,kohl's,,,,0.0,0.0,-1.0,,18.0,14.0,-1.0
17972,1461,jc penney,macy's,kohl's,,,,0.0,0.0,-1.0,,18.0,14.0,-1.0
24124,1461,jc penney,macy's,kohl's,,,,0.0,0.0,-1.0,,18.0,14.0,-1.0
31794,1461,jc penney,macy's,kohl's,,,,0.0,0.0,-1.0,,18.0,14.0,-1.0
38041,1461,jc penney,macy's,kohl's,,,,0.0,0.0,-1.0,,18.0,14.0,-1.0
41909,1461,jc penney,macy's,kohl's,,,,0.0,0.0,-1.0,,18.0,14.0,-1.0
8209,1462,,,,,,,,,-1.0,,,,-1.0
14339,1462,,,,,,,,,-1.0,,,,-1.0
11959,1464,shutt sport inc.,rawling sporting goods company inc,demon united,,,,,,-1.0,,,,-1.0
17646,1464,shutt sport inc.,rawling sporting goods company inc,demon united,,,,,,-1.0,,,,-1.0
23683,1464,shutt sport inc.,rawling sporting goods company inc,demon united,,,,,,-1.0,,,,-1.0
30462,1464,shutt sport inc.,rawling sporting goods company inc,demon united,,,,,,-1.0,,,,-1.0
37757,1464,shutt sport inc.,rawling sporting goods company inc,demon united,,,,,,-1.0,,,,-1.0
8307,1465,h&m,limited,esprit,92.0,77.0,47.0,,48.0,-1.0,38.0,,43.0,-1.0
14130,1465,h&m,limited,esprit,92.0,77.0,47.0,,48.0,-1.0,38.0,,43.0,-1.0
19362,1465,h&m,limited,esprit,92.0,77.0,47.0,,48.0,-1.0,38.0,,43.0,-1.0
26172,1465,h&m,limited,esprit,92.0,77.0,47.0,,48.0,-1.0,38.0,,43.0,-1.0
34776,1465,h&m,limited,esprit,92.0,77.0,47.0,,48.0,-1.0,38.0,,43.0,-1.0
39690,1465,h&m,limited,esprit,92.0,77.0,47.0,,48.0,-1.0,38.0,,43.0,-1.0
12352,1466,ann taylor,esprit,g-iii,,,,48.0,,-1.0,,43.0,,-1.0
17071,1466,ann taylor,esprit,g-iii,,,,48.0,,-1.0,,43.0,,-1.0
23119,1466,ann taylor,esprit,g-iii,,,,48.0,,-1.0,,43.0,,-1.0
38714,1466,ann taylor,esprit,g-iii,,,,48.0,,-1.0,,43.0,,-1.0
41729,1466,ann taylor,esprit,g-iii,,,,48.0,,-1.0,,43.0,,-1.0
9472,1467,,,,,,,,,-1.0,,,,-1.0
17502,1467,,,,,,,,,-1.0,,,,-1.0
23731,1467,,,,,,,,,-1.0,,,,-1.0
38126,1467,,,,,,,,,-1.0,,,,-1.0
11990,1468,huyng ji fashion group,woojin,ftn,,,,,,-1.0,,,,-1.0
18049,1468,huyng ji fashion group,woojin,ftn,,,,,,-1.0,,,,-1.0
24741,1468,huyng ji fashion group,woojin,ftn,,,,,,-1.0,,,,-1.0
30750,1468,huyng ji fashion group,woojin,ftn,,,,,,-1.0,,,,-1.0
37483,1468,huyng ji fashion group,woojin,ftn,,,,,,-1.0,,,,-1.0
41928,1468,huyng ji fashion group,woojin,ftn,,,,,,-1.0,,,,-1.0
14155,1469,,,,,,,,,-1.0,,,,-1.0
8400,1473,s. oliver,perry ellis,marks & spencer,0.0,0.0,0.0,,27.0,-1.0,0.0,,41.0,-1.0
14347,1473,s. oliver,perry ellis,marks & spencer,0.0,0.0,0.0,,27.0,-1.0,0.0,,41.0,-1.0
20290,1473,s. oliver,perry ellis,marks & spencer,0.0,0.0,0.0,,27.0,-1.0,0.0,,41.0,-1.0
29609,1473,s. oliver,perry ellis,marks & spencer,0.0,0.0,0.0,,27.0,-1.0,0.0,,41.0,-1.0
11881,1474,macys,jc penney,g-iii,,,,,,-1.0,,,,-1.0
18630,1474,macys,jc penney,g-iii,,,,,,-1.0,,,,-1.0
24962,1474,macys,jc penney,g-iii,,,,,,-1.0,,,,-1.0
32231,1474,macys,jc penney,g-iii,,,,,,-1.0,,,,-1.0
38892,1474,macys,jc penney,g-iii,,,,,,-1.0,,,,-1.0
42062,1474,macys,jc penney,g-iii,,,,,,-1.0,,,,-1.0
14137,1476,,,,,,,,,-1.0,,,,-1.0
19788,1476,,,,,,,,,-1.0,,,,-1.0
28269,1476,,,,,,,,,-1.0,,,,-1.0
38421,1476,,,,,,,,,-1.0,,,,-1.0
43081,1476,,,,,,,,,-1.0,,,,-1.0
13416,1477,,,,,,,,,-1.0,,,,-1.0
20540,1477,,,,,,,,,-1.0,,,,-1.0
41182,1477,,,,,,,,,-1.0,,,,-1.0
12136,1478,uniqlo,,,68.0,31.0,13.0,,,-1.0,27.0,,,-1.0
19519,1478,uniqlo,,,68.0,31.0,13.0,,,-1.0,27.0,,,-1.0
26567,1478,uniqlo,,,68.0,31.0,13.0,,,-1.0,27.0,,,-1.0
33403,1478,uniqlo,,,68.0,31.0,13.0,,,-1.0,27.0,,,-1.0
39870,1478,,,,,,,,,-1.0,,,,-1.0
42611,1478,uniqlo,,,68.0,31.0,13.0,,,-1.0,27.0,,,-1.0
13010,1479,,,,,,,,,-1.0,,,,-1.0
19656,1479,,,,,,,,,-1.0,,,,-1.0
12109,1480,academy,cabela,dick's,,,,,,-1.0,,,,-1.0
17344,1480,academy,cabela,dick's,,,,,,-1.0,,,,-1.0
23051,1480,academy,cabela,dick's,,,,,,-1.0,,,,-1.0
33849,1480,academy,cabela,dick's,,,,,,-1.0,,,,-1.0
38253,1480,academy,cabela,dick's,,,,,,-1.0,,,,-1.0
41041,1480,academy,cabela,dick's,,,,,,-1.0,,,,-1.0
13737,1482,,,,,,,,,-1.0,,,,-1.0
12064,1483,unifirst,,,,,,,,-1.0,,,,-1.0
17733,1483,unifirst,,,,,,,,-1.0,,,,-1.0
26293,1483,unifirst,,,,,,,,-1.0,,,,-1.0
17884,1487,belk,stani,outerstuff,,,,,,-1.0,,,,-1.0
25479,1487,belk,stani,outerstuff,,,,,,-1.0,,,,-1.0
32695,1487,belk,stani,outerstuff,,,,,,-1.0,,,,-1.0
11763,1488,walmart,kohl's,sears,68.0,62.0,0.0,0.0,,-1.0,24.0,14.0,,-1.0
17659,1488,walmart,kohl's,sears,68.0,62.0,0.0,0.0,,-1.0,24.0,14.0,,-1.0
23247,1488,walmart,kohl's,sears,68.0,62.0,0.0,0.0,,-1.0,24.0,14.0,,-1.0
30292,1488,walmart,kohl's,sears,68.0,62.0,0.0,0.0,,-1.0,24.0,14.0,,-1.0
36868,1488,walmart,kohl's,sears,68.0,62.0,0.0,0.0,,-1.0,24.0,14.0,,-1.0
12154,1490,,,,,,,,,-1.0,,,,-1.0
11471,1491,,,,,,,,,-1.0,,,,-1.0
16778,1491,muji,,,,,,,,-1.0,,,,-1.0
21253,1491,muji,,,,,,,,-1.0,,,,-1.0
28291,1491,muji,,,,,,,,-1.0,,,,-1.0
35551,1491,muji,,,,,,,,-1.0,,,,-1.0
40591,1491,muji,,,,,,,,-1.0,,,,-1.0
10464,1492,walmart,,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
15701,1492,walmart,,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
21229,1492,walmart,,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
28678,1492,,,,,,,,,-1.0,,,,-1.0
35064,1492,walmart,,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
12876,1494,byer california,jones,gap,,,,,48.0,-1.0,,,54.0,-1.0
18458,1494,byer california,jones,gap,,,,,48.0,-1.0,,,54.0,-1.0
25981,1494,byer california,jones,gap,,,,,48.0,-1.0,,,54.0,-1.0
12338,1496,perry ellis,quick silver,blue ambrosia,,,,,,-1.0,,,,-1.0
19111,1496,perry ellis,quick silver,blue ambrosia,,,,,,-1.0,,,,-1.0
25347,1496,perry ellis,quick silver,blue ambrosia,,,,,,-1.0,,,,-1.0
32963,1496,perry ellis,quick silver,blue ambrosia,,,,,,-1.0,,,,-1.0
23127,1498,adidas,under armour,hanesbrands,97.0,85.0,46.0,22.0,,-1.0,45.0,20.0,,-1.0
38564,1498,adidas,under armour,hanesbrands,97.0,85.0,46.0,22.0,,-1.0,45.0,20.0,,-1.0
13011,1499,esprit,sears,brandtex,90.0,100.0,48.0,,,-1.0,43.0,,,-1.0
18844,1499,esprit,sears,brandtex,90.0,100.0,48.0,,,-1.0,43.0,,,-1.0
25698,1499,esprit,sears,brandtex,90.0,100.0,48.0,,,-1.0,43.0,,,-1.0
32548,1499,esprit,sears,brandtex,90.0,100.0,48.0,,,-1.0,43.0,,,-1.0
39149,1499,esprit,sears,brandtex,90.0,100.0,48.0,,,-1.0,43.0,,,-1.0
41770,1499,esprit,sears,brandtex,90.0,100.0,48.0,,,-1.0,43.0,,,-1.0
12861,1500,fila,w.angle,k2,,,,,,-1.0,,,,-1.0
17820,1500,fila,w.angle,k2,,,,,,-1.0,,,,-1.0
25007,1500,fila,w.angle,k2,,,,,,-1.0,,,,-1.0
32293,1500,fila,w.angle,k2,,,,,,-1.0,,,,-1.0
38693,1500,fila,w.angle,k2,,,,,,-1.0,,,,-1.0
41759,1500,fila,w.angle,k2,,,,,,-1.0,,,,-1.0
14248,1501,debenhams,volume1,cocomo,30.0,23.0,24.0,,,-1.0,19.0,,,-1.0
20070,1501,debenhams,volume1,cocomo,30.0,23.0,24.0,,,-1.0,19.0,,,-1.0
29023,1501,debenhams,volume1,cocomo,30.0,23.0,24.0,,,-1.0,19.0,,,-1.0
42861,1501,debenhams,volume1,cocomo,30.0,23.0,24.0,,,-1.0,19.0,,,-1.0
13800,1502,walmart,homeplus,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
23423,1502,walmart,homeplus,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
30191,1502,walmart,homeplus,,68.0,62.0,0.0,,,-1.0,24.0,,,-1.0
12842,1503,garcone,aeon,iytoyokato,,,,,,-1.0,,,,-1.0
18889,1503,garcone,aeon,iytoyokato,,,,,,-1.0,,,,-1.0
25526,1503,garcone,aeon,iytoyokato,,,,,,-1.0,,,,-1.0
32653,1503,garcone,aeon,iytoyokato,,,,,,-1.0,,,,-1.0
38469,1503,garcone,aeon,iytoyokato,,,,,,-1.0,,,,-1.0
10804,1504,,,,,,,,,-1.0,,,,-1.0
16545,1504,,,,,,,,,-1.0,,,,-1.0
24815,1504,,,,,,,,,-1.0,,,,-1.0
32981,1504,,,,,,,,,-1.0,,,,-1.0
43334,1504,,,,,,,,,-1.0,,,,-1.0
9793,1505,,,,,,,,,-1.0,,,,-1.0
15448,1505,,,,,,,,,-1.0,,,,-1.0
13123,1506,primark,ovs,shopko,57.0,62.0,20.0,1.0,,-1.0,38.0,15.0,,-1.0
18981,1506,primark,ovs,shopko,57.0,62.0,20.0,1.0,,-1.0,38.0,15.0,,-1.0
25571,1506,primark,ovs,shopko,57.0,62.0,20.0,1.0,,-1.0,38.0,15.0,,-1.0
32476,1506,primark,ovs,shopko,57.0,62.0,20.0,1.0,,-1.0,38.0,15.0,,-1.0
38533,1506,primark,ovs,shopko,57.0,62.0,20.0,1.0,,-1.0,38.0,15.0,,-1.0
42569,1506,primark,ovs,shopko,57.0,62.0,20.0,1.0,,-1.0,38.0,15.0,,-1.0
8412,1507,gap,j.crew,ann inc.,86.0,46.0,48.0,0.0,,-1.0,54.0,16.0,,-1.0
13595,1507,gap,j.crew,ann inc.,86.0,46.0,48.0,0.0,,-1.0,54.0,16.0,,-1.0
19363,1507,gap,j.crew,ann inc.,86.0,46.0,48.0,0.0,,-1.0,54.0,16.0,,-1.0
27033,1507,gap,j.crew,ann inc.,86.0,46.0,48.0,0.0,,-1.0,54.0,16.0,,-1.0
33908,1507,gap,j.crew,ann inc.,86.0,46.0,48.0,0.0,,-1.0,54.0,16.0,,-1.0
39512,1507,gap,j.crew,ann inc.,86.0,46.0,48.0,0.0,,-1.0,54.0,16.0,,-1.0
42231,1507,gap,j.crew,ann inc.,86.0,46.0,48.0,0.0,,-1.0,54.0,16.0,,-1.0
9912,1508,ann taylor,uniqlo,gap,,,,13.0,48.0,-1.0,,27.0,54.0,-1.0
16132,1508,ann taylor,uniqlo,gap,,,,13.0,48.0,-1.0,,27.0,54.0,-1.0
21716,1508,ann taylor,uniqlo,gap,,,,13.0,48.0,-1.0,,27.0,54.0,-1.0
27873,1508,ann taylor,uniqlo,gap,,,,13.0,48.0,-1.0,,27.0,54.0,-1.0
34488,1508,ann taylor,uniqlo,gap,,,,13.0,48.0,-1.0,,27.0,54.0,-1.0
42987,1508,ann taylor,uniqlo,gap,,,,13.0,48.0,-1.0,,27.0,54.0,-1.0
8009,1509,talbots,chico's,ann inc,,,,0.0,,-1.0,,16.0,,-1.0
13392,1509,talbots,chico's,ann inc,,,,0.0,,-1.0,,16.0,,-1.0
18837,1509,talbots,chico's,ann inc,,,,0.0,,-1.0,,16.0,,-1.0
25922,1509,talbots,chico's,ann inc,,,,0.0,,-1.0,,16.0,,-1.0
33147,1509,talbots,chico's,ann inc,,,,0.0,,-1.0,,16.0,,-1.0
39202,1509,talbots,chico's,ann inc,,,,0.0,,-1.0,,16.0,,-1.0
41906,1509,talbots,chico's,ann inc,,,,0.0,,-1.0,,16.0,,-1.0
12467,1511,gap,target,li & fung,86.0,46.0,48.0,19.0,,-1.0,54.0,36.0,,-1.0
18909,1511,gap,target,li & fung,86.0,46.0,48.0,19.0,,-1.0,54.0,36.0,,-1.0
26599,1511,gap,target,li & fung,86.0,46.0,48.0,19.0,,-1.0,54.0,36.0,,-1.0
33696,1511,gap,target,li & fung,86.0,46.0,48.0,19.0,,-1.0,54.0,36.0,,-1.0
39494,1511,gap,target,li & fung,86.0,46.0,48.0,19.0,,-1.0,54.0,36.0,,-1.0
13076,1512,one jeans wear,li & fung,kenneth cole,,,,,,-1.0,,,,-1.0
18084,1512,one jeans wear,li & fung,kenneth cole,,,,,,-1.0,,,,-1.0
23979,1512,one jeans wear,li & fung,kenneth cole,,,,,,-1.0,,,,-1.0
36540,1512,one jeans wear,li & fung,kenneth cole,,,,,,-1.0,,,,-1.0
13795,1513,lucky brand,kohl's,ascena,,,,0.0,,-1.0,,14.0,,-1.0
