QuestID,Country,year,FactoryAssessedID,buyer1name,buyer2name,buyer3name,buyer1BW,buyer2BW,buyer3BW
21357,Jordan,2017,8,walmart,kmart,russell corporation,1,0,0
28278,Jordan,2018,8,walmart,kmart,russell corporation,1,0,0
35827,Jordan,2019,8,walmart,kmart,russell corporation,1,0,0
40097,Jordan,2020,8,walmart,kmart,russell corporation,1,0,0
8714,Jordan,2015,14,gap,ralph lauren,land's end,1,1,0
14705,Jordan,2016,14,gap,ralph lauren,land's end,1,1,0
19780,Jordan,2017,14,gap,ralph lauren,land's end,1,1,0
26771,Jordan,2018,14,gap,ralph lauren,land's end,1,1,0
33480,Jordan,2019,14,gap,ralph lauren,land's end,1,1,0
39541,Jordan,2020,14,gap,ralph lauren,land's end,1,1,0
42773,Jordan,2021,14,gap,ralph lauren,land's end,1,1,0
8200,Vietnam,2015,15,rock revival & miss me,olymp,pacific sunwear,,,
17779,Vietnam,2016,15,rock revival & miss me,olymp,pacific sunwear,,,
26358,Vietnam,2018,15,rock revival & miss me,olymp,pacific sunwear,,,
33186,Vietnam,2019,15,rock revival & miss me,olymp,pacific sunwear,,,
39357,Vietnam,2020,15,rock revival & miss me,olymp,pacific sunwear,,,
9733,Vietnam,2015,16,nike,carter's,gear for sport,,,
15556,Vietnam,2016,16,nike,carter's,gear for sport,,,
22768,Vietnam,2017,16,nike,carter's,gear for sport,,,
30141,Vietnam,2018,16,nike,carter's,gear for sport,,,
37022,Vietnam,2019,16,nike,carter's,gear for sport,,,
40556,Vietnam,2020,16,nike,carter's,gear for sport,,,
11637,Haiti,2015,18,,,,,,
14410,Haiti,2016,18,,,,,,
9622,Haiti,2015,24,icat de cv,,,,,
14606,Haiti,2016,24,icat de cv,,,,,
21537,Haiti,2017,24,icat de cv,,,,,
28943,Haiti,2018,24,icat de cv,,,,,
35107,Haiti,2019,24,icat de cv,,,,,
41713,Haiti,2021,24,icat de cv,,,,,
9992,Haiti,2015,28,dickies,fishman tobin,strategic patners  (spi),,,
15233,Haiti,2016,28,dickies,fishman tobin,strategic patners  (spi),,,
20026,Haiti,2017,28,dickies,fishman tobin,strategic patners  (spi),,,
27360,Haiti,2018,28,dickies,fishman tobin,strategic patners  (spi),,,
34961,Haiti,2019,28,dickies,fishman tobin,strategic patners  (spi),,,
41809,Haiti,2021,28,dickies,fishman tobin,strategic patners  (spi),,,
9868,Haiti,2015,29,,,,,,
10030,Haiti,2015,31,peace textile amercia inc,bioworld,kohl's,,,
15576,Haiti,2016,31,peace textile amercia inc,bioworld,kohl's,,,
21199,Haiti,2017,31,peace textile amercia inc,bioworld,kohl's,,,
29065,Haiti,2018,31,peace textile amercia inc,bioworld,kohl's,,,
34890,Haiti,2019,31,peace textile amercia inc,bioworld,kohl's,,,
9530,Haiti,2015,33,gildan,,,,,
14358,Haiti,2016,33,gildan,,,,,
20301,Haiti,2017,33,gildan,,,,,
29004,Haiti,2018,33,gildan,,,,,
35668,Haiti,2019,33,gildan,,,,,
12894,Haiti,2015,35,,,,,,
12665,Haiti,2015,36,levis,under armour,carhartt,,,
17654,Haiti,2016,36,levis,under armour,carhartt,,,
26954,Haiti,2018,36,levis,under armour,carhartt,,,
33353,Haiti,2019,36,levis,under armour,carhartt,,,
39334,Haiti,2020,36,levis,under armour,carhartt,,,
8197,Haiti,2015,36,,,,,,
13317,Jordan,2016,39,under armour,nike,spanx,0,1,0
17500,Jordan,2016,39,under armour,nike,spanx,0,1,0
22762,Jordan,2017,39,under armour,nike,spanx,0,1,0
9626,Haiti,2015,43,fishman & tobin,augusta/holloway,champro/eastbay,,,
17216,Haiti,2016,43,fishman & tobin,augusta/holloway,champro/eastbay,,,
24033,Haiti,2017,43,fishman & tobin,augusta/holloway,champro/eastbay,,,
30421,Haiti,2018,43,fishman & tobin,augusta/holloway,champro/eastbay,,,
35820,Haiti,2019,43,fishman & tobin,augusta/holloway,champro/eastbay,,,
12535,Jordan,2015,48,jones apparel,supreme international,perry ellis,0,0,0
18022,Jordan,2016,48,jones apparel,supreme international,perry ellis,0,0,0
23418,Jordan,2017,48,jones apparel,supreme international,perry ellis,0,0,0
30877,Jordan,2018,48,jones apparel,supreme international,perry ellis,0,0,0
37492,Jordan,2019,48,jones apparel,supreme international,perry ellis,0,0,0
43045,Jordan,2021,48,jones apparel,supreme international,perry ellis,0,0,0
10518,Vietnam,2015,49,eddie bauer,abercrombie & fitch,,,,
16667,Vietnam,2016,49,eddie bauer,abercrombie & fitch,,,,
25034,Vietnam,2018,49,eddie bauer,abercrombie & fitch,,,,
32722,Vietnam,2019,49,eddie bauer,abercrombie & fitch,,,,
39172,Vietnam,2020,49,eddie bauer,abercrombie & fitch,,,,
10903,Vietnam,2015,50,target,carter's,land's end,,,
18144,Vietnam,2017,50,target,carter's,land's end,,,
25013,Vietnam,2018,50,target,carter's,land's end,,,
8585,Vietnam,2015,51,american eagle,jockey,charlotte russe,,,
15134,Vietnam,2016,51,american eagle,jockey,charlotte russe,,,
24475,Vietnam,2017,51,american eagle,jockey,charlotte russe,,,
38214,Vietnam,2020,51,american eagle,jockey,charlotte russe,,,
41665,Vietnam,2021,51,american eagle,jockey,charlotte russe,,,
10970,Vietnam,2015,53,gap,target,kohl's,,,
17752,Vietnam,2016,53,gap,target,kohl's,,,
24114,Vietnam,2017,53,gap,target,kohl's,,,
37536,Vietnam,2019,53,gap,target,kohl's,,,
40921,Vietnam,2020,53,gap,target,kohl's,,,
11898,Vietnam,2015,54,buckle,g-star international,pvh,,,
17775,Vietnam,2016,54,buckle,g-star international,pvh,,,
24797,Vietnam,2017,54,buckle,g-star international,pvh,,,
38314,Vietnam,2020,54,buckle,g-star international,pvh,,,
41279,Vietnam,2021,54,buckle,g-star international,pvh,,,
11053,Vietnam,2015,55,gap,victoria secret,kohl's,,,
17173,Vietnam,2016,55,gap,victoria secret,kohl's,,,
22756,Vietnam,2017,55,gap,victoria secret,kohl's,,,
29933,Vietnam,2018,55,gap,victoria secret,kohl's,,,
36550,Vietnam,2019,55,gap,victoria secret,kohl's,,,
40357,Vietnam,2020,55,gap,victoria secret,kohl's,,,
10967,Jordan,2015,59,hanesbrands,fruit of the loom,new balance,0,0,1
15431,Jordan,2016,59,hanesbrands,fruit of the loom,new balance,0,0,1
21093,Jordan,2017,59,hanesbrands,fruit of the loom,new balance,0,0,1
26191,Jordan,2018,59,hanesbrands,fruit of the loom,new balance,0,0,1
33442,Jordan,2019,59,hanesbrands,fruit of the loom,new balance,0,0,1
39660,Jordan,2020,59,hanesbrands,fruit of the loom,new balance,0,0,1
42548,Jordan,2021,59,hanesbrands,fruit of the loom,new balance,0,0,1
8785,Jordan,2015,60,cintas,standard,,0,0,
14547,Jordan,2016,60,cintas,standard,,0,0,
21036,Jordan,2017,60,cintas,standard,,0,0,
27516,Jordan,2018,60,cintas,standard,,0,0,
34678,Jordan,2019,60,cintas,standard,,0,0,
8886,Jordan,2015,61,hitex,,,0,,
15050,Jordan,2016,61,hitex,,,0,,
19397,Jordan,2017,61,hitex,,,0,,
26366,Jordan,2018,61,hitex,,,0,,
33567,Jordan,2019,61,hitex,,,0,,
41657,Jordan,2021,61,hitex,,,0,,
10607,Vietnam,2015,62,ann taylor,talbots,land's end,,,
16549,Vietnam,2016,62,ann taylor,talbots,land's end,,,
22639,Vietnam,2017,62,ann taylor,talbots,land's end,,,
30765,Vietnam,2018,62,ann taylor,talbots,land's end,,,
38589,Vietnam,2020,62,ann taylor,talbots,land's end,,,
41212,Vietnam,2021,62,ann taylor,talbots,land's end,,,
11487,Vietnam,2015,63,under armour,ralph lauren,j.crew,,,
18093,Vietnam,2016,63,under armour,ralph lauren,j.crew,,,
24956,Vietnam,2018,63,under armour,ralph lauren,j.crew,,,
31632,Vietnam,2019,63,under armour,ralph lauren,j.crew,,,
39339,Vietnam,2020,63,under armour,ralph lauren,j.crew,,,
41916,Vietnam,2021,63,under armour,ralph lauren,j.crew,,,
11639,Haiti,2015,64,gildan,,,,,
17190,Haiti,2016,64,gildan,,,,,
22796,Haiti,2017,64,gildan,,,,,
30391,Haiti,2018,64,gildan,,,,,
35895,Haiti,2019,64,gildan,,,,,
10380,Jordan,2015,72,under armour,adidas,,0,0,
16169,Jordan,2016,72,under armour,adidas,,0,0,
21386,Jordan,2017,72,under armour,adidas,,0,0,
28461,Jordan,2018,72,under armour,adidas,,0,0,
34843,Jordan,2019,72,under armour,adidas,,0,0,
39725,Jordan,2020,72,under armour,adidas,,0,0,
8359,Vietnam,2015,74,cato corporation,"charles komar  and sons, inc",figs,,,
14908,Vietnam,2016,74,cato corporation,"charles komar  and sons, inc",figs,,,
20447,Vietnam,2017,74,cato corporation,"charles komar  and sons, inc",figs,,,
27356,Vietnam,2018,74,cato corporation,"charles komar  and sons, inc",figs,,,
34466,Vietnam,2019,74,cato corporation,"charles komar  and sons, inc",figs,,,
8689,Vietnam,2015,75,,,,,,
18042,Vietnam,2016,75,,,,,,
39243,Vietnam,2020,75,,,,,,
42177,Vietnam,2021,75,,,,,,
11341,Vietnam,2015,77,victoria secret,walmart,kohl's,,,
17170,Vietnam,2016,77,victoria secret,walmart,kohl's,,,
23212,Vietnam,2017,77,victoria secret,walmart,kohl's,,,
30184,Vietnam,2018,77,victoria secret,walmart,kohl's,,,
37200,Vietnam,2019,77,victoria secret,walmart,kohl's,,,
40760,Vietnam,2020,77,victoria secret,walmart,kohl's,,,
9921,Vietnam,2015,78,gap,jc penney,kohl's,,,
16137,Vietnam,2016,78,gap,jc penney,kohl's,,,
22235,Vietnam,2017,78,gap,jc penney,kohl's,,,
30124,Vietnam,2018,78,gap,jc penney,kohl's,,,
37127,Vietnam,2019,78,gap,jc penney,kohl's,,,
40746,Vietnam,2020,78,gap,jc penney,kohl's,,,
12398,Vietnam,2015,80,gap,,,,,
17845,Vietnam,2016,80,gap,,,,,
23889,Vietnam,2017,80,gap,,,,,
30565,Vietnam,2018,80,gap,,,,,
37614,Vietnam,2019,80,gap,,,,,
11342,Vietnam,2015,81,walmart,target,,,,
17022,Vietnam,2016,81,walmart,target,,,,
24344,Vietnam,2017,81,walmart,target,,,,
38490,Vietnam,2020,81,walmart,target,,,,
42186,Vietnam,2021,81,walmart,target,,,,
12366,Vietnam,2015,82,ann taylor,kohl's,jc penney,,,
18000,Vietnam,2016,82,ann taylor,kohl's,jc penney,,,
24256,Vietnam,2017,82,ann taylor,kohl's,jc penney,,,
37924,Vietnam,2020,82,ann taylor,kohl's,jc penney,,,
41242,Vietnam,2021,82,ann taylor,kohl's,jc penney,,,
9095,Jordan,2015,83,li & fung,prl,eddie bauer,1,1,0
14706,Jordan,2016,83,li & fung,prl,eddie bauer,1,1,0
19779,Jordan,2017,83,li & fung,prl,eddie bauer,1,1,0
26772,Jordan,2018,83,li & fung,prl,eddie bauer,1,1,0
33478,Jordan,2019,83,li & fung,prl,eddie bauer,1,1,0
39546,Jordan,2020,83,li & fung,prl,eddie bauer,1,1,0
8410,Vietnam,2015,84,puma,levi's,fred perry,,,
14513,Vietnam,2016,84,puma,levi's,fred perry,,,
19922,Vietnam,2017,84,puma,levi's,fred perry,,,
26388,Vietnam,2018,84,puma,levi's,fred perry,,,
33172,Vietnam,2019,84,puma,levi's,fred perry,,,
39327,Vietnam,2020,84,puma,levi's,fred perry,,,
42090,Vietnam,2021,84,puma,levi's,fred perry,,,
10174,Jordan,2015,85,walmart,kmart,jc penney,1,0,0
15974,Jordan,2016,85,walmart,kmart,jc penney,1,0,0
20996,Jordan,2017,85,walmart,kmart,jc penney,1,0,0
28493,Jordan,2018,85,walmart,kmart,jc penney,1,0,0
34918,Jordan,2019,85,walmart,kmart,jc penney,1,0,0
39841,Jordan,2020,85,walmart,kmart,jc penney,1,0,0
12354,Vietnam,2015,86,h&m,ascena,tommy hilfiger,,,
17853,Vietnam,2016,86,h&m,ascena,tommy hilfiger,,,
25308,Vietnam,2018,86,h&m,ascena,tommy hilfiger,,,
31845,Vietnam,2019,86,h&m,ascena,tommy hilfiger,,,
38238,Vietnam,2020,86,h&m,ascena,tommy hilfiger,,,
41727,Vietnam,2021,86,h&m,ascena,tommy hilfiger,,,
9970,Vietnam,2015,89,carter's,tj- maxx,abercrombie & fitch,,,
16218,Vietnam,2016,89,carter's,tj- maxx,abercrombie & fitch,,,
22633,Vietnam,2017,89,carter's,tj- maxx,abercrombie & fitch,,,
29932,Vietnam,2018,89,carter's,tj- maxx,abercrombie & fitch,,,
37619,Vietnam,2019,89,carter's,tj- maxx,abercrombie & fitch,,,
40740,Vietnam,2020,89,carter's,tj- maxx,abercrombie & fitch,,,
9499,Jordan,2015,90,jones apparel,,,0,,
15443,Jordan,2016,90,jones apparel,,,0,,
22171,Jordan,2017,90,jones apparel,,,0,,
28714,Jordan,2018,90,jones apparel,,,0,,
35714,Jordan,2019,90,jones apparel,,,0,,
12466,Vietnam,2015,91,target,vf,uniqlo,,,
18063,Vietnam,2017,91,target,vf,uniqlo,,,
24492,Vietnam,2018,91,target,vf,uniqlo,,,
31689,Vietnam,2019,91,target,vf,uniqlo,,,
38487,Vietnam,2020,91,target,vf,uniqlo,,,
41415,Vietnam,2021,91,target,vf,uniqlo,,,
10263,Vietnam,2015,93,reebok,5.11 tactical,puma,,,
16267,Vietnam,2016,93,reebok,5.11 tactical,puma,,,
24037,Vietnam,2017,93,reebok,5.11 tactical,puma,,,
38943,Vietnam,2020,93,reebok,5.11 tactical,puma,,,
41999,Vietnam,2021,93,reebok,5.11 tactical,puma,,,
12700,Vietnam,2015,94,new balance,,,,,
19180,Vietnam,2017,94,new balance,,,,,
28997,Vietnam,2018,94,new balance,,,,,
36042,Vietnam,2019,94,new balance,,,,,
40790,Vietnam,2020,94,new balance,,,,,
8744,Vietnam,2015,95,costco,express,american eagle,,,
14412,Vietnam,2016,95,costco,express,american eagle,,,
21266,Vietnam,2017,95,costco,express,american eagle,,,
28353,Vietnam,2018,95,costco,express,american eagle,,,
34937,Vietnam,2019,95,costco,express,american eagle,,,
39836,Vietnam,2020,95,costco,express,american eagle,,,
8916,Vietnam,2015,101,kohl's,walmart,jc penney,,,
17978,Vietnam,2016,101,kohl's,walmart,jc penney,,,
25681,Vietnam,2018,101,kohl's,walmart,jc penney,,,
11279,Vietnam,2015,102,gap,dick's,tweenbrands,,,
16483,Vietnam,2016,102,gap,dick's,tweenbrands,,,
23337,Vietnam,2017,102,gap,dick's,tweenbrands,,,
29507,Vietnam,2018,102,gap,dick's,tweenbrands,,,
36568,Vietnam,2019,102,gap,dick's,tweenbrands,,,
40275,Vietnam,2020,102,gap,dick's,tweenbrands,,,
27762,Jordan,2018,103,vf,columbia,pvh,0,1,1
34622,Jordan,2019,103,vf,columbia,pvh,0,1,1
39646,Jordan,2020,103,vf,columbia,pvh,0,1,1
43528,Jordan,2021,103,vf,columbia,pvh,0,1,1
11714,Vietnam,2015,105,calvin klein,talbots,gap,,,
17870,Vietnam,2016,105,calvin klein,talbots,gap,,,
24757,Vietnam,2018,105,calvin klein,talbots,gap,,,
31646,Vietnam,2019,105,calvin klein,talbots,gap,,,
38000,Vietnam,2020,105,calvin klein,talbots,gap,,,
41462,Vietnam,2021,105,calvin klein,talbots,gap,,,
8702,Vietnam,2015,106,jc penney,abercrombie & fitch,chaus,,,
14213,Vietnam,2016,106,jc penney,abercrombie & fitch,chaus,,,
20189,Vietnam,2017,106,jc penney,abercrombie & fitch,chaus,,,
11701,Jordan,2015,108,jones apparel,,,0,,
17191,Jordan,2016,108,jones apparel,,,0,,
22166,Jordan,2017,108,jones apparel,,,0,,
29064,Jordan,2018,108,jones apparel,,,0,,
35951,Jordan,2019,108,jones apparel,,,0,,
41734,Jordan,2021,108,jones apparel,,,0,,
13114,Jordan,2015,109,walmart,north face,sears,1,0,1
17937,Jordan,2016,109,walmart,north face,sears,1,0,1
23753,Jordan,2017,109,walmart,north face,sears,1,0,1
30598,Jordan,2018,109,walmart,north face,sears,1,0,1
37014,Jordan,2019,109,walmart,north face,sears,1,0,1
40951,Jordan,2020,109,walmart,north face,sears,1,0,1
8693,Vietnam,2015,110,nike,justice,,,,
14679,Vietnam,2016,110,nike,justice,,,,
20490,Vietnam,2017,110,nike,justice,,,,
27347,Vietnam,2018,110,nike,justice,,,,
34234,Vietnam,2019,110,nike,justice,,,,
39458,Vietnam,2020,110,nike,justice,,,,
42376,Vietnam,2021,110,nike,justice,,,,
8730,Vietnam,2015,111,adidas,decathlon,nike,,,
12547,Vietnam,2015,111,adidas,decathlon,nike,,,
19048,Vietnam,2017,111,adidas,decathlon,nike,,,
26941,Vietnam,2018,111,adidas,decathlon,nike,,,
33256,Vietnam,2019,111,adidas,decathlon,nike,,,
39353,Vietnam,2020,111,adidas,decathlon,nike,,,
42431,Vietnam,2021,111,adidas,decathlon,nike,,,
12810,Jordan,2015,112,under armour,american eagle,spider,0,1,0
17838,Jordan,2016,112,under armour,american eagle,spider,0,1,0
23829,Jordan,2017,112,under armour,american eagle,spider,0,1,0
30620,Jordan,2018,112,under armour,american eagle,spider,0,1,0
37413,Jordan,2019,112,under armour,american eagle,spider,0,1,0
42375,Jordan,2021,112,under armour,american eagle,spider,0,1,0
8212,Jordan,2015,112,,,,,,
14617,Cambodia,2016,117,,,,,,
20614,Cambodia,2017,117,,,,,,
28324,Cambodia,2018,117,,,,,,
34090,Cambodia,2019,117,,,,,,
8616,Vietnam,2015,118,levis,abercrombie & fitch,uniqlo,,,
14511,Vietnam,2016,118,levis,abercrombie & fitch,uniqlo,,,
20288,Vietnam,2017,118,levis,abercrombie & fitch,uniqlo,,,
29147,Vietnam,2018,118,levis,abercrombie & fitch,uniqlo,,,
35759,Vietnam,2019,118,levis,abercrombie & fitch,uniqlo,,,
40244,Vietnam,2020,118,levis,abercrombie & fitch,uniqlo,,,
13145,Cambodia,2016,119,,,,,,
9208,Cambodia,2015,120,,,,,,
8514,Vietnam,2015,121,nike,columbia,imperial headwear,,,
14332,Vietnam,2016,121,nike,columbia,imperial headwear,,,
20204,Vietnam,2017,121,nike,columbia,imperial headwear,,,
27605,Vietnam,2018,121,nike,columbia,imperial headwear,,,
34355,Vietnam,2019,121,nike,columbia,imperial headwear,,,
39554,Vietnam,2020,121,nike,columbia,imperial headwear,,,
10373,Vietnam,2015,124,target,carter's,kohl's,,,
16925,Vietnam,2016,124,target,carter's,kohl's,,,
22991,Vietnam,2017,124,target,carter's,kohl's,,,
19031,Vietnam,2017,125,macys,gap,,,,
25948,Vietnam,2018,125,macys,gap,,,,
33012,Vietnam,2019,125,macys,gap,,,,
39310,Vietnam,2020,125,macys,gap,,,,
42009,Vietnam,2021,125,macys,gap,,,,
12185,Jordan,2015,126,under armour,american eagle,spider,0,1,0
17070,Jordan,2016,126,under armour,american eagle,spider,0,1,0
22432,Jordan,2017,126,under armour,american eagle,spider,0,1,0
30097,Jordan,2018,126,under armour,american eagle,spider,0,1,0
36658,Jordan,2019,126,under armour,american eagle,spider,0,1,0
41776,Jordan,2021,126,under armour,american eagle,spider,0,1,0
18797,Vietnam,2017,129,bcbg maxazria inc,charming shoppes inc.,american eagle,,,
8700,Vietnam,2015,130,reebok,walmart,sears,,,
13942,Vietnam,2016,130,reebok,walmart,sears,,,
19412,Vietnam,2017,130,reebok,walmart,sears,,,
9528,Haiti,2015,131,fishman & tobin,,,,,
14355,Haiti,2016,131,fishman & tobin,,,,,
20283,Haiti,2017,131,fishman & tobin,,,,,
26812,Haiti,2018,131,fishman & tobin,,,,,
34959,Haiti,2019,131,fishman & tobin,,,,,
12195,Haiti,2015,139,,,,,,
8214,Haiti,2015,139,,,,,,
12614,Jordan,2015,141,jones apparel,,,0,,
17509,Jordan,2016,141,jones apparel,,,0,,
23415,Jordan,2017,141,jones apparel,,,0,,
30206,Jordan,2018,141,jones apparel,,,0,,
36776,Jordan,2019,141,jones apparel,,,0,,
42560,Jordan,2021,141,jones apparel,,,0,,
10050,Haiti,2015,142,hanesbrands,old navy,,,,
15415,Haiti,2016,142,hanesbrands,old navy,,,,
20584,Haiti,2017,142,hanesbrands,old navy,,,,
27782,Haiti,2018,142,hanesbrands,old navy,,,,
34810,Haiti,2019,142,hanesbrands,old navy,,,,
10013,Haiti,2015,143,under armour,old navy,hanesbrands ,,,
15274,Haiti,2016,143,under armour,old navy,hanesbrands ,,,
20298,Haiti,2017,143,under armour,old navy,hanesbrands ,,,
27874,Haiti,2018,143,under armour,old navy,hanesbrands ,,,
35462,Haiti,2019,143,under armour,old navy,hanesbrands ,,,
12715,Haiti,2015,147,,,,,,
10955,Vietnam,2015,148,nike,pvh,sumitomo,,,
16554,Vietnam,2016,148,nike,pvh,sumitomo,,,
23098,Vietnam,2017,148,nike,pvh,sumitomo,,,
13573,Vietnam,2016,154,tommy hilfiger,nike,ralph lauren,,,
18631,Vietnam,2017,154,tommy hilfiger,nike,ralph lauren,,,
25542,Vietnam,2018,154,tommy hilfiger,nike,ralph lauren,,,
39609,Vietnam,2020,154,tommy hilfiger,nike,ralph lauren,,,
9229,Vietnam,2015,155,nike,carter's,columbia,,,
15706,Vietnam,2016,155,nike,carter's,columbia,,,
22425,Vietnam,2017,155,nike,carter's,columbia,,,
30084,Vietnam,2018,155,nike,carter's,columbia,,,
37206,Vietnam,2019,155,nike,carter's,columbia,,,
41045,Vietnam,2021,155,nike,carter's,columbia,,,
14271,Vietnam,2016,158,h&m,target,perry ellis,,,
19763,Vietnam,2017,158,h&m,target,perry ellis,,,
26790,Vietnam,2018,158,h&m,target,perry ellis,,,
34164,Vietnam,2019,158,h&m,target,perry ellis,,,
39446,Vietnam,2020,158,h&m,target,perry ellis,,,
8732,Vietnam,2015,163,llbean,nike,north face,,,
14719,Vietnam,2016,163,llbean,nike,north face,,,
23755,Vietnam,2017,163,llbean,nike,north face,,,
8297,Vietnam,2015,164,kohl's,walmart,target,,,
14021,Vietnam,2016,164,kohl's,walmart,target,,,
19589,Vietnam,2017,164,kohl's,walmart,target,,,
26096,Vietnam,2018,164,kohl's,walmart,target,,,
33546,Vietnam,2019,164,kohl's,walmart,target,,,
39332,Vietnam,2020,164,kohl's,walmart,target,,,
42161,Vietnam,2021,164,kohl's,walmart,target,,,
8286,Vietnam,2015,165,dillards,tmw,jc penney,,,
13857,Vietnam,2016,165,dillards,tmw,jc penney,,,
19835,Vietnam,2017,165,dillards,tmw,jc penney,,,
26409,Vietnam,2018,165,dillards,tmw,jc penney,,,
9748,Vietnam,2015,166,victoria secret,walmart,gap,,,
17467,Vietnam,2016,166,victoria secret,walmart,gap,,,
23932,Vietnam,2017,166,victoria secret,walmart,gap,,,
38252,Vietnam,2020,166,victoria secret,walmart,gap,,,
41026,Vietnam,2020,166,victoria secret,walmart,gap,,,
11700,Vietnam,2015,167,kohl's,h&m,target,,,
17316,Vietnam,2016,167,kohl's,h&m,target,,,
23291,Vietnam,2017,167,kohl's,h&m,target,,,
30374,Vietnam,2018,167,kohl's,h&m,target,,,
37201,Vietnam,2019,167,kohl's,h&m,target,,,
40873,Vietnam,2020,167,kohl's,h&m,target,,,
8608,Jordan,2015,168,dynamic design,greg norman,jones apparel group,0,0,0
13698,Jordan,2016,168,dynamic design,greg norman,jones apparel group,0,0,0
18876,Jordan,2017,168,dynamic design,greg norman,jones apparel group,0,0,0
25979,Jordan,2018,168,dynamic design,greg norman,jones apparel group,0,0,0
32782,Jordan,2019,168,dynamic design,greg norman,jones apparel group,0,0,0
39086,Jordan,2020,168,dynamic design,greg norman,jones apparel group,0,0,0
11228,Vietnam,2015,169,pvh,sanmar,walmart,,,
16984,Vietnam,2016,169,pvh,sanmar,walmart,,,
23319,Vietnam,2017,169,pvh,sanmar,walmart,,,
30470,Vietnam,2018,169,pvh,sanmar,walmart,,,
36836,Vietnam,2019,169,pvh,sanmar,walmart,,,
40572,Vietnam,2020,169,pvh,sanmar,walmart,,,
9529,Haiti,2015,171,champro sport,mip,american textiles,,,
15413,Haiti,2016,171,champro sport,mip,american textiles,,,
22280,Haiti,2017,171,champro sport,mip,american textiles,,,
30559,Haiti,2018,171,champro sport,mip,american textiles,,,
36006,Haiti,2019,171,champro sport,mip,american textiles,,,
41740,Haiti,2021,171,champro sport,mip,american textiles,,,
10369,Vietnam,2015,173,walmart,mast,,,,
16378,Vietnam,2016,173,walmart,mast,,,,
23049,Vietnam,2017,173,walmart,mast,,,,
8446,Jordan,2015,174,jordache,fashion options,walmart,0,0,1
13763,Jordan,2016,174,jordache,fashion options,walmart,0,0,1
18525,Jordan,2017,174,jordache,fashion options,walmart,0,0,1
24718,Jordan,2018,174,jordache,fashion options,walmart,0,0,1
31895,Jordan,2019,174,jordache,fashion options,walmart,0,0,1
38638,Jordan,2020,174,jordache,fashion options,walmart,0,0,1
42610,Jordan,2021,174,jordache,fashion options,walmart,0,0,1
10187,Haiti,2015,175,gildan,,,,,
16009,Haiti,2016,175,gildan,,,,,
21249,Haiti,2017,175,gildan,,,,,
29461,Haiti,2018,175,gildan,,,,,
37275,Haiti,2019,175,gildan,,,,,
8191,Haiti,2015,175,,,,,,
11060,Jordan,2015,177,academy,rocky,dick's ,0,0,1
16678,Jordan,2016,177,academy,rocky,dick's ,0,0,1
21695,Jordan,2017,177,academy,rocky,dick's ,0,0,1
29455,Jordan,2018,177,academy,rocky,dick's ,0,0,1
35754,Jordan,2019,177,academy,rocky,dick's ,0,0,1
40926,Jordan,2020,177,academy,rocky,dick's ,0,0,1
9859,Jordan,2015,178,jc penney,pvh,lauren,0,1,1
15973,Jordan,2016,178,jc penney,pvh,lauren,0,1,1
21091,Jordan,2017,178,jc penney,pvh,lauren,0,1,1
27456,Jordan,2018,178,jc penney,pvh,lauren,0,1,1
35215,Jordan,2019,178,jc penney,pvh,lauren,0,1,1
